user,review_title,review,date
IanPFarrar,Great little place south of town,"We stayed here as a family of 4 and stayed in the quad room - double bed and bunk beds.   The room was relatively spacious, and great value for money. Breakfast was simple but good - toast and coffee, with freshly cooked omelettes to order - as long as you aren’t in a rush (but that’s the way in Sri Lanka!)  Note that the reception and all rooms are on the first floor (and higher floors), so you need to take stairs to all bedrooms - there is no lift.",Date of stay: December 2018
Trevor D,As pics show and more welcoming than you could imagine...,"Honestly this spot was perfect for us.  Travelled 24hrs from Africa and have been on the road for 4 months - this felt like coming home - in a foreign, previously unknown city.  Staff get top marks and room was just as good, but the people always make the difference.  Both were excellent.  I want to know where these places are when I am enduring long travel days and need a landing spot that will ensure a great start to the 'next' leg... this is one.  Enjoy.",Date of stay: December 2018
Wayne,Great staff and location,Just finished a 3 night stay at the clock inn Colombo.  It was a good location only a 300 rupiah tuk tukride from the train station. The double room was comfortable and cleaned daily.  The air conditioning worked great. The best thing is the management and staff. Always friendly and most helpful with advice about Colombo.  The common areas are kept clean with a fresh cooked omelette for breakfast.  The banana leaf restaurant across the road was recommended by the staff for dinner and was great local Sri Lankan dishes.   Thankyou all the wonderful people from the Clock inn Colombo.,Date of stay: December 2018
Gurcharan S J,Like a Home in Colombo & rich Hostel,Friendly staff excellent breakfast 24hrs free coffee and tea available all night reception suba Pradeep sana dharma erantha Ramesh the staffs are very nice and helpful I will recommend this place  Thank you clock inn,Date of stay: December 2018
Karen,,,
Nikil Kanchan,Great place and great staff!,"I had an amazing stay here. I travelled with my 10 month old daughter and the hospitality, care and warmth receipt was just like home. Daniel at front office was extremely helpful and warm during the entire stay. Also Tashi and the other staff were very friendly and heloful especially to my daughter.  The hotel lobby has a great light and a very positive vibe. Overall clean and just adequate for our stay at Colombo. I would definitely recommend and stay there again.  FYI...Daniel gifted a soft toy cat to my daughter which she just loves. A very selfless gesture which we will cherish forever. Cheers guys; you rock!",Date of stay: November 2018
reghu p,Excellent Place for Backpackers,"Proximity to all the tourist attractions. Ideal hostel for Backpackers with friendly,helpful, knowledgeable crew. Clean hostel dorms and washrooms, with secure lockers. Hot-served complimentary breakfast. I would visit this hostel again and recommend others too.",Date of stay: November 2018
UNR1806,,,
Janen,Excellent customer service and friendly staff,I stayed at clockinn for couple of days and it’s very close to shopping malls and nice restaurants .. very clean and tidy place ..staffs are very friendly and helpful and I met this dude Daniel who helped me with places..he is one of the great example of customer service I have seen recently.. I would love to visit again..,Date of stay: November 2018
DrRogerLRussell,"Exceptional service,  Friendly, helpful staff","We stayed here with 12 International students and had nothing but the best service. Clean rooms, neat atmosphere and good value make Clock Inn a safe choice for the Colombo visitor.  Special kudos to Daniel for helping us with some local travel arrangements. Definitely an above and beyond customer service experience.",Date of stay: November 2018
Tourist64184751680,Very nice hotel,"I lived here for 10 days, its very nice hotel to stay. Staffs are kind and warm, helpful for each person coming into here. Hotel location is good, close to restaurant and shopping mall, only 3-5 mins walking, you can reach sea side.",Date of stay: November 2018
Daydream07455044833,Excellent staff,Best welcome in clock inn Colombo the staffs excellent 24hrs reception free coffee and tea available night sky is wonderful nice breakfast Suba Daniel dharma Sana erantha Very very nice person  My first time in my best place in Colombo Thank you Clock Inn Colombo,Date of stay: November 2018
Satyaveer P,"Excellent Location, Good staff and normal size room","People are very good managing Clock inn Hotel, Specially the person I met Daniel and other staff too is quite helpful. Though rooms size is normal but location is very nice and the lobby is very enchanting and beautiful. Hope to stay again.",Date of stay: October 2018
raunil2285,Better place to leave,I hv been here it's very nice place mr Pradeep is so calm everything so easy loved this place ..it's lobby was excellent having Indore games passing times easy nice breakfast n all arrangements love to live here...,Date of stay: September 2018
jjohnstone639,Loved Clock Inn,"I was stayed here for few days.I really enjoyed my stayed in Clock inn.Good and clean rooms,friendly  staffs,good breakfast,24 hours tea coffee available also fabulous stare case.Thanks you Clock inn team for your all hospitality.I will visit again!!!",Date of stay: September 2018
harenjayawardena,Nice Hostel in Colombo,Stayed almost two week. A memorable stay. A delicious breakfast. The manager downwards all are friendly and very flexible. I recommend this place for anyone to stay. Comfort wise excellent. Monies worth. I can rate this place as THE BEST in colombo,Date of stay: September 2018
Bhupesh S,Bed Bugs in the Bed,"Had a terrible time as was bitten by bed bugs and even spotted a few and so can say please avoif this property.  Yes the property is dated and serious needs some upgrades in terms of furniture.  Only one towel - no face / hand towels  Breakfast is basic water melon for fruits, Cornflakes, egg omlate bread with butter / Jam and tea coffee just basic ....  Many better and new options in this area available but somehow I saw earlier revies and booked this property and regretted it.  May be a good option for backpackers and dorm users but not for someone looking for some basic comforts  Don't expect anything great here   Since the room was already paid for and it was raining heavily that night else i would have seriously moved out in the middle of the night...",Date of stay: September 2018
Sophie W,Convenient and clean,"This little budget hotel on Galle Road is a great place to base in a visit to Colombo if you want to see the city but have a limited budget. It's well linked by the train, buses and taxis to Colombo centre and towards the south coast. We stayed in a double air conditioned room and it was easy to cool the room. Bathroom clean with good shower. It's a little noisy and our bed was a bit saggy. I wouldn't want to sleep more than 3 nights in it. The staff are friendly and helpful and it's open 24hrs. The room rate includes a simple western breakfast with fruit, toast and jam, and eggs cooked to order. There's a fridge and tea and coffee available all the time.  All in all, good value for the price.",Date of stay: September 2018
Garima C,100% recommended,Clock inn is an awesome place to stay solo. Colorful and very clean interiors are a big attraction here. Food is good. But the best part is the staff I met there. They are very friendly and supportive. 100% recommended.,Date of stay: August 2018
mountain_standard,"Simple, Friendly, Comfortable","We spent several nights here before transferring to the Galle Face hotel, but surprisingly, this was actually my favorite hotel of the trip. It is located in the heart of the city, near shopping areas, several good restaurants, and plenty of banks and grocery stores. It was a very comfortable spot to begin our Sri Lankan explorations. The staff was young, friendly, and helpful. The rate was excellent, the accomodations simple, but comfortable, and the breakfasts were delightful. We used the airport transfer, and were most happy with the services provided. Both my wife and I highly recommend the Clock Inn.",Date of stay: July 2018
adithatsme,Everything we expected,"For the price it was everything we expected. Good location, nice room- clean, WiFi, breakfast and water. Has everything we needed for a short 2 night stay. But what made it was the staff. They were great help recommending nearby places to go, and would constantly let us use their phone to sort out our issue of the airline loosing our bag. Great staff, super pleasant budget stay.",Date of stay: July 2018
Prasanjanee A,Superb place for stay__,"Guys, I went thier with my 6 friends and the stayed in very happy.______ No words to explain the comfortability of Clock Inn -Dehiwala.Friendly service with good and cool pleasant environment.Break-first was arrange in very lovely type.__ All set in very clean.  Thank you very much for the service and definitely we will visit again.",Date of stay: July 2018
Ansh,,,
saiware,Budget Hotel,"This is budget hotel for tourist. For business purpose would not recommend this hotel.  Few PROs and CONs.  PROs 1.Budget friendly 2.Good Location  CONs 1.WiFi is erratic 2.Breakfast menu is mediocre, same menu everyday 3.No chairs in rooms 4.Rooms were smelling as I entered",Date of stay: June 2018
MUNISH M,Fantastic stay,"Stayed here for 4days clean beds and toilet Have taken care of all minor details like they have a safe vault ,umbrella  Heart of the city clean place easy access to transport nearby restaurants very helpful staff will visit again",Date of stay: May 2018
Dushmantha R,Relax!!,"Hey  I'm writing this not for them but for u all.... Its actually best and good place for u! Visit one time then u can fell different from other places!,!!!!, good vibes. Near to beach, bar, restaurants very near to u! Awesome place...staaff is perfect very friendly and helpful niusha she is working in front office very helpful and doing a good job for every customer!!!",Date of stay: June 2018
jandy2015,Good location,"Good location, nice budget room. The staff are friendly and helpful. Loud at night but that is expected in Colombo. The bathrooms are are fine and big rooms good if you have children as there are bunk beds.",Date of stay: June 2018
Gohulan,,,
Michael B,Helpfull and friendly,"Really helpfull and friendly, also nice room and bath. A really good place to stay when you are in Colombo. It's close to most things and it is possible to smoke in the outside place that is in the hostel.",Date of stay: May 2018
VandanaBhas,A charming place with a super friendly staff,"We booked this place for a night for a family of four. The room was very comfortable. The reception was a super very warm place with super cute chairs. The best highlight is the staff- they are very friendly to any queries and also chat you up well. We had a good time with Ms.Dilrukshi, Mr. Kasul and. Mr. Ranjith. Special thanks to them for making us feel at complete ease in a foreign country. We ended up staying for an extra day. Thank you, clock inn colombo. Looking to visit again.",Date of stay: May 2018
José E,Nice stay!!!,"Very good mood place, chill, nice people working there, very friendly, AC, confortable reception, guitar to play, chess to play, books to read, souvenir shop for magnets and stuffs, good breakfast and very quiet rooms. Sharing rooms you will always find good roommates ! I am very thankful for them to welcome me there with that smile which you can't find in a lot of hotels! Thank you staff over there ! I can say I made new friends in Colombo !  I super indicate this place for who is crossing to Colombo!  Cheers! When you there make sure you meet Suba !!!!!",Date of stay: May 2018
Try_0uT,CONVENIENT & GREAT HOSPITALITY!,"The staff is very friendly and helpfull. The buffet breakfast is a great deal. Location is very convenient, easy access to public transport, nearby shopping malls and local eateries. Rooms are quiet and spaceous. The place is well organised.I stay there only when in Colombo, the best deal price/ quality",Date of stay: November 2017
Benny M,Great hostel in Colombo,It is great and comfortable budget hostel which I stay solo in Colombo. Room clean and nearby main city. Staff very nice and friendly. Recommend stay here when u travel to Colombo. There also have branch in Kandy.,Date of stay: May 2018
ninakrajnc87,Excellent first impression in Sri Lanka,"Stuff is really friendly and helpful. Rooms are clean and big, airconditioned... and working wi-Fi in the room. They have two hotels in Colombo and one in Kandy and we try them all! We where guests at the time of their NY, and they prepare us traditional celebration free of charge, and presentation of their traditional games...next time we will defenitly chose their accommodation again... hello to friendly stuff...from Nina and Urban",Date of stay: April 2018
Gallage Harsha D,Fantastic hostel in colombo,"Clock inn Colombo hostel is very nice & excelent budget hostel in Colombo,The staff is very nice and friendly,front desk staff Suba, Pradeep,Nilusha,Harshana,Dharma and Ranjith.I will recommend this hostel  I love clock inn Colombo",Date of stay: April 2018
Rebekah A,Not the best..pay extra for alternate accommodation if you can,We stayed for a night. It's an hour from the airport but we would have probably seeked alternate accommodation if we could have.  The issue was tidyness..The staff were friendly...assisting with things to do in terms of sight seeing but the place definately needs attention and a good clean.,Date of stay: April 2018
Nayan p,,,
Shiela S,Thumbs Up,It was a nice place to relax.. Excellent service and friendly service.. Salute to everyone :) :) I Highly recommended this place. Sure to come back again to this place. Thank You Clock Inn. Keep it up.,Date of stay: August 2017
Anna,Bedbugs,"Make sure to check for bedbugs. We had them in our dorm room, and complained to the manager, who obviously knew it. He tried to joke about it and talk his way out of it, but in the end we got another room - so it was alright.  Good breakfast and otherwise okay.",Date of stay: March 2018
336saurins,Well team,The clock inn hotel was very fantastic and very very helpful reception  Mr.Daniel very nice person he totally guide al the place to roaming and thanks to Mr.pradeepan  and Suba as well.  Hotel very nice and clean. Thanks for the breakfast team. Well best recommended ____________,Date of stay: April 2018
Michelle C,Adequate accommodation,"What you’d expect. Basic room with bathroom; a/c, tv, good location on Galle rd,tuk tuks abound. Breakfast was cereal, tea coffee, juice, toast & they will make you an omelette to your liking. They could do with another toaster as there was a queue for it most times. Very accommodating with information.",Date of stay: April 2018
Laura H,Excellent stay!,"I chose Clock Inn for a budget stay after a long research trip - it was the perfect way to relax! Great air conditioning and comfy bed. Being unfamiliar with the area, the staff was extremely accommodating and quick to respond. They easily coordinated a cheap ride to the airport for me, and I was very happy that they allow you to hang out in their lounge and store your luggage after you check out. Breakfast was a plus too!",Date of stay: March 2018
stefan1963,Nice cheat hotel,"The hotel is placed on a not noisy road and i enyoed the friendly staff of the hotel. The room was clean and the sice of my room was fine. The free breakfast was OK,maybe more differnt fruits.but the deluxe eggomlet was very fine. Its a hotel mere you can start the hollyday to enjoy the city of Colombo. Great value for the money.",Date of stay: April 2018
NH54321,Ok for quick stay,"This hostel is ok for a quick stay or stopover. The room was fine, few stray hairs and some dirt in bathroom which wasn’t great. Air con unit was very loud and difficult to change settings which meant we had a bad night’s sleep. It’s obviously a cheap hostel (around £33) but I still think it could have been better value with a few improvements. Very basic breakfast included but quite a few flies buzzing around ! Probably wouldn’t stay again.",Date of stay: March 2018
Amit Chhajer,Good budget stay. Super clean.,"Really good rooms at amazing location! Fast checkin and checkout process.  We took a room for 4. It had a queen size bed for 2 and a bunker bed for 2. The washroom was apt and the rooms were clean. Aircon was strong. Linen were clean.  They have coffee and tea in common area, we did not had them. There is a common big couch and television also in the common area.  The location is center of most things you would want to do in colombo. The sea view is 200m from the hotel. Galle face is 3-4kms, Bellagio casino is 2kms and lot of restaurants nearby.  A good stay overall!",Date of stay: January 2018
GeorgeVil,Wonderful value for money,A nice cosy place with an innovative theme. Good central location. The quadruple room can easily accommodate a family of 4. Common amenities and bathrooms well maintained.Eating joints accessible along the street and bare essential breakfast n beverages available in house.,Date of stay: March 2018
Yuliya,lovely,"I was staying there almost 1 week because of work. That is so warm and  nice atmosthere place. Breakfast is simple but nice.Rooms are clean and comfortable.Clock in located in the city centre and many shops and restaurants over there.Wifi is good. Also, they have a good and helpful staff. Mr Pradeep  & Ms Nilu  & Mr Suba thank you for your assistance. Highly recommend.",Date of stay: March 2018
smfcb,"now thats what we call a budget hotel , highly recommended","hotel clock inn, colombo  we were 6 friends from india , stayed there on march 2018 it is a decent place , its in the centre of colombo  food places , grocery shops , fuel pump, atm, bus stop  near this place clean and tidy , breakfast was good , the auditorium near the reception was relaxing the staff were so polite and always smiling  i dont remember if they said no to me for anything  which i liked the most i will always recommend for a budget friendly stay :)",Date of stay: March 2018
h88som,"Decent, clean and reasonably priced!",Although quite a distance from the city centre of Colombo (but nothing insurmountable in a tuk tuk) this is a decent pit stop if you are transiting in or out of the city and just want somewhere clean and comfortable to rest up. It serves breakfast but for anything else (including alcoholic drinks) you have to venture out. They are however extremely helpful and forward leaning and will allow you to bring beer back and store it in their fridge.,Date of stay: March 2018
devil r,5 star to the staff ....,"i stayed there for two days , very cheap, location is good ,staff was really very helpful if i ever go back to colombo thats where i am staying .i would advice everyone who is reading this u dont have to think twice about this place just book it and go...",Date of stay: March 2018
Pradip Kumar T,Mr pradip kumar thakur,"It was very good . All the staffs were very coordinating , specially pradeepan & nilusha are found to be excellent in their behavior . Also the breakfast is very good which is included in daily rents .",Date of stay: March 2018
Sherpa185538,Nice place in the middle of Colombo!,We started our motorcycle journey with plans to get to the coast the first evening but got caught in Colombo traffic and totally exhausted. Clock inn was an amazing place to crash just in the historical centre of the city. Amazing morning coffee and nice breakfast fueled our next day!,Date of stay: March 2018
Joseph J,,,
Robin C,Great place with very nice staff,"Stayed for 10 nights nice place to stay . Clean rooms . Friendly staff at the front desk ( Shiraz, Pradeep,suba)  . Complimentary good breakfast . Free tea coffee. In walking distance to the mall . Totally recommend it .",Date of stay: February 2018
kmt28,Good hostel and value for money,"This is a nice, clean hostel on Galle Road. It's proximity to the city centre and attractions, clean dorms and complimentary breakfast made our brief stay here very enjoyable!  The staff were also helpful.",Date of stay: January 2018
aswald t,"Great front desk staff Mr, shiraz & Mr. suba","I am thankful to the staffs they helped me a lot , very friendly & hard working staffs, no.1 budget hotel in Colombo, breakfast was served by Mr.dharma & Mr.Eranda very tasty. Room was clean and very nice",Date of stay: February 2018
Manuel A,,,
Thea L,Very good hostel,Very good hostel with such nice staff and good breakfast. The staff helped us a lot telling us where we should go and what to do in the area. The rooms are clean and comfortable. The location is central and easily accessed from the airport.,Date of stay: February 2018
Ineke F,Travel,"Very nice place. Mr. Suba and Mr. Shiraz are very nice__ Rooms are very nice and clean. Also, good breakfast with eggs and fresh fruit. We also got really good help with information and so on. Over all a good experience!",Date of stay: February 2018
Maria Celine A,Great place!,"Love this place! Great location, very easy to get around in Colombo. Also, the breakfast is amazing. You can get eggs, toasts etc. The rooms are clean, and looks quite modern. The beds are very comfertable, and a nice airconditioner in the rooms",Date of stay: February 2018
charlie h,Just passing through Colombo,"The staff are friendly and really helpful, Shiraz especially. Nice chill out area, with fast wifi connection. Good eggs for breakfast and the facilities are clean. Rooms are spacious with air con. Also in a good location. __",Date of stay: February 2018
Aliza Shanzay,,,
Samuel L,Wow,"Amazing! Really clean, good service! People are really kind and helpfull. Breakfast is really good and included, which is really nice! In the middle of the action of colombo! I really recommend this amzing hostel!",Date of stay: January 2018
Diane B,Straightforward lodging in modern room at great location-- just what a traveler needs!,"Our clean room featured new mattress, high-pressure hot shower, high speed wi-fi, multiple room lights.  We enjoyed tasty breakfasts, filtered water to fill our personal bottles, helpful staff and convenient location.  While staying at the Clock Inn we visited the public library, Geoffrey Bawa Museum House no. 11, the Fort historic district on a walking tour, Galle Face Green hotel for a sundowner, and shopped for gifts at ""Barefoot"" across Galle Road.  We used the airport shuttle provided by the hotel and the rate was very competitive.",Date of stay: January 2018
Ellie,Great hostel in Colombo,We stayed here for one night at the start of our Sri Lankan holiday and it was the perfect place to stay. The room was clean and comfortable and the location was perfect for exploring Colombo. The staff at the front desk were super friendly and helpful.  All in all a great hostel for a really reasonable price. We will stay again if in Sri Lanka again.,Date of stay: December 2017
waveycrocket,Fantastic staff could not be more helpful shirazand pradeep great desk staff full of information,"Rooms are spotless, good breakfast and good location, I have stayed here twice and intend to come back staff is good and attentive we will recommend this place to anyone  It is very accessible to get a tub tuK. And simple consept and all others are enjoying each day and do extend there stay .we will love to stay back",Date of stay: January 2018
Milla H,Just awesome!,"We spent here two nights. Had a good breakfast. Incredible clean room, nice facilities and the most friendly and open minded staff. They even offered us beer and sang with us. Was a great atmosphere.  And still on our check out day they let us shower after our last day in the city. Thank you for the pleasant stay!",Date of stay: January 2018
Prakash_Chakraborty,Great place to stay in colombo,This place is located in the city and offers great rooms! The rooms are clean and tidy and has all amenities. They offer free breakfast which is amazing! The staff are super friendly and ready to help! Would definitely stay again!,Date of stay: October 2017
Rajesh S,Best place to stay,Really good place to stay. Very neat and clean. Staff are very very friendly. I prefer to stay there when ever i vist colombo. Wise location. Rooms are clean and higenic. Front office staff also very nice. And housekeeping staff also very nice.,Date of stay: January 2018
KimWolfenden,Great place to stay,We only had one night in Colombo before flying out and this was the perfect place to stay. The guys at the hotel were friendly and so helpful even booking our train tickets from Kandy to Colombo. Great location and family room was spacious clean and comfortable. Thanks Clock Inn.,Date of stay: January 2018
adz_702,Great place,"LOCATION: Good UBER AVAILABLE: Yes, so the location is perfect as it is close enough to everything you need CLEANLINESS: 10/10 BREAKFAST INCLUDED: Yes IF YES, RATE IT: DELICIOUS! WIFI STRENGTH: 10/10 FRIENDLINESS OF STAFF: They are OK, nothing to shout about but nothing to complain about either.  COMFORT LEVEL: 8/10 BATHROOM FACILITIES/ CLEANLINESS: 6/10 ANY OUTSTANDING REMARKS ABOUT THIS PLACE: They were kind enough to keep my bags for me while I was travelling throughout Sri Lanka. The hostel rooms are fine for short stays – comfortable, with AC, good wifi, EXCELLENT breakfast (with western options), and nice location in Colombo.   WOULD I STAY HERE AGAIN? YES!",Date of stay: January 2018
Gobind A,Blissful heavenly stay...,Very good stay with really helpful staff... ideally located and accessible...Pradeepan and Shiraz were very accommodating and made our stay very comfortable and ensured a home away from home for us...Saman a vastly experienced and traveled person was very good who  guided us throughout our stay in Sri Lanka...even after leaving Colombo he was easily accessible and helped us with very good vital inputs...best wishes to all three of them...,Date of stay: December 2017
Maverick G,Traveler,I had a great stay in this hotel. The staffs are very kind They also assist you if you need anything or you want to know anything and asside from that they are friendly. Great food. Free wifi. Near to the city. Comfy.,Date of stay: December 2017
emmettfulkerson,Best Hostel in Colombo H\ANDS DOWN,"Alex the manager and Suba the receptionist, and all their crew will immediately make you feel at home at this incredible place. After a long flight (20+ hrs) I had a clean shower, bed, and TV. I stayed in both the locations (Colombo and Kandy). The dorms, capsule (space ship thing) and private rooms were all amazing!!! The breakfast is great, the staff friendly and helpful. I honestly can't think of anyway of making this place better. It is so easy to meet people from every country. Both locations are set up perfectly for socializing and making new friends. This isn't be chance. The staff put a lot of time into all of the details. On top of all of this the Colombo Clock Inn has amazing Christmas decorations. Today I leave to go to the south to surf. I'll miss this awesome place",Date of stay: December 2017
Ashutosh J,My  review..,This  hotel is good to  stay and people are very helpful here... In future I would like to again stay here. The  room service is very  good and  breakfast is too good. I will suggest to my friend came to Sri Lanka Colombo then  stay this hotel,Date of stay: December 2017
lightfan,"Clean, efficient, good location, helpful staff.","I am staying at Clock Inn at present [457 Galle Rd, there are 2 more Clock Inns in Colombo]] and find it ideal. I have a private room which is quiet, good aircon, good shower, good bed, cable TV, good breakfast, helpful staff, nice casual atmosphere, good airport drop offs/pick ups and close to a shopping Mall [Majestic City] with supermarket and food court with a variety of food.  I emailed them before making a booking and they replied immediately. An efficient and modern place  to stay.",Date of stay: November 2017
Aik Szooi P,,,
connie c,A budget place to stay~~~,"Me and friends stay for 2 nights there. Location was very convenient since it situated on a main road. Staff were friendly. Hygiene of the bathroom/toilet area needs improvements though. Overall, we enjoyed our stay there.",Date of stay: November 2017
Aditya,Exceptional experience,"To begin with I was recommended Clock Inn by a friend back home who had visited this place in the past. I made my booking without knowing what am I in for. The staff in Clock Inn made my stay very comfortable. Clock Inn is located in an ideal location close to all the relevant place that a tourist would like to visit. Also it is in a location close to all the malls and most importantly the railway station and bus station. Helpful staff that would do all that is required to make you feel comfortable and at ease. A special shout-out to Saman, the manager who is always at the desk or a call away. The rooms are air conditioned and cosy. The breakfast spread is exuberant and there is free tea/coffee available. It's known as Clock Inn for a reason. There are clocks everywhere.",Date of stay: November 2017
karolina p,just book it!!!!!!!!!!!!,"comfortable bed, air con, gooood hot shower, free delicious breakfast, friendly staff in a very good location. What do you need more?:) ok maybe cup of tea would be nice..........also possible any time you want:)",Date of stay: November 2017
Tanya B,Lives up to it's reputation,"We had a private room, which was lovely. Great A/C, very clean, a real shower with base & doors, so the whole floor didn't get soaked! The staff were nice & the breakfast was good. Location is decent, depending on what you want to do in Colombo.",Date of stay: November 2017
Sussi S,Very clean and beautiful accommodation,We arrived at 3:30 am in the hotel. But without problems we could chek in... I was a little bit afraid if there is somebody at this time. But there was a nice man on the reception. The rooms are very clean and beautiful. Adapter near the bed. Good WiFi and good breakfast. Nice chilllounge. I would recommend it to everyone (not the cheapest hotel in Sri Lanka) but if you need a hotel in the city Colombo this is a good option.,Date of stay: November 2017
