user,review_title,review,date
Annafarhh,Comfortable beds & common area no air conditioner,I stayed my last day over here. with the booking rating i plan to stay here. Beds comfortable and Reception staff are helpful. But one person in the hotel look  like a staff manager following me all the time. night when i was in lobby also he try to talk to me and give me also wrong information that he is not sure. common area and reception not cozy i think air conditioner doesn't work. so all the time need stay inside capsule. compare to other places around srilanka. Colombo hostel experience was bad,Date of stay: July 2019
Charles-Robert V,GREAT EXPERIENCE,"it was great  stay , I enjoy all the receptionist are great and all of them are helping for booking taxi or tuc tuc and helping out when and where to go.  Always available .  Annna was great :-) and the other boys and nice rooms and spacious wow. Defintly i ll return.",Date of stay: June 2019
Yenugadhati,Mr. Yenugadhati Venkata Rana Raju,Had a wonderful stay. Very near to casinos. Most safest place secured by Military forces due to proximity if President’s Palace. It is advisable to stay in a budgetted accomodation like this which is more safe than 5 star hotels whuch are targetted by militants as was happened recently by bomb blastings killing so many innocent people,Date of stay: May 2019
Karen G,Great location,"Chose this hostel due to its great location close to the train and bus station, but it ended up being a huge surprise and one of my favourite hostels in Sri Lanka. I wasn’t able to check in early, but I could leave my bags with them (although just in the reception area) while I went to get lunch and could also sit in the small reception area on their wifi until check in time. The room was really nice, large (20 bed dorm), clean beddings, huge bed, small storage locker underneath the bed and wifi that worked great in the rooms too. The beds have a blind that can be pulled down although they don’t block the noise outside, which wasn’t a problem for me as I don’t stay in hostels for the peace and quiet! The air con was a great extra, especially in the intense humidity that Colombo",Date of stay: March 2019
Janna Depp,,,
Lilfix,"Perfect location, bed and service for a very low price.","This is located in an extremely safe area right next to the tourist places like the dutch hospital shopping precinct, but also pretty close to cheap places like pettah market.  The staff here is really nice, and the atmosphere is calm. The bathrooms and showers is clean, but the floors are often wet. And they don't let you wear shoes in this building, so you have to borrow some sandals they have outside the bathroom.   They offer single, premium and double capsules. I spent 2 days in premium and then I changed to single for the next 3 days. The beds were spacious enough for me to fall asleep with a lot of stuff on my bed and they were really comfy as long as the temperature was cool enough. These capsules doesn't block any sound, so if you wake up easily because of noises you",Date of stay: March 2019
Navigate14016927153,Great location,- Nice centrally located hostel.  - Friendly and relaxed. - Very easy to socialize and meet new people. I was lucky enough to find a great group of people staying there during my stay.  I will come back again.,
nicholascarey,Very comfortable place to stay,"Great place. Friendly staff, clean rooms, comfortable and private beds. Locker included. Good breakfast included in price. Only negative is lack of social atmosphere. Rooftop terrace is okay, although when I went up the ashtray was full, which was made me not want to sit down.",
FarAway59055250581,Best Bed in Sri Lanka,"Great Bed with clean cover and linen plus towel quite Room with capsules.  The location very convinient for Bus Station and Train Station.... Breakfast is OK.  Many restaurants, stores, Money exchange near by.",
Daydream58847799370,"Cheap place, good location","The hostel is in a good location, close to the railway station. It is affordable. We stayed in a double capsule. The bed is quite uncomfortable but it‘s nice to have some privacy. However the room has 10 beds and there is no window in the room. There is AC but still it‘s hard to get oxygen at night. The roof top terrasse is sadly not a nice spot to hang out and generally there was not really space to hang out. We were asked to pay 10 USD extra for early check-in, that is way overpriced!!!",
Relax21692468380,Eswar,"Hi, Im from Sri Lanka. I travel whole around the world and throughout Sr Lanka. Last week of march I stayed in Star Anise Boutique Capsules, It was a different experience. Really suprised, a best place in Colombo for the affordable price with caring services.",
Carlotta V,Perfect for the start in Colombo,"Perfect, clean beds, nice air condotioned rooms. Really welcoming staff and you get a towel and a bottle of water. The bathrooms aren’t perfect, but there is one proper shower and the other rooms are showers and toilets, but they are clean and for just some nights it is alright. The breakfast is really delicious, we have got tea/ coffee and deviled chicken with fried rice.",
gaurav m,Excellent,Go for premium capsules... It's so quiet and comfortable stay ...and so cleaniness...and loved the simple breakfast...so not any thoughts will surely visit the hostel again...it's a very prime place..nearby all presidential house,
Yuri,comfortable　place,"English review is below. コロンボ駅から歩いて15分、トゥクトゥクで5分程の好立地にあります 全体的にキレイな場所にあり、スタッフはフレンドリーです。 （中でもRoshanは、特にフレンドリーでした） コモンスペースはエアコンがきいていれば、もうちょいいいかな。とは思いますが 全体的には十分キレイに、快適に過ごせます。  i stayed in a ending my trip. this hostel was accessible easily from station by walk or tuktuk(15min by walk or 5min by tuktuk) Eventhough it locates in a empty place,it was quite  and comfortable. The staffs were friendly,especially Roshan was   nice guy.he arranged laundry service etc for me. Thanks Roshan! if the common space has a/c, it will be more comfortable. but Highly recommended hostel!",Date of stay: March 2019
Viktorija S,,,
wickedweezy,Good place in Colombo,"This is a good place in Colombo to stay. Fort is a nice area, close to the waterfront and has nice buildings and shops around. Convenient for onward journey by train or bus.  Place is clean and people who work there are very friendly and helpful",
Jasmine,Super quiet dormitory-excellent night of sleep.,"Great place to rest after or before a long  journey. Very friendly and professional team. The check in is very smooth and uncomplicated. The tips on travelling in Sri Lanka are a great bonus!(thank you Dimitri, without your help I would be lost!) The concept of the capsule dorms is fantastic if you are looking for a bit of privacy and a good night of sleep. A/C, wifi, USB plugs, clean towel and a little clothes hanger in each capsule just brings to another level.  It will definatelly be my base every time I'm in Colombo!  Ps. Don't miss out on the best mango juice from the little, secret juice bar round the corner from Star Anise!",Date of stay: January 2019
Nick Stephenson,Stars at the Star Anise!,"Vincent (manager) and his team, most notably, Dean, Benetic, Roshan and Ruchira take the upmost care in ensuring that your stay is comfortable, they’re informative and always ready to help regardless of the hour! The capsules are super clean and comfortable and fixed with power and USB points. I have stayed here 3 times and will always stay at Star Anise when visiting Colombo! Highly recommended.",
Mukta T,Half day stay,"We booked the star anise hostel for 1night before catching our early morning flight from Colombo airport. The location is great and walking distance from many tourist places. Since it is located close to the President's bungalow it is also quite safe.  The staff is very friendly, check-in was smooth. They have a no shoes inside policy, toilets have flip-flops. The beds are comfortable. After closing the blinds sometimes it feels a tad bit claustrophobic. Toilets are clean.  We got drenched in the rain and could also use their drier for  $4 which was convenient. Had a comfortable rest for a few hours before heading to the airport. Checkout was super quick. It may be a little more expensive than hostels near the airport, but the location is great. Thank you!",
Jet541982,Great and cheap accomodation,"Kind hosts provided a bottle of water and were waiting for me late at night to arrive. Lockers for you. Clean and dead quiet dorm. Expected hard enclosed space-style capsule but instead it was a large curtained off bunk-style capsule. However, it was pretty private and quiet so I was perfectly happy with it. Shoes have to be taken off at the door and there are stairs to climb. Nice shared bathrooms.",
Freya J,Great,"Great stay, was quite warm in the capsules with the blinds down though. We booked an airport transfer and thought it was all paid for but had to pay a 300 rupee toll charge in the car on the morning so something to watch out for if you’re trying to spend all your last money before flying home!",
Emily,"Clean, comfortable, cute","The capsule was very clean and comfortable. The staff were all friendly and knowledgable. Anne was a great staff member who helped me book a cab to the airport when my Uber bailed on me twice! There are many great restaurants nearby as well. The wifi connection was pretty poor. Other than that, no complaints.",Date of stay: January 2019
jsnl85,"Great experience, quiet hotel, friendly staff","We spent our 1st night in Colombo here. The amenities were good, and the staff was very helpful. They also allowed us to wait for our bus the following day, which was very handy (night bus). Would recommend staying here.",Date of stay: January 2019
Sachin D,This is a great hotel!!!,"Star Anise Boutique Capsules is a great hotel located in the center of Colombo!! The beds are big, the showers are good(but showers & toilets in same place :) and breakfasts prepared by Nishanthu & Asoghan are tasty!!  The manager Fawzan is very helpful & accommodating your needs!  I recommend this place for anyone needing some good rest in Colombo!!!  Sachin",Date of stay: January 2019
Compass17137406283,Recommended,"The room is clean and silent at night although each room is separated by a screen. Breakfast is fresh sandwich. Very near from station and pubs. The reception can keep the luggage after check in. Airport shuttle costs 3000, so uber is more reasonable.",
Michelle S,Great place to stay in Colombo,Great comfortable stay. The beds (capsules) were comfy and the property was pretty quiet (that said I was there on Christmas day when the city itself was quiet). Staff were helpful and friendly.Only odd thing is you have to walk through the lobby to get to the washrooms which is a bit strange,Date of stay: December 2018
stephanie g,Perfect start in Sri lanka,Very good stay in this hostel. Rooms and toilet very clean and the bed so comfortable! Staff is really friendly and helpful they gave me lots of suggestions about my trip. They also provide a transfer from the airport. Good communication through email before my arrival. Good breakfast in the morning! Very recommend :),Date of stay: January 2019
Danielle,Beautiful place in the heart of Colombo.,"We have stayed here twice and everytime we left our souls where a bit more relaxed and at home. Its super clean, nice comfy beds, great serviceminded personal, good breakfast (a bit salty juices but hey). If you are open for paying a bit more and get value for the money - this is your place. Big thanks guys, we will probably come once more before leaving Sri Lanka.",
OFJC,An oasis in urban Colombo,"Excellent location (3 mins from Dutch Hospital shopping) and superb staff. Everything is as shown in pictures - clean, with A/C, breakfast.  Fawzan, Nishanthu and Asoghan in particular were very friendly and professional. Thanks for the short stay, it was very enjoyble!",Date of stay: December 2018
Trek26039533848,Nice stay in colombo,"We booked 2 premium capsules in 4 person domirtory. Everything as shown on pictures, clean, with A/C, breakfast,In the middle of busy Colombo but at least the hostel is at some side alley, Only minus: one evening you heared music from some nightclub from the neighbor house.",
Richard R,"Friendly Staff, comfortable bed","I came in at 4am after a flight and they let me have a capsule bed untill 1pm so I could rest up.  Breakfast was included and made nicely by  a staff member named Dean. I also had a nice time chatting to another staff member, Asovan, they  were very professional and friendly.  Thanks for the short stay, it was very comfortable!",Date of stay: December 2018
blumaryn88,1st experience in a capsule! 👍🏽👌🏽,"For a night, this place is a steal. Took the premium (4 in 1 room). Comes with breakfast so that’s a plus. Toilets though not adjoining has heater and good water pressure. A stroll away from the Dutch Hospital (which is a shopping area mind you). Overall sightseeing in Colombo to me is limited. Suggest going out of city for better sights. Find local food and eatery rather limited availability.",Date of stay: December 2018
Odyssey04917267687,hmm,It was weak. Stuffy like in the wardrobe :) my first and last time at capsue. Good solution for thesewho have little luggage and no plans for a long journey home...But- we chose it consciously and deliberately :)),
Mohamed Abri,,,
RamonInTheTropics,"Beautiful, clean and brand new place!","You enter the place on bare foot, that's already a plus. Then it's clean, comfortable and nicely designed. As in everything works as it should (not like many hostels in Sri Lanka :-p ). The beds was huge for one person, had all the plugs necessary and was very comfortable. The fact that there are limited bathrooms is not a big problem, just plan ahead if you have to be somewhere on time and need a shower. Breakfast sandwiches were prepared in the kitchen by a chef! Highly recommended.",
NorthStar64086601703,Very nice and comfy,"Beds are confy and you have privacy due to the curtains. We had and amezing stay here. The toilets clean and the breakfast very nice. The staff is very friendly and helpful, mainly the guy working at nightime and the ones serving the breakfast.",
chikkio,Great choice!,"Great location, excellent breakfast and super friendly staff. We also loved the decor. It's a top choice for staying in Colombo! It was fairly easy to find as well and we were attended to right away although we arrived at a late hour.",
Nikki_CapeTown,,,
jillian,Great stay,"Great stay. Very comfy beds, very accommodating staff, they let me leave my bags there, find a taxi to the airport as I was flying out very late, food recommendations etc. Overall I was really pleased and it was a great place to end my trip",
sandra07032018,Good for a short stay,"Nice and friendly staff, helped with everything, give you tips for your your journey, rooms are clean and silent. Not easy to socialize with other guests. For a short stay in Colombo it’s good to stay at anise star hotel.",
Hazel H,Good place to stop before the airport,"We stayed here before heading to the airport. Clean, simple and does the job. Not far from the station and really close to Ministry of Crab/other restaurants.Very quiet. We unfortunately weren’t able to stay for breakfast",
rrayne482296,Star Anise Boutique Capsule hotel in Colombo,"The place is well managed ,needs some minor maintenance ,over all was excellent ,the neighborhood is a bit rough ,but this is development ,not dilapidation. Location is very good ,near to a few interesting places.",
Matthew W,Great place for a great price.,"This hotel seems quite new. The beds were nice and the room was comfortable. There was a locker under the bed to keep items safe, although the key was faulty and it didn't fit my carryon bag. Breakfast was fast, simple, and delicious. The location is perfect for a little sight seeing, the buses, and the train.",Date of stay: October 2018
scandilove87,Very good stay and value for money !,"The room was very clean and well ventilated. Staff are very friendly and Dimitris offered very good advice for Kandy attractions. Breakfast was also very good and value for money. Location is fantastic. Overall, I would stay there again, everything was excellent. Only thing that can be improved is toilets as showers and toilets are together and can be abit messy when floors are wet.",
Junichits,Reasonable price with clean rooms and good staff!,"The staff was kind enough to arrange a taxi to the airport as I did not register any transportation application in my mobile, which was very helpful.The facility is equipped with clean rooms and comfortable free space.",
Jinhee K,Dormitory. But quiet & cozy.,Near the dutch hospital building. Quiet & cozy dormitory. Bed is comfortable for deep sleep. And breakfast was very good. (sandwich&fruit juice&tea&coffee). 10-15min distance(walking) from colombo fort railway station.,
cappy478,Bargain clean quiet place to crash and/or work,"Star Anise was a great find and I've now been here several times, coming off a flight or before a train trip. I can get work done in the capsule, I've met nice people, and I've slept really well. The breakfast could be a little better and the showers have more hooks for hanging clothes, but I will definitely be back!",
sanggone,Just Fantastic,"Just fantastic. everything were excellent. All facilities were clean and useful. Especially toilet and shower room were really clean and useful. Rooms were calm, clean and cosy. Staffs were very kind and gave us useful information.",
Anna I,Great choice for a short-term stay,"We had a two-night stay in  Star Anise Boutique capsules and our experience was pleasant enough to recommend that place to friends. Fresh bed sheets, a pair of towels were provided. The capsules are also equipped with USB and regular sockets. A thick roll-up  curtain along with comfy bed guaranteed a good rest. The staff was very nice and hospitable. Delicious breakfast! Overall, we would definitely stay there again.",
Mio G,Great place to spend a couple nights,"We spent our first night in Sri Lanka in this hostel and would highly recommend it. The location is great, very close to the train station and a short tuktuk drive to the bus station. The capsules are quite spaciou and very clean. The staff is really friendly.",Date of stay: September 2018
Timo J,Kind of nice,"This hostel is good for one night or two, but to my mind not for longer.  +++ - great cabins, which provide privacy - clean - central location  --- - bad Wifi - breakfast was by far not enough - only one sofa as common area",Date of stay: September 2018
MaryFL-K,,,
ejcm78,"Clean, comfy, value for money.","I wasn't too enamoured with Colombo, but the hostel was perfect for my needs.The premium capsule was very comfy, but all the bunks I saw (I was nosy!) look great. Good value for money.Breakfast was nice. Everywhere was spotlessly clean. Big thanks to the guy on reception for all his bus/tuk tuk advice, and giving me some painkillers on the first evening, after a long travel day. I steered clear of the big temple, as they have a chained adolescent elephant there, taken from the wild. Plus dogs tethered to chairs.",
Meg S,Excellent Hostel,Beds were comfy and the room was quiet. There were plenty of showers and toilets. Breakfast was amazing and the staff were really helpful and friendly. Would definitely recommend for a short stop in Colombo!,Date of stay: September 2018
jpulid718041,Confortable,"We arrived to the long flight, and we could rest very good. The staff was very friendly and they helps on always we needed. And the staff recommended the best Kottu in Sri Lanka. The hotel is near to Colombo fort railway station, maybe 5 minutes to walk",
Adventurer700932,Good,"Near the center. decoration is simple but good looking. comfortable bed. pantry is beautiful. breakfast is delicious. But in my opinion, the property should improve something, such as don't combine bathroom and toilet because that makes space is small and the toilet is wet; or the locker needs the handler, it will be easier to use but doesn't make noisy in case it slips due to lacking of handler.",
seasonedtraveler28,Perfection!,"Loved my stay here. It's clean, well organized and the staff are great. I splurged on a premium capsule and it was great! The doubles look nice as well. The bed was more comfortable than most hotel beds. Breakfast was tasty too. Nice table, light and charging station inside as well. It's also nice that they give you a towel. I will definitely be returning!",Date of stay: August 2018
erau556737,Ver good value for money,If you seek somewhere cheap yet comfortable to stay in Colombo. This is the way to go. Staff are super friendly and the facilities new and clean. Location wise its also ideal as it it is close to the train station which most travellers will come and depart from. Thumbs up. Cheers,
remmol517843,Good for short stay,"If you want to find a good and easy place in Colombo where stay for a couple of days, Star Anise it's a good choice. The capsule are comfortable, clean and keep a good level of privacy. Forniture and all over building is new.",
Billiek80,Nice new accommodation,"Nice hostel, looks very new as everything was clean and fresh.  good location, really friendly and helpful staff. Close enough to all the sites. Got ripped off by tuk tuk, so just be careful with that.",
Antonio V,First time in a capsule!!,"Clean, young, international, cool... What an amazing experience at Sun anise boutique capsules! Can't wait to find other capsules all around the world!  Best quality hostel at a very competitive price!! Antonio",Date of stay: August 2018
eemilar3,Great stay!,"Me and my girlfriend stayed at star anise for two nights and liked it a lot. Nice staff, great location and clean spaces. My luggage was delayed for three days and the staff was very helpful throughout the “process”.",
Kug,Safe and secured,Wow. This place is amazing. They are very professionally and organised. I like the atmosphere of the hotel and people here. The fromtdesk staff were professional and fast at their work. They made check- in easy. Keep up thr good work as I will be back in november. 😁,Date of stay: June 2018
Von J,Terrible Experience,"Booked an ensuite private room. On arrival we were immediately told they don't exist. Hostel failed to inform us of this and blamed Hostelworld for their incorrect advertisement.  As it was 12pm we were forced to stay for the night. The hostel illegally charged us more than was written on our receipt. The receipt was also completely fraudulent. It had my name, even though it was my friend's card and a completely made up card number. HostelWorld have been fantastic dealing with my complaint but the hostel won't even respond to them. A terrible experience that I hope no one else has.",Date of stay: July 2018
liam s,"Clean & conveniently located, friendly staff","We stayed in Star Anise Boutiques capsules twice at the start and end of our travels in Sri Lanka. We booked a double bed capsule, paid c. €24 Euro in total per night stay. On our second visit, as we'd taken an early morning train from Kandy to Colombo, we arrived very early. We availed of early check in (cost c. €9 extra)  We stayed in the 'Doublebed capsule' dorm room. There are also singlebed capsule dorms.   Accommodation location is decent: less than 10mins walk to Colombo Fort Train station. About 40 - 50ish min drive to airport (traffic depending).  Plenty of local convenience shops, cafes, restaurants all within walking distance.   The bunks themselves are pretty big. Each bed comes with its own small locker. You won't be able to securely store big backpacks, but plenty",Date of stay: July 2018
Megintheworld,Friendly and professional staff,"I really enjoyed staying there becaue of the staffs are amazing!! From check-in to check-out, they are very friendly and professional. I would recommend anyone who’s budget traveler but also care about cleanliness and privacy. It was the first time I stayed in a capsule hotel, and I usually don’t stay shared room because I care about my privacy and don’t like shared bathroom, but Star Anise changed my image of shared room experience. Bed, bathrooms and common area were always kept clean and there’s a curtain which you can have more privacy. Highly recommend!!",
ahilto258206,Star Anise,"I've been backpacking for the last 2 years and have stayed in many hostels. My main criteria are; comfortable bed, an ability to make the space private with curtains or blinds, own reading light, international sockets, social space. Star Anise has all of this",
DawidSchalk,Great stay,The hostel is close to the hustle and bustle - conveniently located near the station. The staff was friendly and helpful. This is a great stay for the budget traveller. We had a good time and would happily return on our next trip.,
Haafidh F,"Four Stays So Far, Plenty More Ahead!","I first booked this hotel last year in November, never tried a hostel before that. Thought it would be a bad idea but it was amazing due to the unique concept and the best part I have noticed of the place is the lovely staff. Fast forward to this year July, I booked again for my multiple stays in Colombo while travelling in Sri Lanka. The staff are as friendly as ever. The place looks as new as last November. The hotel is great for short stop over and for long stay as well. You can meet a lot of fellow travellers and hear about their trips for inspiration. One thing though, it would be great to bring back the cups of noodles for purchase as stores close rather early in Sri Lanka. Nonetheless, definitely coming back!",Date of stay: July 2018
ccloss588530,Beautiful Hostel with super friendly staff!,"The location is top, because you have all the connections from the close by train station, bus station to the city buses that go downtown. 2 minutes walk to the Dutch hospital which is amazing at night with restaurants, bars, live music and dancing events. The staff is super friendly!",
Laetitiahx,"Very clean, well situated !","We stayed there one night before taking our flight back to France. We arrived during the night, because we were in a night train from Trincomalee and there was someone at the reception. It is just 10mn walk from the train station. The room was very clean, the capsule was comfortable. The breakfast was nice (tea or coffee, papaya juice and fish sandwiches). This hotel doesn't provide shampoo or soap but they have towels.",Date of stay: July 2018
tashacorrodus,Excellent quality service,Smart and clean accomodation. Stayed for two nights in total on my first and last night. Quiet and relaxing. Excellent customer service. Dimitri on reception was very helpful and went out of his way to make my stay in at the Star Anise a great one! I would highly recommend this hotel for short trips/or in transit to other parts of Sri Lanka.,
pingupng2004,Definitely a good stay!,"We stayed for one night as a transit. At first we quite worry that our room will be too pack or not secure. But ended up the room and the bed are both very good. For bathroom wise, it’s located in the room but the water pump and heater are not stable. Overall a good stay!",
Yasmine Yau,,,
Bryan Tan,Great for a night’s stay or two!,"The hotel was situated near the main city. It was walking distance to most tourist attractions. The wifi was slightly patchy but still alright. Staff was very helpful, and capsules were clean. Toilets as well. Breakfast was simple and yummy.",Date of stay: July 2018
anitapratt92,"Great location, average service","We had a similar experience to those reported by other guests.  Location is great however cleanliness could be improved (sheets stained, bathrooms untidy, & no toilet paper in some cubicles).  Note - bathroom and shower facilities are unisex.   After checking out and waiting for our car to the airport we were told we were unable to use the common areas (which were empty) and needed to wait in the lobby (nb. luggage is stored on the floor of the lobby).   Overall - okay for one night stay, however there were a few loose ends.",Date of stay: July 2018
LucieTraveller3,Amazing stay,"My stay in Star Anise Boutique was really great. People working there are so nice. They helped me and supported me as I spent a really bad day. Everything was so clean and nice, bed was comfortable (one of the most comfortable bed during my stay in Sri Lanka). And it´s totally safe for solo female traveller. I can highly reccomend!!",
tvda88,Great place to stay and meet people,Star Anise is well located in fort next to Dutch Hospital and the Fort railway station. The staff is always very helpful and friendly. I would highly recommend this place to anyone looking for a base while travelling in Sri Lanka.,
Gaia W,Perfect,"We stayed here on our first night in Sri Lanka and it was the perfect choice. Great location close to the train station and markets. The staff were very friendly and helpful and the 24hr check in helps a lot with any late arriving flights. The room and bathroom were all perfectly clean and the air conditioning made it a nice escape from the heat outside and a very comfortable sleep. The capsules feel very private with plenty of space inside; there is also a large lockable storage under the beds.  Breakfast, tea and coffee was nice, and the upstairs deck is a nice little escape with some plants and greenery. We will definitely stop back here on our way out of Sri Lanka, and highly recommend it to single or couple travelers. Thank you for the stay 🙂",Date of stay: June 2018
cchang940951,worth it,"staff are helpful and kind, bed and shower room are clean, good location, very near the railway station and bus station. had  best ever breakfast at this hostel, amazing and superb! everywhere are very clean, this is my first time into shower room without slippers.",
thecolordiet,"Nice, quiet accommodation near the Dutch Hospital Shopping Precinct","It was my last night in Sri Lanka after touring Ella, Kandy and the likes, and I just needed to stay one more night before catching my morning flight out of Colombo International Airport.  I ended up making my decision based on location - this was a 15-20 minute walk to the Pettah Bus Stand (where I would be taking the airport bus) and also a 5 minute walk away from the Ministry of Crab, a restaurant my colleagues have highly recommended.  Safety in the area was also impeccable, with some important buildings around - i.e. police everywhere.    The hotel itself was nice, and definitely looks very new.  A plus for me was that the AC is fairly strong (a nice change from my lack of AC the rest of the trip) and things were in general very clean.  Staff was also nice and helpful in",Date of stay: May 2018
Florent C,Comfy but lacking atmosphere,"Good place to stay for a night. Comfy, clean and practical. Walking distance to the Railway Station. Close to a couple of restaurants. But lacking the atmosphere of a true hostel. More of a place to crash than anything else.  Also a bit pricey compared to other places I’ve stayed at, and the breakfast is only OK (sandwich, juice and coffee) at that price.",
njames464577,Loved it!,"Brilliant place with great staff. It was so clean & we had 4 toilets/showers just for our dorm!  Nice location, close to the train station. We would highly recommend to stay at this hostel!   Thanks to Vincent who looked after us & even booked our airport transfer!",
vimcrc,Star anise,Very nice place to stay. Its reasonable price.Staffs are so friendly and helpful. Rooms and bathroom are clean. Convenient for shopping or go around colombo city. Very easy to get tuk tuk or taxi. Breakfast was awesome!!,
Simonest,"Clean, comfortable and centrally located","It’s a beautiful place. Very clean and staff is polite. Air conditioner works 24 hours and the rooms are immaculate clean. Just the curtains can be a bit noise when people are getting out from their capsules without opening it properly. We got a double bed capsule and it was good. Although staff are also using those toilets.  Very disappointing  breakfast. We didn’t get the one in the menu and it was still 8:15 am (they serve from 7 to 9 am). So they offered us a sandwich with sardine, mayonnaise and onions plus tomato. It was not definitely tasty and I couldn’t eat it as the flavor of the sardine was not good. So I asked for only toast and butter. Also very tasteless. Luckily I had cake in my backpack so I was able to get my own breakfast.",Date of stay: April 2018
Alexa M,Snuggly,Started Anise was a very clean and comfortable place. The staff were exceptionally friendly and helpful. The beds were amazingly comfortable and loads is space. Quiet small amount of beds which wad nice. Had options for double beds if your a couple. All mod cons. I would happily stay there again.,Date of stay: April 2018
Dewet V,Mr,I am in vacation in Sri Lanka and was staying at star anise while in Colombo. So because of this naturally I had the habit of sleeping slightly later than usual. When I went to have breakfast at 9:11 I went to sit down and with put greeting or even standing and coming too my table the manager shouted across the room to me breakfast is over. Then when I told him it 11 minutes past 9 he got up and straight away changed his posture and attitude to be ready to be aggressive. If you can not even compromise 11 minutes on a breakfast which someone paid for you should not be a person in hospitality. And this is the manager of the establishment. Once again I see a employee tarnish the name of a establishment on such a small simple matter. Will not return to this place.,Date of stay: April 2018
James W,Bargain Hotel or Fancy Hostel,"Bridging the gap between hotel and hostel, the Star Anise is very clean and surprisingly quiet, yet has the common areas you want for meeting fellow travelers. The desk is open 24/7 so don't worry if you come in on a late flight.  In a great location and the price is a bargain for Colombo.",
