"user","review_title","review","date"
"Frederic Widell","Business hotel","I’ve stayed here several times and it is a very nice property, very courteous staff but somehow it’s not all the way to excellent. It’s very expensive overall and airport pick-up and drop off is 4-5 times that of Uber. It becomes a bit ridiculous. I will stay here again because of its location and classy property but I feel it’s more of a business hotel than a relaxing resort/vacation property. Hoping they can maintain this level, minimum, otherwise this property will be overpriced. I recommend the rooms that have balconies.","Date of stay: February 2020"
"AlexandraB107","Amazing Hotel","Amazing stay! The concierge team with Anzil and Dimuthu did an incredible and amazing job when I needed to get something from the Sri Lankan customs office at the airport. Without their help and there outstanding effort I am sure I would have never been able to get my purchase. This was really an extraordinary amazing service! Another lifetime memory was our last night at the bar with live music. Thanks to outstanding Nimesh and Lakruwan and their unique service combined with their gorgeous attention they gave our 2 year old boy. Thank you so much! We will definitely come back.","Date of stay: January 2020"
"James L",,,
"Mike S","Colombo trip","Shangrila in Colombo was the best experience I had in the past 40 years of travel The staff does not leave any stone unturned to please the customer and makes your stay very enjoyable  I would say it is the best on my list","Date of stay: February 2020"
"Gary P","Very enjoyable stay","All staff very helpful hotel very clean - booked a club room which was very good saved us going out in the early evening do get some drinks and some snack food - a good way to spend some time with a view of the sea","Date of stay: February 2020"
"mdhoot","Superb Hotel","Checked-in in a Suite in the hotel. Superb suite and superb service. We were checked in in the lounge on the 32nd floor. The staff was extremely co operative. The lounge is a nice place to chill and relax.   The hotel is attached to the mall which has the major brands and restaurants.   The location of the hotel is excellent and the view from the room is just superb. Ask for a sea facing room.  Only thing the hotel should add is Airport pick up and drop (at least for the Suite). This is done by major hotels.  The hotel delivered a cake and chocolates and a bottle of wine to my room for the occasion of our anniversary.  But have decided to stay here during my next visit also and in the visit after that also.   Superb Hotel, Superb Suite, Superb Staff. Superb Location.  Will","Date of stay: February 2020"
"Pavan S","RIP off","The hotel standards have gone down badly. They now charge you 500 rupies for valet parking and 200 rupies to park at their hotel carpark. I went to the Chinese restaurant and the food was absolutely horrible shang Palace. They even could not get the rice right with their exorbitant prices. I ended up paying abt bill of 17000 at the hotels for crap food, and on top of that I have to pay for parking as well.  I dont not recommend this hotel to anyone. The just have a name with 1 star standards","Date of stay: February 2020"
"Jyron Lal","Family stay","Our stay at the shrangri-la was incredibly personal and relaxing. The service provided was splendid in every sense. I think if we had the time to extend or trip we would have. Particular thanks goes to the front desk staff and concierge team for their hospitality. I had a hotel driver by the name of Kumarawa who took the time to show me Indian restaurants as I was craving it! He was amazing and I can proudly say I’ve made a friend. Thank you also to Supun Silva who made luggage seamless. We look forward to being back to Sri Lanka soon. Beautiful country and beautiful people to say the least. -Lal Family","Date of stay: February 2020"
"ayesha s","SEALA REUNION","Our conference held its 2 day reunion part at Shangri-La Colombo. It was spectacular. From the facilities, to the service, to the people, it was brilliant, to say the least! Special Mentions: Dushan Wijeratne Banquet operations- Ruwan Kalugala director banquet. Rodrigo- banquet service manager. Front office- Althaf front office supervisor and Arshad Hussein front desk manager.","Date of stay: January 2020"
"Mr&Mrs Ammu","#2221","We stayed 2 nights. Hotel, close to shopping, with high security. Our room was beautiful, comfortable and spacious. The bed decoration and the surprise honeymoon cake was great. Our room was appointed on 22nd floor with the view of beach. We found the staff to be extremely kind, courteous and friendly. They helped us in every possible way they can. The breakfast buffet was quite good and the food in kaema sutra restaurant was mouth watering. I would like to highlight some of the staffs who will be always remembered for their kindness and the great service they gave.  Nimesha-  Excellent hospitality, Kind and soft personality. She escorted us to the room check in. Also helped us in every way she could. I can say she is one of the true example of hospitality.  Gaminesh- He is one","Date of stay: February 2020"
"Mike G","Execellent Value & Service vt the Luxury Property","Stayed there two night with business colleagues who travelled from Europe and Middle East this not our first say in Shangri-La property, we utilised several of the facilities however in the current coronavirus had put in place continuous monitoring of guests entering the property , supplied face masks  and hand sanitiser available in communal areas, the choice quality and service food outlets were excellent highly recommend it","Date of stay: January 2020"
"mohammed","Colombo Jan. 2020","They were very helpful and great. The best thanks for mr. Farooq, mr. Masoud, mr. Sanusan, mr. Andrew Davin, mr. Sachith and mr. Diaiuthu. Thanks again for everyone and best regards. All the things were great but no Arabic food and Indian nan bread hope you will arrange in future.  For sure we'll visit it again. Thanks","Date of stay: January 2020"
"Rob","Great staff, fantastic stay","I was here on business. Everyone -and I do mean everyone- on the staff went out of their way to make my (quite long) visit effortless. Special thanks to Dinesh, Nilantha and Viranga in the Horizon club. Friendly, superb service, along with the rest of the team there. I’ll be back.","Date of stay: January 2020"
"Maria B",,,
"Hashini","Breathtaking views, Delicious food & Great customer service!","Well I would say definitely we did receive a five star service :) Special thanks goes to Mr. Eranga Bandara and his team for occupying us to a best restaurant and choices of selecting the best dishes and the wonderful customer service. Staff was really friendly and Ismail took an extra mile in serving us and we are really thankful. View from the Executive Lounge was mesmerising and breathtaking. I would like to recommend all for the exceptional service they provided us.","Date of stay: January 2020"
"nayt0","Exception 5 star experience!","An amazing time was held for a stay 3 days, everyone had a very enjoyable time (we had a group of 11 - mix of young and old guests) and there were facilities to keep everyone entertained.   Accomodation is very clean, well serviced and modern. Excellent location as close to all the main attractions. On site food was absolutely delicious and all preferences catered for.   The staff who really went out of the way and made an exceptional impression on me and my family were :   Radinka, Raminda, Chanithri, Hashan, Senali, Wasana, Rajitha, Bhagya, Deepika and Isiru.   Highly recommending to all my family and friend and we will be back next year! Thnk you so much!","Date of stay: January 2020"
"DunamisArt",,,
"Chathurika Subhani",,,
"LizzieE88","Outdoor bar is top notch!","The Shangri-la outdoor bar is a great place to enjoy a night out with friends! Lovely place for drinks in Colombo and great service by Sendil all night! Thank you for looking after us :) The live band inside was also very good!!","Date of stay: January 2020"
"Daminda A",,,
"Dr Wijemanne","A Memorable Christmas Experience","We would like to congratulate Delvin Ferdinand and the Special Events Team for the exceptional Christmas Eve Dinner served at the Ballroom to our family and friends on the 24th of December 2019.  Delvin was very courteous and accommodating to all our requests from the very beginning. All the members of the hotel, from the Security staff to Chefs at the Ballroom were friendly and professiomal.   The atmosphere in the ballroom was festive and the room was tastefully decorated. The choice of food was well thought of and quality was of a very high standard.   Of particular mention was the creative manner the desserts were made and displayed. The children of our table were delighted to say the least !  Our sincere thanks to the Shangrila Hotel Colombo for creating lasting Christmas","Date of stay: December 2019"
"Hobe","World Style","Location: Handy location visit around the town. Hotel is linked to big mall where also will open soon Hard Rock Cafe Colombo. Staff: Very professional, helpful and smiling. Swimming pool:Good size, Clean, Nice bar and beautiful sun set. Gym: Real Gym with lot of equipment.Space for everyone.Open 24 / 7. Horizon Club: Oasis.Happy hours 17.30 - 19.30.  Room: Corner room 32 th floor. Lot of mold smelling. Have to wash all clothes when back to home.:-( Yack. Breakfast: Lot of choices. Western and Asia kitchen. Come back; Maybe","Date of stay: January 2020"
"jsy941","Likely the best hotel in Colombo!","We absolutely loved the cleanliness and the comfort of Shangri-La Colombo. Check in was easy, friendly staff and convenient location. Also it’s right by Galle Face Beach (no railroad track) so you can enjoy watching the sunset... or you can enjoy right from the hotel rooms & restaurants.  My only feedbacks are.... -Teach staff to pull proper espressos. -An requirement to order food & drinks when using the cabana at the pool (a German family took up two cabana for hours, likely the entire day with no service).","Date of stay: January 2020"
"Singh A","5 Star agreed 100% 🌟🌟🌟🌟🌟","Best family vacation thanks to Shangri-la Colombo...The facilities are lovely with beautiful architecture and detail....from the time of check-in we were taken care of so well.from the food to room everything was perfect.. Im writing this review as a thank you to the lady in blue RADIKA, who went extra mile to make our stay comfortable and memorable..She was always there for us and her service was personalized, and i felt so welcomed and even before I or my family could ask for assistance, it was already done and we felt that she could read our minds.. Also must mention chef vipula's service at breakfast... This won't be our last time... We will definitely return back.... Best of luck to a great team!!!!","Date of stay: January 2020"
"Dinusha G","Great hotel but room for improvement","Stayed here for almost 3 weeks. The hotel is beautiful and clean. The suite we had was lovely and spacious and had a balcony which was nice. The bathrooms are large and luxurious. The staff are very courteous and friendly. We did have an issue with our room and some lack of communication regarding this. Feedback was addressed promptly by the higher management and made us feel as our complaint didn’t just fall on deaf ears which is always a risk in large hotels. Breakfast and horizon club was great and having horizon club access was excellent as it gives you breakfast, a light lunch if you want it, afternoon tea and canapés/drinks in the evening. The spread is quite substantial and left you feeling quite full. Obviously after three weeks at the hotel, it was getting a bit","Date of stay: December 2019"
"Dani c","Amazing hotel","I stayed at Shangri-La Colombo for a week.  Everything was great... rooms, food & staff.   I had a small hiccup but the service recovery was fantastic.   I stayed at the Horizon Club Room which included breakfast, afternoon tea and evening cocktail.   Great way to spend the day.   The shopping mall linked to the hotel was a bonus.  The mall included numerous eateries, pubs and local designer outlet.   Will be booking Shangri-la again very soon......","Date of stay: December 2019"
"Dale","Faultless!","Had lunch at Sappyr Lounge on the 13th, and the food was excellent. Steak temperature was spot on, and my son wants to come back for Mac & cheese! The added incentive for me to write this review was Chef Almeida. His attitude and interest in mingling with the guests is commendable, which is a rarity in Sri Lanka. Restaurant has a warm ambience and is well setup. Will be back!","Date of stay: January 2020"
"Adrian K","Stunning Hotel in Colombo","Had only one night in Colombo at the Shangri-La but a great time none the less. Stunning hotel with amazing staff.  From check in onwards staff were fantastic. Rooms beautiful, clean and comfortable. Club lounge was great, pool and spa really good. Whole family enjoyed. Loved to hotel Tuk Tuk, took one of us on a desperate search for a shoe repairer at 9am. Thank to all. Check out King of the Mambo if looking for a good place to eat!","Date of stay: January 2020"
"Samanthie G","Shangri La creates new ways to fleece customers","Visited Shangri La to collect a guest.  Unlike any other place Shangri La charges Rs. 500 for valet parking.  (this is 10 times the normal rate per hour in SL and Valet Parking is a free service in Sri Lanka as part of the hospitality industry).  When the concern was raised was told that this is a VALUE ADDED Service.  In other words, Shangri La is not a welcoming place.  This is not the first times the hotel tried to fleece unsuspecting customers.  As they opened they sold normal fish buns and other buns for exorbitant prices which shocked the Colombo community.  Guests are advised to check the rates stated and unstated before they avail themselves of the hotel services. To say the least the charging practices are totally unethical.","Date of stay: January 2020"
"vason69","Excellent customer service and great location","The hotel is located next to One Galle Mall and close to Dutch Hospital . Customer service is excellent . Excellent facilities including the Kaema Sutra restaurant . Pool , Gym and Steam facilities are also excellent. Food is also great .","Date of stay: December 2019"
"Amit Dhingra","Outstanding Place, food, staff, ambience- 5 Star","We were there at Shangri La Colombo from 27th Dec till 1st Jan 2020. It turned out to be the best decision to bring the new year. It's a beautiful property with an outstanding staff! Our New Year's Eve party at their Lawn was amazing.  It is rightly said that the culture is always top driven. I think you have the right person leading the services team there. Vikram Sood has been exceptional and is driving the right values in the team. Our stay at Shangri La Colombo was outstanding. The service was delightful and excellent. We loved the food, pool, ambience, facilities, staff etc. Every team has some outstanding players and to name a few we think Vikram as the captain did an outstanding job, followed by Yoniko and Anzil who were always available to assist. We are already planning","Date of stay: January 2020"
"Pradeep Ahuja","Fabulous","The hotel, the staff, the view and food all excellent. Horizon club was very helpful. Ansil at Concierge’s desk just made our trip so good. Thank you. Super food at Capital bar and grill. Great place to start a new year.","Date of stay: December 2019"
"Anilegna","Moldy smell in room.  Otherwise all fine","Beautiful new Shangri la.  Definitely a landmark in Colombo and for those looking for something familiar, ie the way a Shangri-la hotel lobby smells (in a good way, their signature scent, very subtle), the hotel delivers comfort, polished service, and access to all their facilities.    Was in room 2411, corner room with river views, bright and good energy, except my room smelled moldy from humidity, maybe they do not run the aircon when it is not occupied.    Had a lovely drink at their Capital bar and grill.  Hotel is close to restaurants, & offers free tuk tuk ride (subject to availability ).  The connected shopping mall just opened and I loved how all the locals looked like they were having so much fun there.     All in all, a lovely stay except for the mouldy smell that","Date of stay: January 2020"
"Sahan H","Avoid Sapphire Lounge in the morning","I am regular at Sapphire lounge, great atmosphere to get work done or to discuss business. I had a business meeting recently in the morning and had to wait 40 mins to get a coffee. After multiple follow ups and at end of the meeting coffee arrived. The main restaurant is undergoing repairs and they have moved the breakfast buffet to the lounge and its quite hectic in the morning. If you are looking to have a meeting in the morning goto nearby kingsburry or cinnamongrand coffee stop.","Date of stay: December 2019"
"KDk Keshan",,,
"AlchemyT",,,
"Bala vasan","Shangrila excellent stay","The property is beautiful. The staff are very good n eager to assist. Room service excellent. The food was very good and reasonably priced. The gym and the steam room is also great. The staff is very polite. Eye for details. One feels welcomed. Great hospitality. Was a great stay","Date of stay: December 2019"
"Akshi B","Can I live here forever?","Wonderful experience with friendly and really lovely staff. GREAT facilities from the rooms to the pool to the spa. Extremely luxurious and great location especially for those who enjoy a morning walk along the sea. Worth every cent, Shangri-La exceeded expectations.","Date of stay: December 2019"
"PJ T",,,
"Anshul Gupta","Great stay","I'm a usual fan of the Shangri-La chain, and this one did not disappoint. The staff was very friendly and the rooms were spacious and clean. The hotel is facing the Indian Ocean with a beautiful view. We","Date of stay: October 2019"
"Pedro","Excellent service.","Liked our stay. The service was friendly and efficient. Probably the best Chinese restaurant in Colombo and the grill has excellent meat. Only little thing: the room was smelling a little (humidity probably).","Date of stay: December 2019"
"peace757","Great Staff","I only spent one night, but had a lovely time. The room was well appointed, amenities(Spa Ceylon brand) were fantastic, and the food very good. However, what made my stay memorable was the people. Particularly the concierge, Senaka, went out of his way to help. From the check in he was so kind. When I ran out of space in my suitcase, he went out on his own time to purchase a bag that I can use, also helped with extending late checkout, made sure my driver was there, etc. Senaka is a definite asset to Shangri-la, and I can not thank him enough to make my life easy in a foreign country.","Date of stay: December 2019"
"Hester Lee","Comfort !","Shangri La Colombo is a luxury hotel located on the Galle Face Promenade, facing the Indian Ocean. it provided one of the finest accommodations in the country. also offers unparalleled dining experiences and shopping experience, with its unique restaurants and bars and One Galle Face mall.","Date of stay: November 2019"
"Gill P","Very impressive hotel","The Shangri-la Hotel chain has been a favourite for many years. So on our recent trip to Sri Lanka, we decided to stay at the Colombo hotel. We opted for the Horizon Club and it was fabulous.  From the moment we checked in, we cannot fault the service we received. The staff were professional and obviously well trained. They surpassed expectations, and were so helpful and welcoming and went out of their way to provide the best experience for guests on their first holiday to Sri Lanka.   The food and beverages available were of a high standard, and included al a carte breakfast with a small buffet selection, lunch time snacks, afternoon tea and evening canapés. We opted for a lake view room, which was perfect- well furnished with a lovely view of the city, especially at night.","Date of stay: November 2019"
"Supuni Kannangara",,,
"Manu","Best experience","We always stay in Shangri-La when in Colombo, as always service was exceptional, everyone was friendly, polite, and helpful, especially Buddini, Sanath, Nadeesha, Amanda. Pasindu  went over and beyond his duties to help us when our little ones messed up the room so many times. Hotel very beautifully decorated for Christmas, the nearby new mall kept the kids busy in there new play area while we enjoyed an amazing spa treatment. Authentic Sri Lankan breakfast was sensational. And want to thank the entire team who did the breakfast including the chef for being very good to us and making us feel home and also The team at the reception for treating our kids as family.. Highly recommend and cant wait to come back to Shangri-La.","Date of stay: December 2019"
"Sva","Great hotel, but dissapointing sevice","Hotel rooms and facilities were excellent. The lobby entrance and the overall vibe of the hotel is quite good. The only drawback was the service, breakfast orders took too long and the made to order food was always cold when it came. The spread was also very average when compared to the hotel.","Date of stay: December 2019"
"abdallah f","Great staff.","Good day everyone,  Just taking a moment to recommend the amazing service provided by the Horizon Club Lounge Staff. They were genuinely excellent from the beginning. How nice were they, their tone of voice is very soft and extremely empathetic as well.  All the staff there are wonderful especially some names on the top of my head viz Buddini, Amanda, Nadeesha, Gavin, Dinesh, Nilantha, Viranga, Chamila, Sanath and Yoniko. All excellent.  They are truly nice and deserve great promotions.  Keep excelling.  Take care  God Bless","Date of stay: December 2019"
"Cherrie S",,,
"SanathM","5***** service.","Shangri-La boast about its service and I experienced a different level of service today.  We were at a wedding function at the colombo Shangri- La. (16th December 2019) While walking in to the banquet hall, my wife realized that the heel of her shoe had come off. I went around looking for some glue and happened to speak to one of the banquet staff Rukshan about this. Without any hesitation he said “please give me the shoe and I will fix this and as promised he came back in less than 10 mins with the shoe that looked new again.  Throughout my life I have stayed at many five star hotels and some with personal butlers and this was the first time I witnessed this level of service from a banquet employee going above and beyond to make a guest happy.  Rukshan, you just got a","Date of stay: December 2019"
"Vy T",,,
"Dinesh C",,,
"manishlalwani2018","Wonderful","I stayed for almost 10 days n was missing home but once back I was missing Shangrila !! I think it was the exceptional service and the atmosphere there which force me to think about them back home , I must mention few people as they worth mention due to their out of the way efforts “ Dinuka , kelum ,Andrew iresh thank you so much to make my breakfast n morning gr8 , you all were excellent . Nuwan the baggage guy 👍🏻 Dulaj at health club thank you all. Ravichandran  manager at reception thank you for helping me during my stay n looking forward to come again .","Date of stay: October 2019"
"Jerjir M",,,
"Andrew K",,,
"Steph","Wonderful stay","I could not be happier with my stay at The Shangri-La Colombo. I feel relaxed and revived after three nights here for business. Wonderful staff, facilities and spa. The Capital is great for food and loved Keama Sutra for cocktails and music.","Date of stay: December 2019"
"Rana Kurdi / Odeh",,,
"Manomi H","Excellent Hospitality and Service!!","We just returned to the USA after a 3 week stay at the Shangri-La in Colombo, Sri Lanka and wanted to take a few minutes to share some feedback on the excellent service and hospitably we received during our stay.   Exceptional hotel facilities, Oceanview room accommodations and the quality of food and beverages were outstanding.  We were in a Horizon Club level room and the staff across all parts of the hotel were very attentive and provided us with excellent service.  We were made to feel at home and very comfortable throughout our long stay at the hotel.   Here are a few staff members that went above and beyond the call of duty: Chef - Vipula De Silva who always came by during breakfast to see if everything we needed was available and a shout out to the other team members in","Date of stay: November 2019"
"Rufdhi B",,,
"Chandel S",,,
"CYRIL H","Place to have a diferent meals","We went for a dinner at Capital  bar and Grill. Lovely ambience. Good friendly staff, Good drinks and Music, But some of the dishes and not up to the Shangri-La standard. If they can improve. This is the place that can compete with any other.","Date of stay: November 2019"
"Shamen S",,,
"Luke","Great hotel but gloomy rooms","Had a very restful and pleasant stay here. The gym here is very good for a hotel gym. Dumbells go up to a decent 40kg, and they have a squat rack and a functional cable machine, in addition to all the usual stuff.  Service is top-notch, and security was extra tight, due to the recent bombings there, so we felt very safe. The only problem we had was that the room was very dark and gloomy.  Other that this, we had a fantastic trip, and will definitely return here again.","Date of stay: September 2019"
"Indula Dharmarathne","Superb Buffet","This was a 5-star dinner buffet over 200 varieties of food items. The amount spent on the buffet was so reasonable and the taste of the food was awesome. The spacious dining area was great and had a lovable experience there. I visited the table one restaurant before the easter attack and hope the hotel has successfully recovered from the blast.","Date of stay: March 2019"
"Beh",,,
"Aruni De Mel","Ladies College Christmas Dinner in the ballroom","This event was a total success. It was held in the ballroom of the Shangri La. To begin with Anushka Rajakaruna was extremely helpful, efficient and accommodating. I would like to thank her. I would also like to thank Mindika the operations manager for his super coordination. The chef too needs a mention and has to be complemented on the food. It was not only tasty but also presented well. On the whole the staff were friendly and efficient and we would recommend this hotel for events without any hesitation.","Date of stay: November 2019"
"rbajoria","Best Hotel in Colombo","By far the Best Luxury Hotel in Colombo! It is located on the Water Front on Galle Face Road and is connected to One Galle Face Mall, which is the newest and most comprehensive retail destination in Colombo.  This Hotel has Top Class &B options like Capital Grill, Kaema Sutra and Shang Palace.","Date of stay: November 2019"
"Aylawati Sarwono",,,
"Jiffy004","Surpassed expectations","Stayed here for 4 nights and had a lovely time. We had an executive suite which surpassed our expectations. The room looked new, was spacious and very well presented. There are some little things that just always annoy me in hotels and non of these were present here. The room is actually designed to accommodate two people, unlike most - even in suites. When you walk in there was a small powder room on one side and a beautiful walk in robe on the other. It had space for 2 suitcases (which is something that is always missing) and enough hangers for 2 people to hang their clothes (I usually always have to ask for more hangers). The robe opens to a great bathroom with lots of towels, and yes room to hang more than one used towel. The amenities are lovely and there are lots of them.","Date of stay: November 2019"
"Kumara","Breakfast","It was the first time we visited the hotel. The restaurant is relocated and nice spread out it taking maximum space. The buffet breakfast was really good and it was further enhanced by the service provided by the staff. At the end we received a loot bag with yummy sweets.","Date of stay: September 2019"
"boundary","Slick, international hotel","The Shangri-La is a world class hotel.   It’s quite new and modern and could be in any big city anywhere in the world.   The staff are exceptionally warm and hospitable.  The rooms are large and nicely appointed.   We had access to the club lounge on the 32nd floor and it’s very nice.  We were able to eat all our meals there.    It’s unfortunate indeed that people who consider themselves to be world travellers would be put off by the recent terrorist incident in Sri Lanka.   The hotel occupancy has been down since then in spite of the fact that tragic events can occur anywhere at anytime.   After our stay here we continued a tour of several other destinations in the country, found the people to be friendly and welcoming and have enjoyed the country immensely.","Date of stay: November 2019"
"Chanakya1007","Sapphire Lounge Best Service Lobby in SriLanka","I visit Sapphire lounge quite often Last Tuesday I was there to meet a client of mine.I found it was the most ideal place.The ambiance was fine.As business meeting dragged we did lunch The food and beverages as usual was awesome.The staff above all especially Managers Oliver & Rumesh and their able staff who are excellent staff members of this hotel.Keep it up everyone and regards to Tim (GM) as well.","Date of stay: November 2019"
"Chathu Meewaddana","Disrespectful","It's disrespectful to charge 500 rupees for valet parking from regular patrons. Have a validation system if the objective is discourage loitering. How can anyone host an event here and expect their guests to phony up 500 bucks for parking!","Date of stay: November 2019"
"Thousand Islander","Excellent in every way","We had only a short two night stay in Colombo. From check in to check out, we had a wonderful experience at the Shangri-La. Our room and all facilities were top notch. We opted for Horizon Lounge access and really enjoyed the services offered. The quality of food and beverages was outstanding. I will separately review The Shang Palace dining room.  What really made our stay special was the efficiency and hospitality displayed by all staff. They really made you feel at home. Special mention must be made of Radinka of Guest Relations. She could not have been more helpful.  I would definitely return to The Shangri-La","Date of stay: November 2019"
"TeeJay272015",,,
