"user","review_title","review","date"
"Colin W","Excellent Hotel with great customer service","Great location and excellent customer service. Rooms are clean and good bathrooms. Breakfast is great and one of the best spreads of food with many choices. Special mention to Chef Jayasinghe for his attitude and willing to help customer needs. Great customer service all around . Overall excellent stay.","Date of stay: February 2020"
"Tanya B","Ocean Seafood Restaurant","Great seafood restaurant, best in Colombo! We had a delicious meal and drinks. Mussels, squid and curry were super tasty.  Service and ambience are great!  Sajith and Geethaka provided is with the fantastic service!","Date of stay: March 2020"
"Michelle M","got excellent services","We got excellent services from waiters, saijth, Chalitha and Amila. Especially the food are fresh seafood. Highly recommended the lobsters, Red Snappers. Good tea, coffee, desserts. Nice view and good chef.","Date of stay: March 2020"
"MelH Melbourne",,,
"Chandra A",,,
"Antonio","Great hotel","An excellent hotel in the center of Colombo in Sri Lanka. The room is very clean. The chief of concierge Priyantha is very helpful and friendly such as all the stuff. The pool and the honey beach club is excellent.","Date of stay: March 2020"
"Rashitha",,,
"Mohan S","Best hotel in Colombo","I have stayed in about 6 different hotels around Colombo and I can easily say that this hotel is the winner. Both in terms of price and the quality of stay  The restaurants are tastefully done. The bar by the pool is amazing place to end your day. If that is not enough there is another cool bar on the rooftop where the view is amazing.  Breakfast : never seen such a wide spread of different food.  Hospitality : this is the aspect which is the best part. You are pampered.  Only drawback : compared to other hotels, rooms here are a bit smaller. In terms of creature comfort, no complaints","Date of stay: February 2020"
"TAKZ","Harbour court","Sujith gave us a very friendly service and he was very supportive and cared a lot about us and this is what we as customers expect. So it was a wonderful eve and the food was awesome   Loved it 💪😍😍😍","Date of stay: March 2020"
"mwick8532","Dinner","Had dinner with friends.Menues all torn and dirty. Complained to manager He said the day manager was in charge.For a five star hotel that is not acceptable. Food good tasty.Good ambience not noisy.No excuse to have torn dirty menues","Date of stay: February 2020"
"Poornima k","Great service","Today, Visited as a guest directly to the Main restaurant for early morning Breakfast. Mr. Amila ( Duty manager ) was very accommodating.  What a fabulous personalized service we had.  All hotel staff I encountered were friendly, helpful, well presented and efficient. Very Yummy food with huge spread  😋😋😋😋 Pleasant morning with yummy foods.","Date of stay: March 2020"
"samuelc683",,,
"Stephen","Excellent experience","Staff is excellent. Richard at front desk was a great help. Looking forward to our next stay. Excellent location. Food is unsurpassed in Colombo. Room extremely comfortable. Overall excellent experience.","Date of stay: March 2020"
"S Skanda Kumar","Pleasant Stay with excellent Hospitality !","No sign of the after effects of the incident of last Easter. Well recovered and restored. Restaurant staff were excellent - especially Jason, the man with a smile. The choice of food has somewhat been reduced since the incident last year. However, I must say that there is absolutely nothing wrong with what is on offer now. Well worth a visit to experience the skyline of Colombo and the Indian ocean.","Date of stay: February 2020"
"Jayesh K","Wonderful hotel - excellent location & great staff","The Kingsbury is located very centrally in Colombo with easy access to entertainment, shopping, and business district , where comfort of the guests is of paramount importance , We had a fantastic time at the hotel. Good well equipped rooms ( we booked an executive room) which came with lot of benefits including Lounge access and private check-in, the size of the room is bit smaller but very well furnished , large TV with HD international channels , the toiletries are of luxurious Bvlgari  The breakfast buffet was among the best I have experienced in any hotel anywhere in the world, huge spread, live stations , attentive staff , my special thanks & gratitude to Chef Jason and Chef Jaywardane who everyday of our stay ensured Jain breakfast for my wife , the Masala Tea was simply","Date of stay: February 2020"
"Boyko Bowv","Front office staff","The staff at office was exceptional and Isuru,Ajith was really help full. The hotel in general is Great with amazing view. The Pool is great, the bar CaLaVi on the roof is really good. Rooms are clean and comfort. I really recommend that hotel   Thank you!","Date of stay: February 2020"
"Quintus A","The best place ever in sri lanka . Kingsbury ocean view restaurant is the best . Niroshan calistus and his team gave us","Superb & excellent service. Very tasty food and unforgettable staff with excellent service.  Thank you so much all of you guys. We will come back again Niroshan & staff we are really satisfied with everything..will visit the ocean kingsbury soon♥️ .","Date of stay: February 2020"
"Paul C",,,
"micksuzy","Wow","The Staff of the Kingsbury are outstanding and a special mention must go to Nalitha on reception. What an outstanding representative for this hotel. He was exceptionally polite and helped us with all our requests.  The hotel is absolutely lovely and a must stay if you are in Colombo. We love it, the room is beautiful and clean with a very comfortable bed.","Date of stay: February 2020"
"Senash Ariyaratne","Writing a review on the excellent service provided on one of our special days","The ocean restaurant lead by Niroshan and his team gave us a superb service. I would love thank all of them with all my heart. Excellent job done! Their humble attitude was the talk of the party we had","Date of stay: February 2020"
"Mark B","Great hotel, best food had in Sri Lanka","Had the most amazing steak at this hotel and the best breakfast in Sri Lanka after staying in 7 different hotels.  Nalitha at the front desk was especially helpful on 3 different occasions - sorted out our booking, room, purchases, extended check-out. Was the best well spoken hotel person and helped make our stay even better.","Date of stay: February 2020"
"WolfAUT","Amazing stay...!!","Dont wann say much... everything there speaks for itself. it was just amazing!  -ambience, cleanliness and appearence of the hotel itself are outstanding. -food is perfect... we loved the breakfast!!! Jason always took care of us so well!! they even have ""real"" coffee and dont charge extra (like ALL other hotels do)...which shows their ambition -a gym equipped with dumbells, barbells, actual weights... rowers, treads etc... AND jacuzzi/sauna/steam  after our stay, we will definitely use colombo and The Kingsbury as our hub when travelling further east... if i could, i would rate it 11 out of 10","Date of stay: February 2020"
"Gillian R","exceptional Colombo hotel","Breakfast was exceptional and extraordinary - never seen so much choice - western and sri lankan food - waffle/pancake plus Hopper/omelette stations.  Swimming pool was marvellous - long opening hours, large and generally empty.  Check in and out very efficient.  Staff very helpful and knowledgeable.  The location is very central and facilities are of a very high standard. My room was not large but very well appointed with everything required and most importantly very clean with a super comfortable bed and choice of pillows.  Treated like royalty even though I turned up completely dishevelled after a 10 hour train journey","Date of stay: February 2020"
"Skamath","Need to improve on service..","Staying here for 3 nights from 22nd Feb, to start with Pros: nice location( now partially compromised due to port city construction) to walk near Galle face green, good quality bed..  Cons:1. booked a superior OCEAN view room, was particularl on this and paid extra online. At reception, checked in at around 4pm, and front desk Mr. Ishaack gave us another non sea facing room, saying it is better category. But when we book and pay for ocean view, we expect that or they should not advertise the same. As many other hotels can offer same. 2. First day at breakfast, we were impressed by spread and some nice masala tea, Second day at breakfast found service poor, menu same, but when asked for masala tea again.. the waiter made us wait for more than 15 to 20 min, and at end we went","Date of stay: February 2020"
"tuan miskin","Lunch@stakebar","One a gain here we came to take lunch @ stake bar one of the best fine dining in the town.we had beef steaks it was a best stake I aver  had .the cocktail was superb sensation felver thanks to the service crew Denver,sanuja,fateen,and the manager viran will see you soon again thanks very much. Keep doing the good job.","Date of stay: February 2020"
"Kanishka W","Dinner at Harbour Court","Harbour Court arguably has the best buffet spread. Hosted five guests for dinner on 23rd of February and the food was amazing as always. Jason who attended to us at the restaurant was extremely attentive and was very service orientated which made our experience even better.","Date of stay: February 2020"
"drjane_11",,,
"Christine M",,,
"Kumar","Great location, excellent service","Had a wonderful stay in Kingsbury Hotel. Was on a business trip and stayed on the executive floor. Excellent service and hospitality, many thanks to Diego and Viloka for making my stay wonderful and pleasant. Would surely return to this hotel again.","Date of stay: February 2020"
"Rolf D",,,
"Keerthi W","Need Trained staff","Stayed for 3 nites in Dec.unorganized and untrained front office.First time staying here after complete refurbishment.Overall service standards needs to be improved. Breakfast buffet was good.Room amenities excellent.","Date of stay: December 2019"
"Dave L","End of our 4 month travels around Asia","We have stayed in 5* hotels all over Asia and I can honestly say this one had been the best  We are staying in room 302 which is lovely and the housekeeping is exceptional  The breakfast is the phenomenal what a choice, you couldn’t ask for more. We have eaten in all the restaurants the food, the service, and staff are amazing  We could name the staff, but to be honest all the staff are fantastic and it wouldn’t be fair","Date of stay: February 2020"
"Veronica","Habur court","Here is my regular place. I usually go with my family and sometimes with friends. Most people around me love this place~ It's a huge dining area which offers an excellent selection. Amazingly, so~ tasty. The hotel has a morden ambience. you can enjoy the food with a beautiful music. Service has been friendly on every visit!! extremely accommodating and attentive. I really appreciate all  staffs. especially Buddika and sujith. Harbor court is highly recommended for the best place in Colombo","Date of stay: February 2020"
"Senitha",,,
"prasad",,,
"AIreshaK","Nice but would’ve been better","It was my Third stay within last 6 months and Happy to see Dheeraka from the Reception and Dilshan from the F&B still remembers me. Dheeraka was a lovely young gentleman in the frontline who tried to assist me at his best, unfortunately the housekeeping team did not amazed me this time as they used to do. Few troubles due to cleanliness in the room, no towels, minibar issues etc. So the first day was literally ruined.   However, we were moved to a better room in the midnight by the manager on duty and he arranged all our needs since then!  I must say, the newly renovated main restaurant looks stunning with a huge spreader breakfast buffet. Complements to the chef and his team!    P.S.  Note to the Management : at some point the team explained that the hotel is running out of the","Date of stay: February 2020"
"tis_12","A great city hotel with a very good offer.","The Kingsbury is a great hotel that offers a variety of amenities. The bed was very pleasant, the windows well soundproofed and the room very clean. The very friendly staff especially Mr. Madurunga, Mr. Kasun and Mr. Buddika tried very hard to fulfill our wishes.  The quality of the services and the very good value for money rightly deserve the best rating.  Breakfast is first class both in depth and breadth.  We would be happy to recommend this hotel.","Date of stay: February 2020"
"Maryzse Mylvaganam","Dinner At The Harbour Room","We enjoyed a lovely evening with my Family on Sunday for dinner and enjoyed ourselves very much.  There was an endless amount of various different types of deliciously prepared dishes, it was difficult to eat everything 🤭☺😊 We want to say a BIG THANK YOU TO JASON THE YOUNG STEWARD WHO SERVED US..... HE WAS EXTREMELY HELPFUL AND ATTENTIVE TO ALL OUR NEEDS. THANK YOU FOR A LOVELY EVENING!!!  THANK YOU ALL WHO WORK SO TIRELESSLY TO MAKE IT PLEASURABLE EVENING.   We definitely will be back.  Wishing You God's Blessings! Maryzse Mylvaganam.","Date of stay: February 2020"
"RJ MD","Great location, great facilities and great service","The Kingsbury has all the features you'd expect of a good 5 star hotel, and the rooftop bar, long pool suitable for serious swimmers as well as splashing around, great local breakfast options at the buffet and a superb Chinese restaurant. It goes without saying that the location is absolutely top notch.   I was particularly impressed by the service; due to unforeseen circumstances my wife and I needed to make a number of changes to our booking, all of which were dealt with seamlessly by the friendly and helpful front desk team. Thanks in particular to guest relations manager Fayaz for making our stay so pleasant.","Date of stay: February 2020"
"Bas F",,,
"k1k2ching","Dinner @ Kingsbury","The buffet restaurant was good and a varied selection offered however found that the service of dumplings and the chocolates were controlled. For what?? The price one pays should cover it all, shouldn't it? Service staff should not only recommend the higher priced and imported drinks from the list when asked for their recommendations. A well presented restaurant and nice ambience.","Date of stay: January 2020"
"Chenee C","Lunch","Very good service. I love the selection of buffet.  Friendly guest and nice ambiance. Love to go back here. Thank you to jani for accompanying us. The staff are also attentive. The place is huge and spacious. Great hotel.","Date of stay: February 2020"
"Ramasubramanian M","best property in Colombo","room is excellent worth for our money. staff or very good and very friendly, i enjoy in executive lounge Miss. Shivangi and Mr. Mohamed or very friendly in executive lounge. this property worth for your money business trip or family trip thank you guys","Date of stay: February 2020"
"Kushanivathsala P",,,
"BhavnaSharma","Memorable stay at the hotel","We had superb stay at the Kingsbury Hotel. Fayaz, Asst Manager and very courteous staff made our stay memorable. Worth staying at the hotel. Huge spread of breakfast menu, luxurious rooms and superb location.","Date of stay: February 2020"
"anne h","Great experience after backpacking","Nice facilities. Only complaint would be that the service at the restaurant was a bit too attentive. My conversation with my partner was interrupted by several waiters asking if we wanted coffee or something else. This doesn't sound like much, but the experience was similar to tuktuk drivers offering a tuktuk ride nonstop.","Date of stay: February 2020"
"Explorer305451","Wonderful sevice by Hiras,","Me and my friend had a dinner at harbour court today. Its emazing, excellent food and very friendly stuff.My favourite buffet in town.wonderful service by Hiras and Kasun.keep up the good work. Hope to visit again soon.","Date of stay: February 2020"
"Janaka","Harbour court","Dinner at harbour court is amazing, the ambience is here is nice ,wide variety of food and dessert is available, food is delicious. Jason one of the staff member was very helpful with a smiling face and friendly.","Date of stay: February 2020"
"Kamal S","Harbour court","We had dinner at harbour court very amazing buffet and service special thanks goes to manager prashanthan and sujith they look after very well we were enjoyed our dinner here will come soon keep it your good work always","Date of stay: February 2020"
"Barbsie_75",,,
"Nadda24","Fabulous service by Magana","Came for drinks with friends and needed to sort out an issue and even though Magana didn't have to she totally stepped out and was fabulous! Thank you so much Megana! We are already regulars here and will continue to patronage Honey beach!","Date of stay: February 2020"
"Nuwan12","Romantic evening at Harbor Court","Myself and my fiancee made a reservation for dinner on valentine day at Harbor court, we should say we were blown away by the service and food provided on that day. Kudos to Kumindra and team. Nothing was too much trouble for them. They went out of their way to make our day special. Buddhika, maduranga and Nipuni were excellent. Their service was flawless. We would definetly comeback. Thanks for the memorable night Kumindra and team.","Date of stay: February 2020"
"Vance","Excellent hotel services and staff","Fatten Farzan was exceptionally knowledgeable regarding local establishments in the area of the Kingsbury hotel. His service was excellent and timely sharing value information regarding cultural sensitivities which provide insight regarding local customs and attitudes.","Date of stay: February 2020"
"Radiesha D",,,
"Randunu D","Dinner buffet","The best place for dinner buffet in the city with a wide variety of food. The staff is friendly and attentive. Very spacious and cozy atmosphere. Food variety includes all the meat varieties with BBQ as well.","Date of stay: February 2020"
"Lalini D","Stayed for 10 days and was absolutely amazing service","The restaurant staff and the kitchen staff were so friendly and attended to all our needs. The Houskeeping staff were also very friendly and paid attention to detail. Very different to our first experience 8 months ago. Will definitely stay there again","Date of stay: July 2019"
"Shanaka A","Dinner","Great service and excellent choice of food options at the Harbours Court restaurant. The desert menu is something to checkout if you come in to dine here. Special thanks to Jani at the restaurant service team.","Date of stay: February 2020"
"Gisela Steinort","One of the best Hotels in Colomo","Its the second time I visited the Kingsbury and I had the same wonderful experiences like two years ago. The room was phantastic, the Lobby, the Restaurant etc. But the best where the Staff, they where like Family to me  I have to name my favorite Ladies who where:  Nirisha Sachini Dinushi Sajani Beverly Sathsarani  also from the Lobby Sajaya  Fayas Prashanthan Umapathisivam from the Restaurant  All of them did a phantastic Job I will never forget and I really appreciated it. They made the hotel be like my home.  Thanks to all of them and I hope I can come again.  With best regards  Gisela Steinort","Date of stay: January 2020"
"kavindu p","B day celebration","Really awesome service have you guys thank u so much and food service and all things are brilliant  Once agin thx and we love to visit this place gain   Want to personally thx miss madushika , because she gave me awesome support to achieve my plan","Date of stay: February 2020"
"Ewa K","Beautiful hotel","Stayed one night only on my way to the airport. Hotel is incredible! Clean hotel, staff very helpful and rooms pretty big and very clean. Bar area with the pool is a friendly place to relax. Food in a restaurant very good.","Date of stay: January 2020"
"Joseph","Kingsbury harbour court","Good food good service. Great thanks to thilanka and his colleague to serve us well. Helping us on the food and drinks. Ensuring if the food was good and that we needed help or feedback on the food. It was a total good experience here. Highly recommended.  Ps: it is affordable. 25 sgd (3300sri lanka rupees) per pax.","Date of stay: February 2020"
"Tania","Note of Appreciation for Function held on Saturday 8th Feb. 2020","Note of Appreciation  We wish to convey our heartfelt gratitude to your wonderful team who assisted us to make our daughter’s birthday a memorable one. The function was on the Saturday 08th February 2020 at the Winchester Hall.   Mr. Upul Senarathna of banquets handled the booking at first and was patient with several emails which was sent by us re function. We were very keen to experience the great service as in the past (function held at the same venue on 23rd January 2016).   Mr. Leshan Dias who took over the duties from Mr. Senarathna, was extremely confident that he will be able to give us the service and standard we desired from a five star hotel. This was an immense consolation to us as it is very seldom that consistency is maintained in today’s hospitality industry.   As","Date of stay: February 2020"
"acanthal","Excellent Hospitality and Service!","My partner and I stayed at the Kingsbury in December 2019 and was completely blown away by the outstanding warmth and hospitality of all the hotel staff. It’s a beautiful hotel with great restaurants and wonderful facilities. But it’s the staff that really makes this place so welcoming. All the staff and managers we encountered were lovely but special mentions go to our awesome room cleaner Priantha Rajanayake, Eranga Silva from Churros and Jani Vinoth Benadict and Jason from the Harbour Court Restaurant for looking after us so well. Highly recommend.","Date of stay: December 2019"
"Eighty Flavours","Classy stay in Colombo","Classy comfortable historic hotel in the perfect location in Colombo - right in between Galle Face Green and the main train station. Also next door to the Ministry of Crab. Nice pool and great buffet breakfast with made to order hoppers! Be sure to check out the rooftop bar for sunset drinks. Small but well equipped gym. Great service.","Date of stay: January 2020"
"Lloydperera","Horrible Customer Service is an understatement.","Kingsbury has everything to offer, but their horrible customer service needs to be looked into. Poor management is the problem. Employee name - Ajith, and the Duty  Manager (Didn't get his name). I'm sure they hired these individuals right off the street to keep operating cost down. We usually visit the Honeybeach pub once a week to catch up. After a chilled out evening, my friend proceeded to collect his vehicle from their glorious carpark. Lol. We were confronted by a midget named ""Ajith"". He had very ""Suge Knight"" attitude. He requested a ""bill"" from the pub. Apparently, if you need to collect your vehicle from their carpark, you need show your expenditure at this establishment. So ""No bill, No Vehicle"". We took our concerns to the ""Duty Manager"". His response was priceless.","Date of stay: February 2020"
"Susmitha S","Buffet","The place is nice to hangout, the people are so friendly and love to visit over again and again.  Specially, the food is tasty with variety of menus and a ambience is so perfect for a family to relax and enjoy.","Date of stay: February 2020"
"gerfitzDubai","Decent city hotel","Limited food choices unless you love curry and rice or spicy food. Rooms are well appointed. Staff were all courteous. Nice pool and outdoor area with bar, although very loud music blaring from the speakers most of the day.","Date of stay: January 2020"
"Dodger52","Pretty good","The Kingsbury is located about 20 minutes drive out of Colombo central, At one stage it would have been located on the waterfront but now with significant reclamation going on it is well back from the water with a major construction area in front of it blocking the sea view.It will be good in a view years time when all the work is completed. The hotel is allegedly the only 6 star one in Sri Lanka.  The rooms are large and nice and clean. The WiFi is good and there are plenty of power points with international adapter so no need for a special plug. The shower is excellent with a big shower head and plenty of pressure. The breakfast is wonderful with a huge selection to cater for all.","Date of stay: January 2020"
"Milinda G","Great customer service","Madhushika was very helpful and proactive in letting me know the hotel packages on offer. I wish her all the very best in her career. I frequently travel to hotels apart from kingsbury and have not received hospitality upto this standard.so thankyou.","Date of stay: February 2020"
"Shanaka K",,,
"Lolabugs","The hotel is beautiful, rooms compact with superior linen and toiletries. Room service provided tasty food.","Our first night after a long and tedious flight from Canada 🇨🇦 was continually disturbed by some unruly guests of a “wedding party “ occupying the adjoining room.  We checked in around 11 am  and noticed a number of noisy men in the hallway. The noise factor continued but got uglier when the unruly highly intoxicated men took the liberty of sprawling in the hallway. One of them knocked at our door around 1:30 am and apologized. The hotel should exercise caution when assigning rooms to ‘one-night only’ patrons who obviously lacked decorum - guess they had they didn’t  care that other guests were trying to rest.  It took me a couple of calls to the front desk and finally the disturbance ceased around 2 am when the people in charges took control. The following nights were without","Date of stay: January 2020"
"Rbg","Nice Location","Location is very nice - Hotel was good - great breakfast and dinner buffets - rooms were clean and toiletries good!  Staff was courteous.  Did not visit spa nor the terrace bar - but looked interesting.  Recommend staying there.","Date of stay: January 2020"
"kd_sundarrajan","Best business visit","have been a frequent to this place & i enjoy and appreciate the special attention given to business travelers at 9th Floor lounge with special mention to Mohamed & Shiwangi!...Appreciate your dedication guys!","Date of stay: February 2020"
"Prasad V","Birthday Lunch","On 4th February I took my family to Harbour Court for lunch as it was my elder son's birthday. The food was exceptional in quality and taste. Service was efficient, courteous and professional. Mr. Mark, Buddika, Ranuka and Thilina made this family occasion memorable. Highly recommend.","Date of stay: February 2020"
"ududsiri","Excellent food experience on buffet at Harbour Court restautant","Excellent food experience and kind staff at Harbour court restaurant. Specially when checked with some action items on the buffet to prepare some custom food for my kid Mr Jani and Kasun who is waiters paid their attention kindly.","Date of stay: January 2020"
"Isuru Solomons","Birthday of my wife","The food was amazing and unexpectedly the buffet was on fire been a weekday Lunch. Excellent service from the Staff and Kudos to Buddhika and Jason for the extended service.  We were there for almost 2 hours and the hospitality was great. We were almost like home. Thanks guys.","Date of stay: January 2020"
"Dileepa D",,,
"Leigh S",,,
"Mervyn S",,,
"Patricia F",,,
"204deepakc",,,
"Gihan De Silva","Good Food","The hotel has the best High tea in Sri Lanka with lot of varieties. The food quality has improved, since of late. It is a great place to enjoy, relax and rewind. Roof top bar is something else. Keep it up.","Date of stay: January 2020"
"Melanie Derflinger","The best hotel we stayed in while visiting Sri Lanka","We had an absolutely great time in this hotel. The rooms are very spacious and clean and the outdoor pool is really good as well. The hotel has a really nice roof top bar and some really good restaurants with high quality food. The staff was extremely friendly and helpful. Especially the restaurant manager and Kusat and Sarith who really took good care of us. Thank you again!","Date of stay: January 2020"
"Shammi G",,,
"Margaret M B","Sunday Lunch","The manager was very helpful and accommodating. The three piece jazz band was very good. And the food was amazing. The choice, from Sri Lankan to British, was amazing.  Would definitely come back here Great view from the roof of the whole of Colombo","Date of stay: January 2020"
"Janet G","Sunday lunch","We came as a group of eight for the Sunday buffet. The choice was amazing and the staff very helpful.  We enjoyed the whole experience. The three piece jazz band added to the ambience too.  Amazing views from the rooftop terrace .","Date of stay: January 2020"
"Daveweed39","Great buffet","Great Sunday buffet at the Harbour Court restaurant at the Kingsbury. Wonderful food, excellent jazz band and superb service.The variety of food available was tremendous. I especially enjoyed the selection of Sri Lankan food available. Highly recommended.","Date of stay: January 2020"
"BilalDeCamp","Terrible pool experience","I checked in today. The hotel itself is good - lovely rooms and setup, nice touches, wonderful checkin etc. but the poolside in the evening has basically ruined everything. We’ve been sitting around waiting to get a menu and drinks. I asked for a menu from someone who did not return. I can see staff milling around not doing much. The music is far too loud for the evening and on the other side of the building is another wedding party, also loud. I can hear the booming noise from the 7th floor room. Why can’t the hotel appreciate that people want a quiet evening and sleep? Absolutely shoddy and it’s left a really sour taste. What a shame. I won’t be staying here again.","Date of stay: January 2020"
"CvB20152015","Nice hotel, but terrible overall experience","Nice rooms with sea and sunset views and comfortable in room facilities. The overall staying experience is though comprehensively spoiled by poor overall management, running the place as a 24/7 all round disco. The disco beats from the pool bar echo to dangerous noise levels above the pool for those who wish to swim at sunset. Rooftop bar is unaccessible without ear protection, and its basses resonate over the below hotel floors. Smoking is permitted up to pool edge. The touchscreens of half the fitness equipment are broken, leaving the equipment in state of no use. Management should prioritise being either an entertainment palace for day visitors or offering a city oasis for staying residents.","Date of stay: January 2020"
"Ashish M","Great Hotel with a splendid view","If you are traveling to Colombo this is one of the best hotels that you can def plan to stay in; great service... amazing options for food and very centrally located.... Great choice of food options available in the hotel; this is great place to spend a couple of days in","Date of stay: January 2020"
"Nadeesha Fernando","Best service ever","Everything is superb the food was excellent, highly recommended for everyone. Had a memorable dinner at ocean. I like place very much and  peaceful. Friendly and helpful service given by madushika and niroshan  ,sampath. Thank you very much they're make our day.","Date of stay: January 2020"
"Iran","The best pool bar resturent","This is an amazing pool bar with sunshine I visit. I enjoyed it. Chandana was the person who served us and it was really a good service. Thank you Chandana and thank you Kingsbury. And all the chef's who prepared food for us.","Date of stay: January 2020"
"Devi2013","A relaxing vacation at a place that understands great customer service","Spent three wonderful nights at this hotel. First of all the staff provided great customer service, the breakfasts were sumptuous, the rooms were great - and for those who care, gorgeous soft, too quality Italian Frette linen, robes, towels, and bulgari toiletries.  The location was great - we were able to walk or take tuk tuks to everything. Enjoyed the pool, the roof top club, the gym had well maintained cardio machines and finally, staff accommodated us with a late check out. We will certainly return to this hotel. Thanks to Manjula at the front who took care of us and Kitsiri in the breakfast room for impeccable and thoughtful service. We leave with great memories.","Date of stay: January 2020"
"SNW","Perfect place for amazing coffee","Lovely ambience and great service. Tried the Saffron Honey latte which was amazing. Interesting concoction which was a welcome surprise. Thanks to Uththara the friendly Barista who made sure everything was just right and Razeen the Manager.","Date of stay: January 2020"
"Anneble","Amazing night","Food was really Amazing staff service is super super excellent Gautham, Alahakoon,Chandana excellent in overall. Excellent foods and all nice ambience. Overall in a good service. Dinner Buffet is nice .How I chat with them.","Date of stay: January 2020"
"sachith i","Great place to Chill","excellent service the team was very attentive, the food and drinks arrived at the right time manager Nimal, Chandana & Gautham did a great job thanks alot you made our evening...... we enjoied werymuch.....","Date of stay: January 2020"
"Rajitha R","Excelent service","Had a great time in kingsbury hotel honey beach club pool sri lankan bar with friendly staff specially gautham, thilina,manager nimal and Chandana thank you so much and hope to visit  again. Thanks all. Excellent service....","Date of stay: January 2020"
"Ramon T",,,
"Dave Suf smith","Very nice food and nice service","Wow ur good is amazing and service was complite and nice service  thakyou geting that food and new selection and service iforget that waiter thank you very much and again im coming i need to ur fantastic signature cock tailes.❤❤❤😍","Date of stay: January 2020"
"garuka p","New harbour court","Hi  Me and my family had lunch at the harbour court today after the renovations.food is absolutely perfect and so many varieties to select we love seafood and meat both everything was there with different cooking method.overall in colombo I would say best place to have some lunch or dinner and reasonable price as well.  At last I want to mention the waiting staff buddhika and kasun they were very friendly and very polite. They know what they handle.  Thank you again for a lovely lunch   Regards  Garuka punchihewa","Date of stay: January 2020"
"Tharindu k","One of the best in Colombo","This is one of the best hotels in Colombo! I was there for a function and I must say after the unfortunate Easter Sunday attacks they have rebuilt the place and it was wonderful to see how well they have bounced back! The security levels have increased and the hotel seems eventful! It's an elegant hotel with a wonderful staff as well. The food was nice and the place should be on your list if you are visiting Colombo!","Date of stay: January 2020"
"Kelum K","Overall experience","Had my parents 50th wedding anniversary which was a huge success, great service ,excellent food. Stayed for 3 nights breakfast buffet was excellent, The service crew was really friendly. Special thanks to, Kasun,Buddhika,Ranuka, at breakfast buffet keep up the good work guys. The Kingsbury Hotel is so lucky to have such dedicated and hardworking staff.","Date of stay: January 2020"
"Nash akme","Best breakfast buffet","My husband and I had a great experience in kingsbury hotel staff was very polite. Breakfast was excellent the gentlemen Buddika & Sanjay who tookcare of our table fast and helpfull & chief jayashingh who makes tasty hoppers (Appa). Next time looking forward to bringing my kids.","Date of stay: January 2020"
"Rani S","Sunday brunch at harbour court","Highly recommend to patronise with family.best brunch in Colombo. The spread was very tasty . super variety of food good ambiance and friendly staff and service. Special thanks for Prashanthan  Sushi was amazing! Big variety of desserts too  Definitely we will come soon","Date of stay: January 2020"
