user,review_title,review,date
Majd S,"Great beds, average service","We slept there for one night, the check in took too long maybe because we arrived at night and the pick up arranged from the airport was late. The breakfast was ok with a nice view. But the best part of the stay was definitely the fantastic bed, it was so comfortable that we did not want to get up. Recommend if you want to sleep comfortably, although a little pricey.",Date of stay: February 2020
Zaid M,Excellent Stay,"We had great time at this hotel. Wonderful staff, very helpful and very attentive. Very nice facilities and great environment. Rooms are clean and tidy. Great stay. Breakfast was also very good with good choices. Nice views",Date of stay: September 2019
namita2020,Good Business Hotel in Colombo,I stayed at OZO for 4 nights in Feb 2020. Needed an early check-in and airport pick up was was met as per my expectations. The best thing about this property is location. Very close to the Marine Drive and if you book an Ocean Facing room on higher floor then the view is stunning with the Indian Ocean and the sunset. The rooms are pretty basic in terms of supplies and decor. However it does not make a big difference as the room cleanliness is maintained well. I think it's very important to practice sustainability and be enviroment concious in whichever country you are. I liked the way there were no unwanted supplies. The rooftop restaurant is another place you can spend your evening for a drink or even have dinner though there is limited menu option which I did not find,
Recep Aydin,,,
Mahdi A,Excellent service,Nice view. Good service in the reception and restaurant.  Had breakfast. You have more time because breakfast start early morning 6a.m to 10.30. Tasty food. Specially thanks to champi for friendly service. We will come back to this hotel again and recommend this hotel to everyone. Suggestions: if you have luggage service it’s better,Date of stay: February 2020
Sean N,Good hotel,We stayed here for 1 night before starting our trip of the cultural triangle. The staff were friendly and the room was clean and comfortable. The breakfast was buffet style with a good choice. There is a small pool and a bar on the rooftop with nice views over the sea,Date of stay: January 2020
delph1969,,,
NorthStar538743,GREAT HOTEL IN COLOMBO,Great hotel.Friendly and professional staff.. Very clean rooms. Gives great value for your money. I enjoyed every single minute of my stay .Hotel is located by the sea and in . DEFINITELY VISIT AGAIN. REGARDS AND ALL THE BEST.,
Nandish Thakar,"Mesmerizing views from the rooftop, great location, value for money..","We stayed there for a night. Room upgraded complimentary. Great views of indian ocean along with railway tracks. Rooftop swimming pool on 14th floor, wonderful experience of stay. Hospitality was highly appreciable.",
Ahmed W,Convenient Location,"I stayed for 3 nights, hotel very good and clean. everything is perfect accept the food. Breakfast is OK with limited choice, but In Room Dining is very bad, honestly the worst Naan bread i have ever had in my life. In room dining clearance slow. but overall its very good hotel to stay for few nights.",
Npillai88,Sea view,"Room are clean and cozy.Friendly staff members.will definitely recommend this place.Easy to get uber/pick me U can even order delivery. Nice view of the sea,with the train tracks by the side of it.Overall good place to stay.",
shehanadrian97,Small issues,"Hotel chain must improve so many things. For the value of money , hotel must put hair dryer and and all . Next problem is guest don’t have good place to smoke in the midnight whenever want to smoke. Please recheck a place to smoke in the night",
lukea142,,,
lgiuli,One night,It was a good experience for a one night stay. The price is definitely more expensive than places more central to Colombo and we had to take Tuk Tuks pretty much everywhere.  The facility is very clean and the rooms are very upscale. Other than minor elevator issues and perhaps a slower than expected check in service there were no other issues.,
Sabrina A,,,
Sally C,excellent stay,we had a very good stay at the Ozo. The room was clean and very comfortable. The view was amazing. Breakfast was great good variety. The location was perfect for us although would have been great to be able to swim in the sea right there! The staff were friendly and helpful.,
ShahidaMM,,,
880anjanr,View par excellence,Lovely experience and super hospitality with excellent roof top bar with happy hours from 5 - 7 pm  to watch the sunset which is a one off experience  The room on the 12 th floor with ocean view was fantastic,
sanduni1991,,,
kishorenana123,nana,beautiful hotel opposite the sea away from the main cbd about 30mins walk into main shopping area from hotel friendly staff beautiful neat and tidy room with a great view of the sea nice cozy roof top bar would highly recommend if you planning to stay 2/3 nights if visiting Colombo,Date of stay: January 2020
0rangeClouds,"Clean, comfortable, functional","Ozo Colombo is an oddball. The room is small, but adequate for 2 or 3 medium / small luggages. It is clean and well designed. We got the city view room, which doesn't offer a great view. We didn't mind that since we were not planning to spend a lot of time in the room. Bedlinen and towels are clean. There are many power points to connect your devices, and several lights in the room. The bed is super comfortable, the curtains are blackout, so sleep quality is great. The rooms and corridors are carpeted. The bath has only a liquid soap and shampoo in dispensers fixed to the wall, no other toiletries are provided. There is a hair dryer in the wardrobe, and a large full size mirror just outside the bath. Best of all, it had a walk-in shower with hot water available at all times.",Date of stay: January 2020
elaine S,Visit to Colombo,"The desk staff were welcoming, Hotel is located on the sea front with accessibility to all amentities, comfortable rooms, friendly staff and good breakfast.   Wonderful view from ON14 restaurant. EAT restaurant provided a good buffet in the evening.",
Swarup K. Chakraborty,Family Stay for short duration,We stayed in the hotel for 3D/2N. The hotel is very nice. We got a sea facing room on 8th floor as per our request. The natural panorama was awesome and mesmerizing.  Only we suggest that there should be some bell boy and concierge service to help the old aged persons and foreigners who need that service mostly.  Overall experience is very nice.,
Hara2020,poor service,"Make sure to carry your heavy luggage on your own no one is ready to help, asking for a picnic breakfast was a wast of money, since they don't ask for our choice, watermelon was soggy and tasted bad. ordered some food and wasn't happy with the taste of it.",
Carolyn990,Perfect,"We had one night here after a 10 day trip round Kerala before flying home.  We found this hotel to be surprisingly good and far exceeded some of the 5* hotels we had stopped at in India. The room was spacious with a beautiful sea view, nice clean modern bathroom, and an amazing roof top terrace. We had a cocktail and watched the sun go down over the Indian ocean. Dinner was good too with a buffet of varied Sri Lankan specialities. There was an egg station at breakfast and fresh fruit and pastries so that suited us but there were also curried dishes if you preferred that. It is a good hotel location wise - we managed to fit in a half day tour of the city and the hotel was well located for that. I wish we could have stayed another day to explore the beaches too.",Date of stay: January 2020
Vasu88,Good hotel for holiday stay. Not suitable for Business travellers.,Pros - Good location. Quality Rooms. Focus on cleaniness. Supportive staff. Good in-room dining options. Good hotel for holiday travellers for short period of stay. Cons - Very limited Options in buffet breakfast. Very small pool. Poor fitness center. Not suitable for business travellers or for long period of stay.,
Antonj75,Amazing Rooftop Views,Our last stay in srilanka for this trip and it has been great. We got a room facing the city and sea.The breakfast as delicious and we tried hoppers and it was lovely. Staff were GREAT. Always smiling! We truly look forward to our next visit.,Date of stay: January 2020
Karishma Narwani,A beautiful stay at OZO,The service was excellent and the rooms were very good. We had a lovely time at the rooftop and enjoyed the beautiful view of the sunset.The hotel is in the center quite close to the supermarket and the food joints. The swimming pool at the rooftop is superb . Breakfast was quite different and had a lot of variety. Surely would recommend to stay in this hotel,Date of stay: December 2019
amila k,,,
chris v,A good hotel at reasonable rates,"Efficient and friendly check in. Very clean room  well laid out with large comfortable bed. Room service was quick and efficient, though the food (3 club sandwiches) were below par. Excellent breakfast spread in a very nice dining room.",
eduardosia2013,Nice hotel for few nights...,"Good and relatively new facilities; rooms are big enough, good bed and sheets.  Do not offer concierge services to help with luggage etc. Nice pool with a great bar; also good GIM. Location is very good also.",Date of stay: December 2019
JamesW,Good Service and great view!,"Overall experience was great. We enjoyed our ocean direct view, the morning views are breathtaking.The front office team was helpful and prompt in answering any questions we had. The breakfast food was good as it had good Indian food too. We will stay here again!! Soon.",Date of stay: December 2019
Peter,Nice hotel in Colombo.,"The room was really nice, with a comfortable bed, and a modern bathroom. We slept very well.   The rooftop has a bar and a pool that is a bit chilly in December since not heated.  The food is overpriced for it's quality, but they are restaurants around that are very good and cheap.",Date of stay: December 2019
kinnn,Bad experience,No hot water in the bathroom. Impossibile having a shower. Noise during the night due to the pipes of upper bathroom. Very good food at the restaurant. Clean room. I will not reply the experience. Thanks,
fencefitter,OZO GOOD CITY LOCATION,stayed 2 nights before our month tour of s.l.check in was poor as were not told how to operate lift with room card or were restaurant was or breakfast time no info at all.good roof top bar and pool great views room was good with very comfy bed check out was good told about other hotels in the ozo group in sri lanka and good info on our travel arangments by mandeera from guest services would stay again thanks,Date of stay: December 2019
Keshan A,Wonderful Clean Rooms with Incredible Sea View,It was a wonderful stay in this beautiful place. The room was very clean and tidy. sea and the city view is completing the value of the room. Amenities are exceeded expectation. Staffs are very friendly. Enjoyed the meals and drinks in the roof top bar and the restaurant.  Would like to recommend this place for a calm stay in busy and crowdy colombo. Definitely will visit this place again.,Date of stay: December 2019
S W,"Nice room, good stopover","We stayed here for 1 night at the end of our honeymoon to facilitate a transfer to the airport in the morning.  Overall, the hotel was adequate. The room was comfortable, with a comfortable bed, and nice modern bathroom with walk in shower. We had a large window overlooking the sea, and the curtains were good (blackout). We did sleep well, which is the main thing you need from a hotel room.  The rooftop bar area is nice, with a nice area to sit at a table and have a drink. There is a small infinity pool up there which doesn’t have much space around it, it is basically in the bar, but it does the job for a quick dip.  Unfortunately the food was pretty poor at dinner and at breakfast. It seems that most of the items used were not high quality ingredients, and a lot of the food",Date of stay: December 2019
haseebrehman,Experience to share at OZO,"It was overall a good experience staying in OZO and would definitely like to stay there again in my next tour. and would also recommend to my friend and family staff, food, hygiene, quality of room services all were beyond expectations.",
SujitShodangi,Another close to 2 months stay,Enjoyed every day. Can not think of a better place on marine drive. Very friendly staff. Nice roof top bar /restaurant. Nice live music. Enjoyed the LION beer. Prefer see facing room. Wide variety in breakfast buffet. Laundry service is fast and very nice.,
Sanjay G,"Little far from happening, but makes up for it.",Looks very crisp from inside and out. The rooms are immaculate. I always am a  big fan of rooms like that which is very contemporary and sophisticated. Staffs are very nice even arranged early breakfast to go for the airport. They have a nice rooftop pool and bar. Food was good and employees were very nice. Little far from happening side of colombo but the ocean view is amazing. I was sad that i couldn't go out to eat street food as it rained so bad but uber eats rescued and I got to try few items before I left Srilanka.,Date of stay: November 2019
Venture26080017471,,,
annailonazajac88,Perfect stay at Ozo!,"We loved Ozo for comfort, lovely ocean view, great breakfast and awesome staff . The rooftop terrace is amazing and the cocktails and food are of very good quality. We will be back for sure! Thank you :)",
Andre Peter,Lovely Rooftop View and Great Service!!,"We stayed as a couple last week and our stay was great. The rooftop view is spectacular specially in the evening to watch the sunset. Our room was clean and had a great view, partial sea view, we saw the city lights as well as the ocean. The breakfast spread was good and had variety. We tried hoppers here for the 1st time and loved it! The checkin and checkout was prompt and the front office team was very helpful. They always have a smile and is very welcoming. Great customer service. We asked many questions about colombo and srilanka as it was our first visit to the country and they answered all our questions. The area around the hotel is nice and safe, specially if you want to do a good walk.    We had a great stay. Looking forward to our next stay.",Date of stay: November 2019
Subhash K,OZO Colombo,"Very clean place, with well appointed rooms. Good sea view. The roof top restaurant offers a great view and good food. The staff was efficient and friendly. Lobby is quite big, and had good wall decor / painting but looked a little sparse.",
MIKE B,,,
NikNaks78,,,
Fernando R,,,
deepbackinblack,User Experience,The hotel is in a very good location. rooms are very neat and tidy. The elevator and the key system for the elevators should be worked upon.  Or rather there should be a permanent lift man in the elevator to take the person to the concerned floor. Cause carry a key card every time doesnt make sense . Thats all.  thanking you.  BEst deep,
tim,,,
DonnaS302444,Pleasant Stay,Spent our last night in Sri Lanka at this resort.  It was an overall lovely hotel to stay in.  Room was very clean and shower excellent.  Beautiful view overlooking Indian Ocean.  Staff spoke very good English and were very helpful with advice on where to go shopping etc.  Staff member that stood out for us was Mandeera Saverimutta who ensured that our stay at OZO was of a high standard.  Would stay here again.,
Ciraj D,I was a wonderful three days,"It was short but an amazing experience, Hospitality and service were amazing that I looked after. Food was delicious, variety of food available. The best team always anticipate for our need and of cause the Smile on their face make me feel welcome. I was a short holiday therefore I don't remember the names, altogether team deliver  a great experience.  look forward to see you all again.",Date of stay: October 2019
Leelaobama,Excellent stay,Had wonderful time. clean rooms with friendly staff. weekly entertainment of DJ and live band was also wonderful. all the team members were really accommodating customer's requests. reception staff most of them were very friendly and helpful at all times.,Date of stay: June 2019
lost_on_foot,"Clean, decent sized rooms",I checked in during the early hours of the morning and it was a very smooth process. Rooms were very clean and there were plenty of amenities in my room. Rooftop Bar/pool area was really nice and gives you a great view of the coast.,Date of stay: August 2019
ratheeshv2018,Ozo,"Excellent room and view. Great experience. I always prefer when I will be in Colombo. Good breakfast,  staffs are friendly and attentive. Good location. Awesome rooftop bar and restaurant. It’s was pleasant stay .",
johnheynsbergh,Family holiday,"Excellent welcoming, staff very helpful, especially the staff in the restaurant. Breakfast was amazing, plenty of variety. Rooms, bedding and other facilities were good. Roof top pool was very good. Ideal location.",Date of stay: September 2019
ubelaked,excellent hotel,"I stayed two weeks in this hotel and found it a completely positive experience.  Highlights were the ocean view room, excellent breakfast buffet, friendly and helpful staff, the top floor bar and room quality.  If I return to Colombo I would love to return to this hotel.",
kausic,Guest Experience,"Good Ambiance, value for money. Nice Sea view.   Business meeting at the lobby was also good.   Quick response from the front desk. Staff were quite helpful and courteous. Rooms were quite clean and well maintained.",
Mohamed Shahud,Wonderful stay in Colombo,"OZO colombo offered us such a wonderful hospitality during our stay. The environment, view, food, room, cleanliness, coziness.. the list goes on. Enjoyed everything about this hotel. The staffs were friendly and very kind(especially Kuhanjith and Mandeepa). Everyone offered the best service with an open heart. Once again, thank you for the excellent stay!",Date of stay: October 2019
Sinthu,Very comfortable,"This hotel surprised me! The rooms were very comfortable with very big beds which gave us a good night sleep. The bathrooms were large and airy. The food was good and the general feel of this hotel was good. Location was great!  Two negatives I would like to comment on is the luggage porter service and the cash payment for room service.  Between two of us we had 5 luggage’s but like other hotels they didn’t have a luggage porter where they will bring the luggage’s up in check in or bring down for check out, so that was a disadvantage. Me and my sister struggled a lot to take it up and bring it down so maybe a wheely luggage carrier and a dedicated porter would be very helpful. Whilst ordering room service we had to pay there and then and we couldn’t just sign the bill and settle",Date of stay: October 2019
shihanlegend,,,
Shazlock99,,,
The Travelling Bell,,,
Adriana,View,"Good rooms, super view of the sea and affordable rates , staff is always willing to go out of the way to help , but a bit noisy since the train noise could be heard inside the room. Be cautious of the tuk tuk drivers who always tries to take you on expensive journeys.",Date of stay: September 2019
stewartmiles,Layover in colombo,One night layover in colombo. Very clean and comfortable. Quiet. Had a good nights sleep which is what we needed after 10 days travelling Sri Lanka. Great dinner at the roof top Resteraunt with a great view of the nightlights of colombo,
Mike and Jenni Keith,One nighter perfect,Great stay for one night at the end of our family Sri Lankan trip. Simple clean rooms with great view and good food both on rooftop and for breakfast. Bathroom facilities were wonderful too. Staff were helpful but not overbearing.,
jackiejoy2019,Wonderful Hotel,"Beautiful modern hotel with wonderful views of the city, rail line and ocean.  Hotel is located in central position, however it is a bit of a walk to centre of town and shops.  There are cafes and a supermarket in walking distance.  The rooms were lovely, clean and the shower amazing compared to other hotels we stayed in.  Pool and bistro on roof top was great and the buffet breakfast on level 1 was excellent.  We definitely recommend this hotel.",
laurahH5969EK,Honeymoon stayed one night,Nice hotel but don't feel that we got to experience it properly as we arrived late and only stayed one night.  We asked for the possibility of an upgrade as it was the first night of our honeymoon but the receptionist merely laughed at us so we took that as a no. Bit rude but we knew we were being cheeky!,Date of stay: September 2019
HopefulTraveler99,Nice hotel,Small air con gym with great view. Reasonable rooms. No fridge in the room - annoying as I had bought fresh milk for my tea. Events on one floor - looked well organised by Maduranga the events coordinator.,Date of stay: September 2019
Joffaboy_66,Lovely Hotel,"Staye three nights late in August.  Booked into a 12th floor suite with a wonderful view of the Indian Ocean.  Suite was really spacious and luxurious.  The Infinity pool and bar on the top floor really is excellent and a great view of Colombo.  Relatively close to the heart of Colombo, a 400 rupee tuk tuk trip to Galle Face and other part of Colombo.  Service was excellent from front desk to Amenities who fixed our TV with a minimium of fuss and quickly",Date of stay: August 2019
PrabsterC,Very good hotel with friendly staff and in good location!!,"Our stay in OZO was amazing. The staff were friendly, helpful and greeted us every day. Our room was clean and tidy and was maintained well every day. The staff at breakfast were so helpful and catered for our needs.",
Xxxxx123,,,
ryankerrie,Lovely place and great value,"I have stayed here on several trips to Colombo. The hotel is immaculately clean and very quiet which is just what you need after a long flight. As the hour is very late when I arrive in Colombo, I book the car service to collect me from the airport to take me to the hotel, ensuring a fast and seamless arrival. The beds are very comfortable,  there are blockout curtains and quiet air conditioning..... exactly what you need to recover from a trip. The buffet breakfast is excellent with a very wide range of breakfast foods an offer. The rooftop is lovely and comfortable seating poolside for a drink, snack or meal. The staff cater to all requests in a professional manner. The Ozo has everything you need ... I will return again and again :)",Date of stay: August 2019
adeelahmad1,Good value for money,"The facility is excellent regarding:  - Cleanliness - Accuracy & Service - Up to date services and technology. - Great Views  Only thing is the in room dining menu is very expensive. Specially drinks. Plus if you arrive late at the hotel i.e after 11pm, your only option is the in room dining since nearby marts etc are closed after 11 and most ubereats options dont deliver after 11 as well.",
Palmier-family,Nice hotel for the end of a nice stay in Sri Lanka,Nice view from the top and the swimming pool. The hotel is quite new with good quality of Equipment and the restaurants offer a large choice of food specially for the breakfast. The room is a little bit too small for three beds,
Ash F,,,
Kevin K,Enjoyed but the location is a bit off the beaten track.,Friendly service where everyone was very helpful at the front desk.  Had called before I arrived and everything was made very easy for me.   Breakfast was was extremely nice.    Would recommend for anyone on a business trip.,Date of stay: August 2019
unais9191,Best hotel in Colombo,"Location was excellent, room view and services offered are excellent, would recommend to you all who are visiting Colombo for either holiday or business trip. Probably the best view you can get from colombo, both the Indian ocean and the city.",
Kiran005,Business trip,"Great rooms, value of money, great staff, Location is great, easily accessible to major happening parts of the city. All sea facing rooms are stunning with noise cancellation windows, Recommend to take rooms on higher floor, they are really good with magnificent view.",
Kevin Y,,,
PRADIPTA G,NICE HOTEL IN COLOMBO,A very nice hotel. Beautiful location in Colombo.  A great advantage of an awesome view of Colombo city & ocean view from rooftop.Good room & value for money. Great Service from front desk as well as rooftop restaurant. Highly recommended.,
AviMF,Amazing view,Lovely place to chill out and chat with friends. Especially the rooftop. There's an amazing view of Colombo especially it's location by the sea is super. Easily accessible from Marine Drive.  A little pricey.,Date of stay: July 2019
883rakeshs,Good view and nice neat and clean,It is v nice na should hotel to stay with. Even breakfast is also good and I should recommend this hotel. This is my third stay. It is value for money. Room comforts and view is v nice. Though now they have less staff but hotel was clean,Date of stay: August 2019
AS0192,Expensive,This Hotel is in a good Location. Famous and comfortable. But the rates are too expensive. I checked the availability online on way to book Hotel. Thought the direct rates would be more attractive. At the check-in counter i was surprised that the direct rates were more expensive than online. I booked the place through booking.com being at counter and got better rate. Rooms are comfortable. Clean and well maintained but service is poor. I ordered in villa breakfast and food was brought to My room quickly but not complete. I got tea but no cups to pour it.. no sugar to mix. Just throwing the breakfast and getting away is not worth charging for service. Beautiful multi story building with quality Rooms. But service is lacking   I stayed here in 2016,Date of stay: September 2018
Sydartha,,,
Mark Adrian Downie,Food not very good,Stayed for one night. The room was good and no complaints as far as the room goes. The food however was below average and very disappointing after staying at other hotels. Was also charged 600 Rupies for water at dinner which after the poor meal left a bitter taste in my mouth.,Date of stay: July 2019
Vinooshan,On 14!,"What a great way to celebrate the busy Saturday here! Any1 who wants happy hour and at any give time???? On14 at OZO is the place! Had “Rum Bowl” and got another one absolutely freeeeee! On top of all that the price is very reasonable too!   On important thing, amazing view guaranteed 👍🏾",Date of stay: July 2019
Niroshani R,Violent Indian Ocean,On the way to down south my kids wanted to visit top floor of ozo hotel it was really calm and memorable but we couldn’t stay longer there virgin passion mojito is amazing friendly staff .my kids are supposed to jump to the pool on our next visit,Date of stay: July 2019
Alsaba R,The perfect sunsets in Colombo,"It was a secret staycation for my husband's birthday. He loved the room, the views, the pool, the food and specially the sunset from the terrace restaurant. It was our first time at Ozo property but I am sure  we will keep coming back. Cheers!",
mcartura,Good solution for business men/women,"Good value for money, especially for people in Colombo for work. Proximity to the City, cleanness, good essential services and courtey the best assets. With the hope that the normalization of the situation in Sri Lanka will bring more tourists as it is well deserved.",
Sundaram A,Very pathetic service,"Rooms were not ready when we checked in took about 15-20 minutes, power tripped in the night and again disturbed our stay and morning breakfast took ages to serve a dosa and hopper. Overall a disastrous stay.",
Sonia,loved their roof top restaurant,"Food, staff, service and the location was really awesome. The view from the room was spectacular, beach and the rail tracks and everything. specially staff was super friendly. we stayed our first night in sri lanka.",Date of stay: July 2019
Rebecca Morse,Loved the Infinity Pool,Our family of two adults and three children spent our first night in Sri Lanka here and it was a great start to our holiday. There was tight security on arrival which was comforting. We enjoyed the buffet breakfast and a decent coffee. The highlight was the infinity pool which had incredible views of the sea and city and we had trouble dragging the kids out of it when it was time to check out!,Date of stay: July 2019
Jack Maddigan,,,
NorthStar13019617016,Best Outing,"The rooms was excellent and clean , liked the Ocean view from the room and the staff was very friendly and helpful. Even the food was good and tasty . Little suggestion is to have like string hoppers for breakfast instead of steamed rice.",
Alosh04,Great,Exceptional ocean view and rooftop loungeis breathtaking.  Great breakfast and a welcoming crew especially with kids :). TV channels options are very comprehensive and diverse. Special thanks to Champi.,Date of stay: July 2019
swarnalathap,"Safe, Comfortable, Quiet and Relaxing","My son and I stayed ten days at Ozo Colombo. All staff at Ozo were very pleasant and very professional.We were very pleased with the services provided by the various Ozo staff from the moment we arrived at the hotel in the early hours of June 28th. The security at the entrance to the hotel did not inconvenience us at all.  In fact, we felt totally safe staying at Ozo. We enjoyed our breakfasts  and drinks peacefully at their splendid Roof Top area (in view of the recent horrible incidents that happened in a few tourist hotels in Sri Lanka).  As well as the panoramic views from the roof top, we also had a great relaxing view of the sea from our room. Our room and the other areas of the hotel were just as  the images posted on their website.   Our room was spacious, nice and",Date of stay: July 2019
Weary Traveller,,,
SujitShodangi,Best experience in Colombo,The Journey to Colombo started unexpectedly. But Hotel Ozo was the right choice. One of the best hospitality i can ever have. The best staff i can assure. Keep it up. You feel special.  Amazing experience on roof top bar.   Looking forward to my next trip.,
skvinod,Mid Sized Gem in Colombo,"I stayed in this property for three nights in the third week of June 2019.   I had requested a cab to pick me up from the airport since I was landing late evening from Bangalore. The flight was about 30 mins early and the Immigration and baggage was a breeze so I was wondering if the cab would be there. And it was there!! Thilan was waiting as I emerged from the terminal. Safe and friendly driver who used to play Volley ball for the country and speaks a variety of languages including Korean!! I was a bit low due to a the onset of a cold, and Thilan gets me medicines in the middle of the night. Great first impression created by employees like Thilan!!  Check in was a breeze and I got the ocean facing room I had requested for on the 9th floor. The room is just about right sized,",Date of stay: June 2019
tpbaker,,,
Harisudhan,,,
Excursion35013087593,Beautiful rooms and nice wellcome .,Specialy Thanks miss madushi at the frount desk who wellcome  us in a good manner and also on our check out..also the doorman who was there on 5th of june evening and all the staff..nice beautiful rooms nice viwe..thank you so much ozo..,
Cruiser39208153903,Comments,"Nice place, staff are welcomed and pleasing, good rooms, excellent location, amazing view from the roof top, good food.I would like more if had an iron and a hair dryer at the room as a courtesy. The scale at fitness room wasn’t working well.",
wickramasinghe,Event took place,Firstly I never take time to right a review but thought of doing it as its Best place to have a party an nice view. According to all our requests team has done good job even for our last minute changes they have accommodated.  Special thanks to Aparna and the team Mayira.  We enjoyed alot.,Date of stay: June 2019
Scenic52570358276,Value for Money,"Beautiful Location with lots of Restaurants, PUBS and SPA are easily accessible. Local transport is available easily.  View from Pool Bar amazing with Sunset. Very well maintained infinity pool. Rooms with open sea view are beautiful.",
Quest65205887645,Friendly staff,"The Ozo was a clean, comfortable hotel with good facilities. The staff were professional, competent friendly, and spoke good English. They also had excellent security at the front entrance to the hotel.",
Relax59536283102,Worth for the Month paid,"Due to Low occupancy , options are limited but Overall experience was awesome. Rooms were very neat and clean. Location is too good and staff were friendly. Very limited TV channels available in the rooms",
Magiske M,Nice hotel with great rooftop pool,"Great food for breakfast and in rooftop bar. Very clean rooms and common areas. We stayed there during the Colombo bombing in easter, and the staff (with police) made us feel very safe in a terrible time for Colombo",Date of stay: April 2019
YaDREAMgyal,The worst service in Sri lanka,I stayed in many hotels across Sri Lanka during my 3 weeks trip and this is not only the worst hotel I experienced in the beautiful country but also the worst service I have ever received from a hotel. The staff are unbelievably rude! After our first experience of there terrible service at the pool bar we requested it be looked into via the customer service form online. Later the same evening we return from dinner to the man out the front desk shouting in our faces about a complaint we had made. It was so shocking as I have never known anyone working in hospitality to speak to a paying customer the way this guy did. Over all the beds is comfy but the hotel is nothing special and the people running it clearly don’t have enough experience in customer service or even just being a,Date of stay: March 2019
Stay95868,"Nice view, friendly staff, and good buffet breakfast","I wanted to get away from home with my wife and enjoy and have date.  OZO seaview rooms indeed gives a good as it advertise.  The check in was efficient and the staff was very friendly that set the tone by all the staff who were there. The room was clean and the toilet was large a modern.  The bed was comfortable  The restaurant at the top  floor and infinity pool gives you the birdeye view of Colombo nice.  The food was good and having beer, relax and feel the breeze.  The breakfast buffet was great, I was full.  I can recommend the hotel.",Date of stay: February 2019
Sheri I,saved my vacation,"I came to OZO after the air conditioning broke in the previous place we stayed with family. My son was sick and I found I was pregnant five days before we came to Sri Lanka. It was hard to find food my son and I could eat without being stuck in the heat and awful traffic. We came and paid about $80 a night USD with breakfast included. I slept so good the first night, very comfortable beds and super clean bathrooms. Hot shower was great. We went to get breakfast and the food and service as great. My son who was sick was picky and they brung so many different options for him to eat. They were so attentive to their guests and were so nice. The bacon was some of the beat bacon I have had outside of the US. The breads and paninis and juice and fruit were all fresh and delicious. They",Date of stay: May 2019
