"user","review_title","review","date"
"Rifna B","Sheesha Bar","Having a Sheesha session on a weekend is a mandatory especially when we have a long week and when it comes to sheesha we never forget to step in to Breeze  bar at Cinnamon Grand, there are many reason why we choose to hangout here, especially the hospitality my husband and myself we’ve a special flavor in which is double apple & mint and the waitor who’s here at the Breeze bar Mr. Priyadharshan who is a great person who carry out a great skill of hospitality he brings out a great personality of treating towards what clients truly in need and for clients like us we really need that without any disappointments and we also love all mocktail which they serve in here we would love to visit again","Date of stay: March 2020"
"wazmi s",,,
"advocate_ashishgupta","Could have been better","Though we stayed in this hotel just for a night before heading to Bentota but I feel there is a scope for improvement in this hotel if it is a five star property. Location is very good so is staff. Spread in Breakfast buffet is also very good. There are nice five star hotels nearby. There is a nice mall adjacent to the hotel. Good area to walk in evening. Room is one area where there is a scope of improvement. We stayed in Deluxe category and I feel they should renovate the same. The moment you enter in the lobby you will feel that carpet is run down. Lights in room is dull. In bathroom they should have jet and also bathroom needs renovation. Please provide mosquitoes repellent in room.  We ordered in room dining and food was very good and quite reasonable. When we entered the","Date of stay: March 2020"
"Joel O","Coffee stop","Dilshan thank you for your super service and love , we always come because the great care and hospitality , keep up the great work at coffee stop . Thanks a lot . We will always come back . The coffee is great and taste better with good company","Date of stay: March 2020"
"nandan s",,,
"Ravindrakumar D",,,
"Riqab R","Coffee Stop - Snacks","Very nice environment to catch up with your friends. Amazing food and service from the staff at Coffee stop and Cinnamon Grand. I would recommend this place for some coffee and snacks for foreigners visiting Sri Lanka as well  Mr. Mangala, a polite gentleman, was very nice and served us with very high standards.","Date of stay: March 2020"
"Eesa w","Coffee stop afternoon coffee","Become a frequent go-to place to relax and have a good cup of coffee, that’s really worth the price compared to a lot of other places offering the same amenities. Really recommend it. Great ambience and really friendly service.","Date of stay: March 2020"
"Sudharshini N","Coffee stop","We are having some really good dessert. Loved the Black Forest trifle. Coffee stop has added lots of new desserts to their selection. The service was perfect. Very happy with the service. Thanks to the manager Mangala who ensured we were fine and comfortable time to time. Good job team. Keep it up.","Date of stay: March 2020"
"Jack Hanson","The Courtyard - Attention with a Smile!","Recently, I spent a few days in Colombo, Sri Lanka, on my way to Singapore. Our agent set up our first meeting, for breakfast at the Cinnamon Grand Hotel (Courtyard)! What a treat, it turned out to be!  Subsequently… we had all 4 meetings at the Courtyard.  Yes… any hotel can provide delicious food, laid out in an appealing arrangement.  But, motivating the staff to go beyond is not an easy task. It takes a special effort, and a commitment.  Everyone was so attentive ensuring each customer’s need; it is difficult to single out one person. Even the folk in the kitchen were always with a smile, and a nod of acknowledgment.  But I would certainly be remiss if I did not mention a couple of the managers who were present: 1.	Like a General, Udaya was keeping an eye on everything; he","Date of stay: February 2020"
"Tatum D",,,
"Ishan Ariyaratne","Lunch at Lagoon","We had lunch at Lagoon restaurant. The atmosphere was relaxing, the food was delicious and the service was excellent. Special thanks to Channa for exceptional service We plan on definitely coming back.","Date of stay: March 2020"
"Devina_thapliyal21","Authentic srilanka","Food was great. The team was very hospitable but a little pushy in ensuring that we write feedback. The authentic srilanka restaurant was great and clean and nice hot food .the weather was lovely and great","Date of stay: March 2020"
"Panchali R","Chuteny","The food was fabulous as usual . The ambiance was so pleasng. The staff was so friendly. We were taken care of by Santhuja and Gayan. They did a great job. For sure this place will be visited again and again","Date of stay: March 2020"
"Rifas M",,,
"Vt R","Cheers pub","Cinnamon grand has always been so welcoming. The best place to hangout in! Specially Cheers pub is the best bar in town. Staffs are very friendly and helpful! The manager and the bartender exactly knows what we are in need for! I’ve been visiting the pub at least once a week! Best recommended pub in town! Cheers to all the staff and the manager of Cheers pub!","Date of stay: March 2020"
"Chamara s","Breeze bar","Got some food cocktails and the food was pretty good too, the atmosphere is also very chill and relaxing. Malith was very helpful and got us the best options in the menu. Definitely worth the price and would come here again l.””.","Date of stay: March 2020"
"madushan m","Nugagama dinner","The best authentic sri lankan food for real cravers. And Dhananjaya has the most humble service with the most beautiful smile on his face.  Thank you Nugagama  Thank you people Mr. Ruwan, supervisor Vasalage, and the other crew members.","Date of stay: March 2020"
"Amanda R","Shisha bar","Priyadarshana was so great! Very helpful and a good host. We got the blueberry mint sheesha on recommendation and it was delicious, we definitely recommend this place to anyone visiting Cinnamon hotel!","Date of stay: March 2020"
"Thisura G","Amazing experience at the lagoon pond table","We really enjoyed the ambience and the service provided by the staff  We were served by Mr Ishara who was very friendly and helpful and captain in charge was Mr Chamal  Thank you you arranging this beautiful place for us to celebrate our anniversary and we highly recommend this place  For those of you who’re looking for a romantic place.","Date of stay: March 2020"
"prasanna b","Nuga gama dinner","Super service & frendly staff excellent welcome Boss Ruwan and his staff tasty foods 1ST TIME for dinner we will come again definitely we are reall really enjoyed   Ruwan Dananjaya Kismal Nisal Wasalage   & music band","Date of stay: March 2020"
"D_Senevi","Tea Lounge","Suren and Madushanka provided us with excellent service during our short stay at the lounge. It was great atmosphere, music and overall friendly staff that gave us everything we asked for. Thank you Cinnamon Tea Lounge Staff! See you again soon!","Date of stay: March 2020"
"tuan s",,,
"Prashi","Coffee stop!","Easily Our Favorite coffee spot in town!!! It’s a Great place to relax and catch up. Good food, Amazing coffee (so good it’s addictive) and extremely friendly staff. Superb atmosphere. The double shot mocha is our absolute favorite","Date of stay: March 2020"
"Dharshana F","Excellent service!","My daughter's wedding celebration took place recently at the Cinnamon Grand Hotel in Colombo. I live in a foreign country and thought of publishing a review about the function as the staff was able to 'WOW ' us with their extraordinary service.  Firstly organizing such an  event is cumbersome through telephone and email. But from the very beginning of communicating with the relevant staff of the hotel we felt very comfortable and everything was done according to plan. I would say the staff went ' above and beyond ' to attend even the minor details of the function. The food was simply the best and our guests from Sri Lanka and the overseas thoroughly enjoyed the sumptuous buffet. Thank you Cinnamon Grand Hotel for a job well done. Special mention of banquets operations supervisor","Date of stay: December 2019"
"Anne K","Friendly service and great hotel","My family and I stayed at the hotel in February 2020. The service was wonderful and everyone was attentive to our needs. The hotel is in a great location and offers lots of amenities. Hotel is also kept very clean. One thing that bothered me however is we had a late dinner and sat in the lobby after midnight one day. When I asked for water, we were told to go to our room. This was not nice and I thought that was rude, as if we were kids staying past our bedtime. Overall, great people and service.","Date of stay: February 2020"
"Shenali W","Dinner at Nuddles","Spent a great evening at Nuddles restaurant in cinnamon grand with my family. Really enjoyed the meals and no comments to describe how yammy the food was. I really enjoyed the soup. Staff was very friendly and the service is excellent. I wish u all good luck and keep up the good work. Thank you. :)","Date of stay: March 2020"
"Joanne S","Shisha bar","Priyadarshana has excellent knowledge about the range of drink / foods at the Shisha Bar.  He has a positive and enthusiastic manner .... excellent customer service manner. He is a true asset to Shisha bar.  Thank you 😄","Date of stay: March 2020"
"Erandie S","Evening out with friends","This is by far one of the best places for seafood without a doubt. Being our first time we tried The Lagoon we were not sure what to order. Channa was very helpful in making sure we made the right choices and combinations. The modha with Thai curry was a wonderful mixture of taste. The Chillie garlic prawns were up point and these made a good combination with the steamed rice. The tamarind cuttle fish was a bit too sour for our taste but managed to blend in. I have always felt that Cinnamon grand is high in the list when it comes to hospitality. And they never fail to keep these standards high. Damith and Sachith made sure that they upheld these standards. I will highly recommend this place for family and friends to have a slow dinner and a long talk.","Date of stay: March 2020"
"nishani a","High Tea at Tea Lounge","Service was excellent. Food was amazing. And it was an extremely friendly environment. Keep up the great service. The pianist was very good. Very friendly service by Nishini and Summuka. The prawn stuff and the love cake was amazing.","Date of stay: March 2020"
"Ven","Dinner at the Lagoon","I have been visiting Sri Lanka once a year for the last 5 years and without fail I visit the Lagoon multiple times on my visit. The waiters are so friendly and the food is spectacular and very fresh. They have always treated me and my family so well. The service is excellent. If you do visit the restaurant, ask for a waiter called Channa. So knowledgeable and kind. The restaurant and the environment around is very clear. Would definitely recommend","Date of stay: March 2020"
"Ebba L","Excellent room service!","We stayed at Cinnamon Grand for more then 10 days during our recent stay in Sri Lanka - family holiday/business. Got a free complementart upgrade to the new wing with sea view which was great and we enjoyed the room was light and in a more modern business design style.  During our stay we enjoyed both swimming pools (the one close to the chinese restaurant the most kids friendly one) and most resturants (the Lagoon and Echo the best ones).   The staff at reception area was helpful at all times but the best was the room service staff! The cleaning in our room was great (our small kids kept messing up the room every single day), the in dining service and laundry service were quick and in good quality (lots of choices for in room dining) and the staff were super friendly to our","Date of stay: March 2020"
"Nilruk S","Tea lounge","We had a lovely time after work at the tea lounge. The French martini was excellent. Madushanka was attentive and the service overall was great! He even tried to organise some mutton rolls from coffee stop.","Date of stay: March 2020"
"T&Z",,,
"hashani k","Breakfast birthday","It was my good friend’s birthday treat at Courtyard Cinnamon Grand, we were a group of 15 ladies. The breakfast buffet was actual a treat as the spread was awesome and most of all the service extended to us by the staff was fantastic. Specially Stuart  Anuradha was extremely attentive and friendly. I must commend the chef at Courtyard for the extra jaggery and milk hoppers served to our table and the king coconut glasses were very refreshing, it was certainly a memorable morning specially since it was my beautiful friend Shama’s birthday. Keep up the good service and I wish the team at Courtyard the very best","Date of stay: March 2020"
"Kelvin K","Nugama Dinner","Great dinner with good service from Dhaanjay and Nisa. Really bring local food to the visitors without travelling to the rural.  They also play traditional music with you enjoy your dinner. Every monday they will have a dance performance too","Date of stay: March 2020"
"november269",,,
"Shiara S","Courtyard Breakfast","Excellent food with amazing service at the Courtyard Breakfast! Food was varied and fresh. We loved the hoppers and the chef cooking them was amazing - perfectly crisp and delicious every time!  The service was first class and our servers Anuradha, Lashitha, Hilmy, and Dilanka were attentive, polite and went out of their way to make us comfortable.   Highly recommend Cinnamon Grand as a comfortable hotel with excellent service. If you get a chance while in Colombo do stay or visit one of the amazing restaurants!","Date of stay: March 2020"
"piyumz","As lovely as ever","Stayed overnight at Cinnamon Grand after a family wedding, and this morning we came down for breakfast. Today was my first meal here since the events of last Easter, and Amma and I still felt the loss of Shantha, whose presence at Taprobane was always a a delightful part of our meals here up until that day.   However, his spirit truly lives on, and his mantle has been taken up by Dilanka, Hilmy, Anuradha, Lakshitha, Praneeth and the rest of the team who went above and beyond to make us comfortable and kept the tea flowing and the treats piled high on our plates all morning. Shantha must be looking down on this scene and smiling proudly. Thank you, team. Keep making him proud and making people happy the way you did today. We're definitely coming back! All the best!","Date of stay: March 2020"
"Gitanjal","Good place","Nice hotel and services, ambience is perfect! The staff is very polite and professional. Courtyard’s food is worth a mention .! Room services and choices of food is also good. Anuradha was very courteous.","Date of stay: March 2020"
"Kalani D","Great Food","I tried Yaki Udon and it was really tasty with the right amount to flavour and we enjoyed it a lot! And the service was very prompt, friendly. Went the extra mile to ensure we had a great time! Will be back for more!","Date of stay: March 2020"
"Kaushani P","Noodles Cinnamon Grand","The service was very good, & the food was very delicious. I would suggest the place to hang out with your loved ones & family.Both drinks & noodles are delicious & some nice desserts as well. Would visit again, Nirosh one of the customer server has provid exemplary service.","Date of stay: March 2020"
"Dhashma",,,
"SY C","Room service by uthayaaj","Excellent for the service, polite and quick reaction.  I did order room service, it deliver within 30mins, they also will check when will you finish to collect the dishes. Even I’m not yet finish when he come back, he will follow up and ask when will be convenient for me to come again.","Date of stay: March 2020"
"Prasad R","Tea Lounge","Best place to have a good relax time with a coffee or snack .. may everyday kind of spot .. very supportive & friendly staff..hats off to your service and quality food.. Sunday’s very busy but they somehow manage to give there best .. also live music by the pianist always make soothing.. great place 👍👍👍keep this going","Date of stay: February 2018"
"chamara H","Chutney","Excellent Service from Chutney Team. Specially GAYAN the staff has outstanding service talent..super food & nice atmosphere.As always Cinnamon is one of the best hotel chain in Sri Lanka..............Cheers/ Chamara","Date of stay: March 2020"
"nisal u","Tastiest foods in colombo","I’m a frequent visitor to cinnamon grand hotel specially cause they have the tastiest food compared to any 5 start hotel in colombo.  Highly recommend the noodles restaurant in the hotel. They have a nice selection  one of chinese foods available. Got a crab rice for my self and spicy fried noodles for others and nothing to complain abiut the food it was tasty as it could be. Staff is very friendly and quickly responds.  Overall i would give 5 out of 5 cause I’m really satisfied. 😃 ⭐️","Date of stay: March 2020"
"Rajinda Wijetunge",,,
"Sebastian M","Tea lounge","Anjana is a very good server! Recommend! Cozy place if you want to do some work or just drink a good whiskey. The staff knows very much about different whiskey and are very Nice to talk to. The piano players are also very Good.","Date of stay: March 2020"
"dilnika s","Shisha bar","Shisha and the ambience around is great. Food is top, me and my husband went on a sunday evening and went with pasta and cutlets which was really nice. And the best thing is the cocktails which they have a wide range and really good.! All in all it was a well spent relaxing afternoon. If I tell more, the pool and the shisha lounge was nice. Specially this place is soo calm and free when compared with other shiesha places around colombo.  Thanks goes to Mr. Priyadarshana who helped us alot.","Date of stay: March 2020"
"kerry668","Tea lounge","Ordered coffee at coffee stop and wanted to sit at tea lounge instead. This gentleman by the name of Anjana helped us and got us a table. Very kind and helpful and attended to us. He made sure we were well taken care of.","Date of stay: March 2020"
"SuSanti","Guest relations & housekeeping","Our rooms were serviced by Pavithra. She left the room in perfect condition, we always knew when Pavithra cleaned the room. She had a very pleasing personality and always greeted us well and provided great service. Room 520.  Samantha at guest relations was very friendly and eager to help. A real asset to your hotel.","Date of stay: February 2020"
"Tharanga R","Brunch at Courtyard","The atmosphere was quite lively and the staff was very friendly, providing any assistance needed. Special thanks to Chamath for excellent service throughout the experience here. The food was excellent as well, with a wide variety of cuisines offered. Overall a very good experience and would definitely visit again and recommend.","Date of stay: March 2020"
"Nishaz R",,,
"hashir_ma","Courtyard Sunday Brunch","Very good food... Has a very large range for food from salads to sea foods for starters.... And for the mains there was all sorts of range from Western to indians. And for deserts they had a equally good variety.... Also staff was kind and helpful special thanks to Anuradha","Date of stay: March 2020"
"ReYa","Nugagama Lunch","Excellent service and excellent food, we will definitely come back to this restaurant. Food lovers prepare to enjoy good SriLankan food and reasonable prices  Excellent service by Mr Ruwan Nilmini dhananjaya Wasalga kirsmal 😊😊😊😊😊😊😊😊","Date of stay: March 2020"
"Saquib A",,,
"pavithrah n","60th birthday for mom.","Was here for my mother’s 60th birthday. Food was extremenly good and the staffs were very friendly. Special mention to our waiter Ranil who did a great job. Will be here back for sure. Thank you so much.","Date of stay: February 2020"
"Movinya A","Birthday Dinner at The Lagoon","We had a great time dining at The Lagoon. We ordered a couple dishes with fish, octopus, shrimp and calamari and they were all excellent. The staff members were more than willing to accommodate all our special requests. Special thanks to our server Sanjeewa for making us all feel very welcome.","Date of stay: February 2020"
"Sega N",,,
"Raj S","Courtyard Breakfast","The buffet breakfast service at the Cinnamon Grand Courtyard restaurant was excellent. Anuradha & his manager Mr Dilanka provided exceptional service, very attentive, and always wanting to please. Very good customer service, very helpful. Enjoyed the stay at the Cinnamon Grand","Date of stay: February 2020"
"Dta","Coffee stop","Nice place to relax with friends🙈delicious food 🤤 friendly staff . Peaceful place to hangout friend 🍹 specially background music I really like it . I would like to visit again and again . 👍🏻👍🏻👍🏻","Date of stay: February 2020"
"Kavindi P",,,
"Yasanga N","Coffee stop","The staff was really friendly and helpful. And the food was really delicious. And peaceful place to hangout. And a calm place too. Nice music around there. And lastly a lovely place to visit during your free time.","Date of stay: February 2020"
"Sandra F",,,
"Umasa F","High tea at tea lounge","Really glad and satisfied with the service at Cinnamon Grand high tea and really enjoyed the weekend. Food are delicious and with surrounding piano playing we over joyed. Tea area has been well arranged and staff is very welcoming and friendly.  Suggesting every for a visit for a change.","Date of stay: February 2020"
"Dilki P","Lunch at nuga gama","So my Maldivian friends and I went to have lunch at nuga gama as they were craving for Sri Lankan food..  I must say the food was amazing and impressed all of us.  All the staff members esp. nilmini and dhanajaya were very helpful.  Thank you.","Date of stay: February 2020"
"Mari H","Great stay at Cinnamon Grand","We had a wonderdul stay at the Cinnamon Grand. The breakfast buffet was amazing with very friendly staff. Many thanks to Udaya for making our holiday so very special. The food at the coffee stop was delicious. Enjoy the excellent cappuccinos made by Vijayaraj! We are looking forward to coming back again!","Date of stay: February 2020"
"Vydarshini R","Service and atmosphere at Tea Lounge","Love relaxing at the Tea lounge. Great service and delicious food. The staff are very friendly and the service is great. Always enjoy the experience whenever I visit with family or friends.The atmosphere makes the place feel calming and it always feels like home.","Date of stay: February 2020"
"Barra Casey","Tea Lounge","Just had an amazing stay in the Cinnamon Grand Hotel in Colombo. The staff of the hotel (like all people in Sri Lanka) were so friendly and couldn't do enough to help. Every time anything was needed they were there to help. A special mention goes to the staff in the tea lounge near the front lobby. Madushanka served me the best champagne mojito I have ever tasted. This was complemented perfectly by the lounge singers (they even played a Ronan Keating classic). A big thanks to everyone at the Cinnamon Grand - definitely a grand stay.","Date of stay: February 2020"
"Sanjaya K","Dinner at Echo Buffet","This is our second visit to Echo and the food and the sevice was excellent. Great choice at the buffet with a wide range of meats pastas and pizzas to chose from. The variety of beverages is also quite impressive. Highly recommended.","Date of stay: February 2020"
"Yeshan J","Shisha bar","Had a good time with friends. The guys enjoyed the shisha (serviced by Chandika). There were first timers as well. Great flavours to try out. They recommend Apple Mint. Visit and check it out. Service was great.","Date of stay: February 2020"
"Suhane U","Irish coffee","5 star experience. Music, atmosphere, ambience was very good. Food and coffee was delicious , especially the way the Irish Coffee was made. Sammuka's service was great and very professional. Keep it up!","Date of stay: February 2020"
"Thilini Lakshik... V","Dinner @ Noodles","Visited as a guest in the Noodles restaurant for dinner just today. The food was absolutely wonderful, from preparation to presentation, very pleasing.Reception and all service staff were very helpful and cordial.Ordered foods were delicious and the service wasexcellent.Had a good experience.The Noodles restaurant was exceptional along with the hosts and servers.Thanku you very much.","Date of stay: February 2020"
"Prabu V","There was excellent hosting from Mr. Prabu / Ishan","The hotel was good. Ambience was really good.The breakfast was excellent. When you order for food at room, then came these gentlemen (Prabu and Ishan) who was supportive to get all the right food to eat up to your taste... Thanks","Date of stay: February 2020"
"Chathura H","Dinner @ noodles","We have ordered Salt & pepper calamari.Order came within 20 mins & it was very delicious. Staff is very friendly and excellent service.We have enjoyed well.Hope to come again soon & try another menu with excellent service.","Date of stay: February 2020"
"Jithendra A","Tea Lounge","My favourite place for music. I like the atrium lobby. Staff is always nice and well served. Cheers for the Hotel.Food Menu latest is very good.Tea Lounge is my favourite place to drink while staring at atrium   From Jithendra Antonio","Date of stay: February 2020"
"Axel H",,,
"Frank H","Tea lounge","Enjoyed excellent choice of teas - and excellent advice by Anjana who ,after a lot of tea tasting even in the tea  factories ,could produce the best cup we tasted so far in Sri Lanka.Anjana comes from Ella and therefor knows Sri Lanka  tea from childhood.Friendly and quick service.","Date of stay: February 2020"
"Complete happin... M","Review","Pleased with the overall experience at Cinnamon grand. Thumps up to Musanif who made my stay enjoyable and without forgetting the exec lounge!! Danushka at the exec lounge was very attentive to my needs daily and helped my breakfast be a pleasant morning every day!  Thank you Danushka Shirath and hope to be in your premises again","Date of stay: February 2020"
"Shehani R",,,
"Fiona B",,,
"Prem K","A very nice Hotel","Cinnamon Grand is a very good place to stay for a Family Holiday. There are a number of restaurants offering a variety of cuisines. The Rooms and the Service is really good. We did have a great holiday.","Date of stay: February 2020"
"Sarah D","Dinner","Amazing food. The most excellent waiters. We had a lovely evening. Beautiful view, nice music, great variety of foods, reasonable prices. The staff is very friendly and attentive. Good location along the galle face road.","Date of stay: February 2020"
"ray660","Tea Lounge","I have just made my first trip to Sri Lanka and stayed at the Cinnamon Grand in Colombo. The hotel was really good and provided everything I need to make my visit as good as possible.  I spent some time in the Tea Lounge having a couple of cold beers each evening and was served by a really great guy called Madushanka.  Wonderful service, nice beer (local Lion brand) and good conversation with my new friend Madushanka.  Big thank you to everybody at Cinnamon Grand Hotel for making my stay great.. Ray Evans","Date of stay: February 2020"
"Adele D",,,
"Varun B","Shisha bar","Though this is the second time in the restaurant, a very good welcome was done by Mr Priyadarshana who was in charge of our table. The foods and the beverages were prepared then and there with freshness. Awesome ! Always recommend!","Date of stay: February 2020"
"Mattias D",,,
"Gopal G",,,
"Anp1973","Catch up with friends at the cinnamon grand cafe","We had a very pleasant evening yesterday. I particularly go to the cinnamon grand cafe to eat mutton rolls, which is very delicious.  Unfortunately the mutton rolls were not available when we went there yesterday. I have been in this situation before too, and in the past the waiter or the manager has simply informed me that there are none available and don’t know when the next batch will be prepared by the kitchen. But, yesterday, Bala who was serving us went out of his way and spoke to the kitchen and brought us the mutton rolls. This is customerservice to the finest! I wish and hope that every member of this team learns from him. Satisfying a customer by taking a small extra step will trurly touch an individual and will make us to come there often and at every possible","Date of stay: February 2020"
"R0B0y","Outstanding food at Lagoon","We always visit the Lagoon restaurant whenever we can and are never disappointed! The food is amazing and in particular, the ‘Sri Lankan curry’ option is the best I have ever tasted! Special mention should go to the chefs behind this recipe - Piyal Kumara, Sanjeewa, Chama and Priyanga! Well done lads and keep it up! We look forward to seeing you all soon!","Date of stay: August 2019"
"Upuli N","Chutneys","Had a fabulous dinner at Chutneys.Our servers were Ishan and Gayan,that made the dinner very special. Thank you very much. We will be back again soon,specially for Sambar Sadham. It was out of this world.","Date of stay: February 2020"
"Shanik1980",,,
"Kurt P",,,
