user	review_title	review	date
Michael M	Classic colonial style hotel in Sri Lanka	I have stayed in this hotel a few times and it is a memorable experience. The new wing at the back is better but more expensive. The old front wing is very stylish and quaint but a bit funky as has not been modernised.	Date of stay: September 2019
Chameekara R	Work Shop held	"We conducted a workshop at Galle Face today for government officials. The morning and afternoon tea was served with more than 6 snacks, fruit and juice. Lunch was served with both Sri Lankan and International cuisine. Venue was spacious and majestic.No other Colombo hotel had given a service like this. I can say it was excellent service and offerings from the hotel. Food and delivery of service was beyond expectations. Managers visited several times and checked the quality. Captain Nalin was remarkable."	Date of stay: March 2020
vickiand	Grandiose	A one night stay before flight home. Upgraded to a suite after some confusion over booking. Lovely room and bathroom. Interesting views from room over Green and beach. An impressive dining room and authentic food.	Date of stay: February 2020
Mark C	Luxurious and iconic hotel	"We stayed a night at the Galle Face Hotel and absolutely enjoyed it. The hotel is simply stately, historical (one of the oldest hotels in Sri Lanka with a storied history) and luxurious. It even has it's own museum! And I would recommend guest to visit the museum.  Location: Right at the heart of Colombo next to Galle Face Green. It doesn't really get much more convenient than that.   Accommodation: We were given a generous upgrade to a Premier Ocean View room on the third floor. The room was large, clean and very comfortable. It had all the amenities you would expect from a luxury hotel. The view of the Indian Ocean was delightful. Drinks and snacks in the mini-bar were complimentary. The only complaint we had was that the lock for the toilet didn't work very well."	Date of stay: February 2020
Belinda S	Great stay	"We stayed for two nights at the beginning of a visit to Sri Lanka and two at the end. We enjoyed a junior suite, the first being in the older part. When we checked out we requested a suite with a sea view on our return - which we received. Both rooms were large, clean and with really comfortable beds. All staff were friendly and welcoming. The hotel has a lovely old fashioned charm and a great position close to the sea. We enjoyed the flag ceremony and as we had a suite this included afternoon tea/canapes along with cocktails. There were singers performing in the evening which was a nice touch. We ate in Mambo twice which was good and once again had live entertainment."	Date of stay: February 2020
ld2018497	What amazing staff!	"Wow! Where do I start!  We had our wedding reception at The Galleface Hotel at the end of January and it was absolutely amazing! Everything was perfect in every way, thanks to the fantastic team at The Galleface Hotel.  The location was simply stunning. The Galleface Hotel had organised a fantastic cocktail reception at the Checkerboard, followed by dinner and dancing at the Jubilee Ballroom. It was an absolute dream, and we couldn’t have asked for anything more.   The team at Galleface Hotel, especially Amila Perera and Wendell Rebeira are absolute stars, and we cannot re-iterate this enough.  They went out of their way to make us happy, and accommodated every single one of our requests with smiles on their faces. Nothing was too much trouble, and they were a real dream to work"	Date of stay: January 2020
vipindodhia	Overnight stopover	"Had an overnight stopover after we landed at Colombo before continuing our Sri Lanka trip. There was some miscommunication our request for special dietary requirements between the reception and kitchen so they did not prepare anything for us. But once we explained to the chef and the kitchen staff about our request, they went out of the way to prepare special food for us for both the evening meal and the breakfast. Well done to the kitchen staff."	Date of stay: February 2020
Johnjnr19			
Goodltraveller	An extremely pleasant stay	We stayed here for two nights prior to joining a cruise ship and very much enjoyed the experience.  All the staff we met were extremely helpful from reception; concierge; the main restaurant and bar and made us feel very welcome. It seemed nothing was too much trouble and it was very much appreciated.  We used the extensive buffet  on the first night and ate a la carte on the second - both excellent.  We would not hesitate to return here.	Date of stay: January 2020
Chris2015jan	Our 18day visit to Sri Lanka	"My elderly mother & I  were visiting Sri Lanka, in Early Feb 2020. We were very impressed by the Welcome staff at the Entrance to the Hotel. Our registration & welcome to the Hotel was Handled by a young lady Receptionist  Ms Fazmeen. Who was courteous, well Spoken, & very poliet. We did see her through out our stay, & her customer Service skills were impeccable.  The Dinning room Staff was wonderful. I must Commend Mr. Karanangoda, for his attention to detail, with organizing our B'fast, for our trip to Kandy. The serving staff was very attentive during all meals. Also I need to commend the services of Jarnaka ( Laundry Staff ) , who always was very prompt, & very attentive to my moms & My requests, with our lundery Items. It was a very Pleasant Stay at the Galle Face Hotel. We"	Date of stay: February 2020
graham s	Afternoon tea wonderful	"Stopped off here for afternoon tea a very nice hotel nothing was to much of a problem sandwich, spring rolls and cake a very nice spread only had about just over an hour here on our tour but I would want to came back here to stay as the feel of this hotel and staff where very welcoming."	Date of stay: January 2020
krag65			
Kumudesh	Great experience!	The hotel is really great and nice. Very supportive staff. Food was great. Worth every penny you spend. Had our wedding there. Got a suite to spend the night and really nice ambience. Hotel heritage is more than 100 years old. Appreciate how they are maintaining the grandeur of that place.	Date of stay: February 2020
Sou	Excellent experience	"I organised a conference trip for 12 people over 1 week. The logistics were arranged with the highest level of professionalism and efficiency. I was very happy with the service at the hotel, specifically with the service of Dhanuka Samaraweera, the Lobby Manager, who went above and beyond to accommodate us and to ensure that all of our needs were swiftly and efficiently met. What could have been a logistical nightmare was instead a very pleasant experience, with hardly any issues along the way. I will definitely revisit, and look forward to seeing Dhanuka and the rest of the team again soon."	Date of stay: February 2020
Alisdair M	"Comfort, grace and tradition - hard to beat in Colombo"	"I have visited the GFH twice and will return on future trips.   For long stays, I couldn't recommend a better place.  Rooms are very comfortable and well appointed,  ocean views are fantastic.  The restaurants are good if you want to stay in and the team is faultless - Chaya and Prasad deserve a special mention.   If you go to Colombo, you have to stay there."	Date of stay: February 2020
Go Sri Lanka Tours	Modern	"The experience is cool, they provide a professional service. We stayed in the renovated rooms for 1 night and felt the highest level of luxury. Being close to the beach and the view of the beach is amazing from the hotel"	Date of stay: March 2019
Donna B	Amazing experience	"We had one night here at the end of our trip. We arrived at 2pm and had late check out the next day. We didn't leave until 9 pm and we didn't leave the hotel the whole time. It was such a special experience. The staff are amazing especially Keeth who cleaned our room and looked after us. We had never experienced anything like this hotel before and it's such a great way to wind up our 2 week trip to a beautiful country. We were lucky enough to be there on a day that they do the hotel tour which was very interesting and great to see. There is nothing i would change about our stay, we even had an ocean view but it was a standard room so just very lucky. The traditions of the checkerboard Pimms bar at 5.30 with live music and the bagpipe flag lowering ceremony at 6.15pm were really"	Date of stay: February 2020
mayank sachdeva	wonderful experience	"Great staff, Brilliant location. The pool has a great view of the ocean. Loved my stay here. The buffet spread is decent and there are plenty of restaurants with the same coveted view that gives Galle Face Hotel and edge over all other properties in the area."	Date of stay: February 2020
James Karl L	Stopover Colombo	The Galle Face Hotel is perfect for a 1-2 nights stay in Colombo. Very professionell service at the reception and in the restaurants. It's the most traditionell hotel of Sri Lanka and offers you the atmosphere to feel back in older times. The food is a mixture of local and international. From the hotel you also can start nice sightseeing trips. We will come back.	Date of stay: February 2020
leanne1812	Perfect location. Pretty character property.	If you're not looking to stay in a typical generic chain hotel but still like a good class & standard of room & facilities this hotel is perfect.  We stayed for two nights when we arrived in Sri Lanka.  Our room was upgraded and whilst it had no view and was a little dark it was very clean and had everything needed for a comfortable stay.  All the staff we encountered were friendly & helpful making sure we were enjoying our stay. Concierge were particularly helpful with our many queries.  My only criticism would be on arrival there was no one to help with our cases from the taxi. We struggled through the doors with large cases before assistance came. That wasn't a good first impression but thankfully was the only small negative.   We ate breakfast & dinner at the verandah and	Date of stay: February 2020
Mary V	Grand dame	Great place to start or finish a trip in Sri Lanka. Well located and feel like you’re a part of history. Great pool and food and friendly service - Keeth helped us with our room and was very accommodating. Would recommend having a drink at sunset at the bar.	Date of stay: February 2020
Christopher M	Well satisfied	"Excellent hotel with colonial elegance. Staff were friendly and attentive. Set in lovely location. Chefs explained and advised on food choices. The sea swimming pool was lovely, very enjoyable, and refreshing."	Date of stay: February 2020
Medicmarty	Wedding Anniversary	"We came back for our wedding anniversary as we got married here last year ! It was great to come back and stay at the galle face hotel again , As the staff knew if was our anniversary they really looked after us as well. Pool bar staff were so friendly and attentive was nice to see staff that was here last year , We were also lucky Enough to meet up with the lovely lady who planned our wedding , Nimanthi. She is a real credit to the hotel team friendly and professional. The whole stay was so relaxing and comfortable, would recommend staying here and if you thinking about getting married here , Then contact Nimanthi and her excellent team !  Will return soon , thanks again ??"	Date of stay: February 2020
Niluka P	Symposium Feb 2020	We organized a symposium at the grand ball room of the hotel. The staff has been very help full and super friendly. They managed to fulfill all our requirements even if they were last minute. The grand ballroom is ideal for an occasion like a symposium. It's big enough and tall enough so that it doesnt feel crowded and looks very spacious. Thanks Galle Face hotel.	Date of stay: February 2020
RaffaInLondon	Most appalling check-in service and staff	I don’t even know where to start. This is a 5 star hotel with substandard receptionists and check in manager. Most unfortunately the hotel took 45 minutes to find my booking claiming that I had made the wrong reservation. I had booked two rooms for two nights; and they only found one room under my son’s name. They told me to call my booking provider to sort it out or pay for the second room. Once I called the booking provider they confirmed I had pre-paid two rooms and asked to speak with the receptionist. The receptionist never apologised for the inconvenience and started getting confused with another guests booking that checked in before me. I asked to speak to the Manager and Im not sure the man I spoke to was actually the manager as he was not wearing a manager badge. I	Date of stay: February 2020
Morgan D			
Anne M			
Chris G	Colonial hotel that has kept its routes	"This is a wonderful place to stay in Colombo, right by the sea with exclusive use of the seawater large swimming pool good food and rooms that are stylish, elegant and the two rooms we had over a couple of weeks had exceptional sea views, were peaceful and with large balconies with two sun loungers two chairs and a table. My only gripe was the slow service in both the poolside/outside bar and the terrace bar."	Date of stay: February 2020
hdias	Iconic Colonial Hotel in Colombo	"We spent 4 nights at the GFH which is an iconic hotel by the sea in Colombo. There are elements of yesteryear so this is not a fully up-to-date modern hotel. It is, however, a great experience if you wish to have a taste of Colonial life in Colombo. It has a lovely sea water swimming pool and a bagpiper plays while lowering the national flag at sundown every evening.  We were allocated a garden side room on the ground floor which was very peaceful thanks to the excellent receptionist who checked us in."	Date of stay: February 2020
Critica l	A historical link with the past now with a five star rating.	"Looking back thirty years or so my wife and I still have such fond memories of the old Galle Face Hotel, with occasional leaking roofs and basic bathrooms. However, this has all changed and one has to admit that this once stately and somewhat anachronistic; dare I say, colonial style hotel now competes well with the modern and forward looking Colombo. The rooms are elegant and the suites, many with sea views are magnificent. There’s probably no better place to stay and we’ve tried them all over the years. Certainly the best location.   Keeping pace with changing times we were fortunate enough to sample the food in a ‘pop up’ restaurant which was formally known as the 1864 fine dining room. I do hope that they make this a permanent feature.  Even better, arrange to dine privately"	Date of stay: February 2020
Gill	Martin	Ostentatious and just another corporate hotel. Very little shade at outside tables and around the pool. Breakfast a little chaotic and difficult to find a waiter. Decent air conditioning in the bedroom though. Been there seen it done it	Date of stay: February 2020
cosiwalkers	Iconic location with an understated tempo of its own	"A building that has featured so much in Colombo’s history but offering modern day comforts. Wonderfully relaxed breakfasts on the terrace, an ideal locations for daytime forays into Colombo and a tranquil place to escape to. The live Cuban band at the King of Mambo bar offers a lively alternative in the evenings and the cocktails are well worth a try."	Date of stay: February 2020
dianedinky			
Sally186349	Wonderful colonialHotel  with stunning sea views	"Loved this hotel. Our room  was roomy with  beautiful Lillie flowers placed in the room, the view from the room was across the beach and sea. Food was very good quality, traditional Sri Lanka. Staff friendly. British royalty stayed here in the past and the car they used is still in the basement, would highly recommend."	Date of stay: February 2020
Seshadri2014	"Excellent location, great hotel"	"Location is perfect, very central. Most important is the beach and sea view, the best in Colombo A hotel experience is defined by the people working with it and Galle Face staff is amazing. We must thank Chaya, Siddique and Fernando for making it one of our best experiences"	Date of stay: January 2020
Bisley75			
Abhimanyu	one of the oldest hotel in Colombo	"It is one the oldest hotel in Colombo and best in class. The hotel is beautifully built, rooms are neat and clean and spacious. the has beautiful ocean facing pool and garden as well as buffet area next to ocean. the hotel has various restaurants and bars as well. one of the best hotel in Colombo."	Date of stay: April 2019
Sampath GARI			
Travelfather59			
Dani C			
Lesley L	Colonial era	Very stylish hotel and central   elegance from a bygone era a piece of history all restaurants served good reasonably priced food. Nothing too much trouble large spacious bedrooms although a bit dark not enough lighting	Date of stay: January 2020
Annie Rigby	World Class Hotel	"We love this place - exquisite food and lots of choice, great location, great staff AND a saltwater pool right next to the ocean.   Can’t wait to make our return visit.  One of the best hotels I’ve ever stayed at.   Can’t recommend it highly enough.  If you’re staying in Colombo, this is the place to stay - one of the few hotels beachside too"	Date of stay: February 2020
David O	Wonderful historical hotel but beware of the wedding season	"We stayed 3 nights in January and were upgraded to a suite with balcony. Room 3078. Wonderful room & very large terrace looking over the front lawn.  Service was very good, especially Jose, who looked after our room.  The 1st floor 1864 fine dining restaurant and spa were closed during our stay. The hotel recommended a nearby spa at Cinnamon Grand which was good.  The hotel arranged our airport transfer to the hotel which was very efficient.  The hotel offers complementary tours of the hotel twice a week by their historian - Tuesdays 10AM to 11AM & Thursdays 3PM to 4PM. We did this and can strongly recommend this as very worthwhile.  January must be the wedding season in Sri Lanka as the hotels 2 ballrooms were booked all the time with up to 4 weddings per day. That is fine &"	Date of stay: January 2020
Conrad S			
ownthisplace			
JenJenSydney	Old world charm	"Like stepping back in time! Gorgeous grand hotel, beautiful architecture. A little tired but still charming. Enjoyed the saltwater pool right on the ocean edge. Breakfast was amazing. Rooms were a decent size and well equipped with a complimentary mini bar which was appreciated. Sunset cocktails are a must and the staff were exceptional. We loved Keeth who ensured our room was clean and tidy and that we had everything we needed. The only downfall was on first arrival we were not welcomed in the way we had found we were at every other hotel in this beautiful country. We had come off a hot train trip and found our arrival unwelcoming which was disappointing. Apart from that, we enjoyed our stay and the staff were lovely. And thank you to the Stone the Crow man!!!"	Date of stay: February 2020
Confused_ExpatHanoi	Excellent historical property	"This is a truly amazing property right in the center of Colombo and an absolute must stay for anyone interested in Sri Lanka's history and being a bit spoiled.  The property is massive, carefully cared for, and very well staffed. We absolutely loved our breakfast and the FB staff could not have been kinder and more professional.  The only slip up really was the FO staff who did not check our room preferences made months in advance so getting the room sorted for our little one to take a nap was a bit of a nuisance, but otherwise we did love the room we were given.  Better yet, we highly recommend getting Long Room access as the afternoon tea and sunset cocktails were perfect.  We will most certainly be back!"	Date of stay: January 2020
Rizzo70			
Lotta	Fantastic stay	We had a fantastic stay at this hotel. Even with 2 small kids it was perfect. The rooms are extremely spacious and the service outstanding. Everyone is helpful and friendly. The interior of the hotel is beautiful and more a living room atmosphere.  Enjoy your stay	Date of stay: January 2020
2torontotraveller			
Jeet T	Exceptional	"A two week business trip for which the hotel was chosen for its location.  Very attentive staff , Chaya made sure all our needs were met from our airport pick up to ensuring transport was available to to take us to the office every morning.  We were treated like VIPs rather than stuffy business customers.  The location was amazing on the seafront and the verandah is very special -especially for all the breakfast goodies!"	Date of stay: January 2020
Atle Totland	A unique historic hotel with lots of charm	"Galle Face hotel in Colombo is one of the oldest hotels in Asia, built in 1864 during the colonial times. The hotel was gently and respectfully renovated a few years ago and has kept the charm and qualities of yesteryear.   As you enter the lobby, you may be met by the bright smile of Pawani or the ever-friendly Mohamed Siddique. You immediately know that the stay will be pleasantly memorable.   Galle Face offers a unique charm, atmosphere and traditions which other top modern and spotless luxury hotels can never provide.  Atle Totland"	Date of stay: January 2020
HannahB	Lovely Hotel but shame about the party	"We stayed at this hotel for a short time, en route to the airport from our main holiday on the south coast. The Hotel rooms and facilities are wonderful and the staff are great but ...for gods sake make sure you do not book a room that is close to the function room if they have a function on.  We were in the function with the party although in our bedroom.  Such a great shame.  Would have loved to give 5 stars but can hardly give 3.  I think the hotel needs to decide if it is a party place or a up market hotel for visitors."	Date of stay: February 2020
phc27	Colonial Style added to our two week business trip.	"The hotel is a mix of classic Colonial style mixed with modern day great service and comfort. Room was immaculately clean and well kept, the food was amazing in the variety and choice.  Breakfast sets you up for the day, endless hoppers and choices to accompany them.  Did draw the line at the 5 curries on offer at breakfast. The only caution is the service at the Mambo Bar which was the only disappointment.    Elsewhere the service throughout the hotel is always above and beyond the norm.  Looking forward to our next 2 week stay - in a weeks time."	Date of stay: January 2020
GMG	Everything is good but ...	"I agree that this favourite hotel has Grace, charm and great facilities. By the pool is a favourite place but service in this part of hotel is very patchy. You may have to walk for your drink rather than waiters coming to you. Shame because they get so much else right."	Date of stay: February 2020
Travelin' Pam	"Historic, Old-World Charm at the Waterfront"	"Following laid-back stays along the southern coast and Ella, the Galle Face Hotel was a bit of culture shock. This is a large hotel that can come off a bit stuffy at first. After we settled in, we found the hotel to have its own charm. Our guest room (#4017) was large, comfortable and well appointed. Good a/c and wifi. The huge buffet breakfast with omelet/hopper bar was excellent.   The waterfront veranda was our favorite part of the hotel. Watching the bagpiper and the lowering of the Sri Lankan flag at sunset was very special.   Least favorite aspects were the street noise and the fact that this grand old hotel is showing its age (perhaps contributing to its charm). The lack of wash cloths at a luxury hotel seemed a bit unusual.  That said, we would stay at the Galle Face"	Date of stay: February 2020
Toby LW	Two week business trip	The hotel is beautiful. The staff are very attentive. Breakfast is always delicious and the Egg Hoppers never run out. We had dinner several times and I wished we joined in the BBQ fish evening on Friday evenings... I will miss sitting by the Pool bar watching the waves crash in. Thank you Chaya for looking after so well and thank you to all the wonderful staff. I hope to return again.	Date of stay: January 2020
Gemma G			
RosieGarbett	Top class hotel with an elegant colonial welcomev	Faultless service and comfort in a one of a kind setting. Immaculate restoration of this grand colonial hotel allows a feeling of a bygone age with great plumbing! Room 2046 has great views and corner windows. Would come back in a heartbeat.	Date of stay: February 2020
Kerri M			
Mike S	"Pompous, Unhelpful Staff"	"Stayed here as part of our twelve day tour of Sri Lanka. Our room had been booked by our travel agent, who requested and paid for a sea view. On arrival, the reception staff were very unhelpful, aloof and pompous. Clearly there is a “pecking order” at this hotel - those paying the most get treated the best. Eventually, the staff agreed that our room had been allocated to another couple and no other was available. Furthermore the staff gave no information regarding facilities, options, meal times etc. Having had a drink at the bar I asked to sign for the cost which I duly did. My signature was not accepted as reception staff had failed to ask for a credit card on arrival. A truly embarrassing incident resulting in another complaint and faint apology. Needless to say our stay"	Date of stay: February 2020
IanFarnell	Serendipity	We were denied boarding at the airport at 11.30pm and had nowhere to go. We found a room at the grand old lady of Colombo. The disappointment of having to rearrange our flights to Oz soon faded as we enjoyed our time here. The hotel position on the front keeps you away from all of the construction work going on around many of the other hotels. There are several good restaurants on site from local to Cuban (with a wonderful Latin soundtrack)and afternoon tea on the veranda is a real treat with a piper at sundown. The staff as usual In Sri Lanka could not be more charming and helpful. If you want a taste of history without giving up on comfort then this could be you ideal place.By international standards this is very good value. Sorry we had to leave after three nights as they	Date of stay: February 2020
Gwenna	Beautiful hotel - great location - exciting and storied history	We were recently in Colombo for the first time and stayed at the Galle Face Hotel.  Little did we know what a treat we would receive by staying there.  The hotel is beautiful and is on the Indian Ocean.  The restaurants are varied and delicious - especially the veranda restaurant which serves delicious buffets all day.  The rooms are spacious and beautifully appointed.  Ours had a great view to the ocean as well as the boardwalk.  The service is wonderful and the staff is so friendly and nice.  I want to give a special shoutout to the staff historian: Mr. Mohamed Siddique who gave us a tour of the museum (yes they have an amazing historical museum) and the hotel.  Everything was perfect.  We look forward to returning.	Date of stay: January 2020
IRELANDSMAN	THE OLD LADY IS SHOWING HER AGE	"It has been 45 years since last in the Galle Face Hotel--then it was truly special. Now much of the charm and grandeur is quickly fading., Huge investment is required to bring it into line with modern international Hotels as Raffles has done. Some of the rooms i saw were so small and totally run down and overpriced. The staff ratio of staff to guests is going to be a big issue for the new Spanish General Manager who will arrive next week. Food is not what one gets in a 5* hotel-- a far greater effort needs to be made by the chefs.  The absence of fresh fish both at Breakfast and Dinner --this is unacceptable. Historically polite people spoke quietly in the Galle Face unlike the loudness of some Americans i witnessed on my 2 recent stays.Other guests are not interested in their"	Date of stay: January 2020
Paul F	Over priced and dated	We booked this hotel because of its reputation as being the premier hotel in Colombo but it has been disappointing. The standard rooms are a bit tired and need updating. The walls are thin and you can hear everything that goes on in neighbouring rooms. Limited sun beds available and food overpriced. We are moving to Mount Lavinia hotel.	Date of stay: January 2020
kean h	Absolutely fantastic stay - A+	"We had the most lovely stay here, cannot recommend highly enough! This comes from somebody with particularly high standards. Room was exactly how we had hoped it to be. Food was also excellent at King, we were served by Kanishka who was great. Thank you very much."	Date of stay: January 2020
madhav24			
Nofil Naqvi			
Alex	Leisure trip	"We enjoyed our brief trip to galle face. If you’re looking for accommodation with character and history, galle face overlooking the sea is the place for you. What made our trip experience extra special were the gym training sessions we  with Shane Peterson, a trainer who would be could compete with the best around the world. We were impressed with the dinner selection - nice array of Sri Lankan dishes. The staff were every friendly and let us check out late.  The only reason we cannot give this five stars is because of the loud noise from the ballroom that kept us up until midnight and then woke us up in the morning. This hotel is popular for weddings so choose your room wisely and find Shane for a workout if you can!"	Date of stay: January 2020
ninalondon2018	Incredible service and mind blowing breakfast	"This hotel has all the old world colonial charm, the architecture is beautiful and it's right on the ocean.  I booked an ocean view suite as I wanted to treat myself for my final night in Sri Lanka and it was beautiful; with balcony overlooking the sea and a four poster bath (!) and bed in the room.  Sadly at about 9pm I heard some noise from a function which was being held at the hotel. I informed reception and the Lobby Manager, Dhanuka, couldn't have done enough to assist. He was so supportive (I was travelling alone) and made me feel really well looked after, he listened to the noise and then upgraded me to one of the Royal Suites. I didn't even have to kick up a massive fuss, he just sorted it out. I didn't know service like this still existed - all the thanks in the world."	Date of stay: January 2020
Sue Stapely	lovely old fashioned hotel	"We spent two nights in the Galle Face at the start of our tour of Sri Lanka and liked it a lot, particularly as we had been allocated a large room on the 3rd floor with our own large balcony with sun loungers and table and chairs with a view of the ocean. The hotel is a classic in many ways and the rooms are not as up-to-date as some might like but we appreciated the good service, comfort of the large bed with excellent linen and choice of foods.  The only irritations were the room was too dark to read with ease and we are voracious readers, and as a grand wedding was taking place on one of the two nights we stayed, there was a limited number of eating options as the main restaurant area was taken over by the wedding party. The breakfast was excellent and we would recommend it."	Date of stay: January 2020
J S	Amazing Hotel and even better concierge	"They hotel is fantastic old colonial building on the coast. We stayed for 2 nights and when we had to leave trying to book trains or taxis was extremely confusing, however Emmanuel the concierge was a MASSIVE help. He called the train station and spoke to taxi drivers to get a great deal travelling to Kandy. Genuinely without his help we would have paid over the top and spent a lot of our precious holiday time trying to workout a plan. Also I txted him about the recipe for the kingfish curry at the hotel (which is one of the best curry I have ever had) he was so kind and got the chef to do an email with the recipe and the cooking instructions.  Really recommend this hotel and go speak to Emmanuel if you have any questions about your trip to Sri Lanka. Great addition to this"	Date of stay: January 2020
Prasanna M	Colonial Hotel in Colombo	A great Colonial era Hotel still standing depicting it's status. They got it good Seafood restaurant by the sea. You can have a Cool beer in the evening to Cool off in this warm city.  I have not stayed at this hotel but I believe the rooms are large. They got a new wing too.  Good place to visit and have some seafood.	Date of stay: March 2019
AlexSkinner	Loved it - my favourite of the trip so far	"Classic hotel with a very colonial appearance, lots of wood, a wide sprawling building with a beautiful view over the sea. A bagpiper plays Highland Cathedral as the Sri Lankan flag is brought down in the evenings in a very traditional ceremony (not sure why the bagpipes but he's a decent player). The food is hands down the best of the trip so far, a broad array of delicious Sri Lankan food. The restaurant is part outdoors part under cover with plenty of ceiling fans if needed to keep cool. Nice cocktails, friendly service. Well worth a visit."	Date of stay: January 2020
Anjula T	Beautiful hotel	This is a beautiful colonial hotel right on the beach. It is very traditional which we loved. We liked the ambience in the bar. Our room was large and the beds very comfortable.   The breakfast was delicious. Lots of choice. We would definitely stay here again	Date of stay: January 2020
Peeyush Arya	It was a great stay	The receptionist was very kind to upgrade me to a suite. The walk to the suite on the 4th floor seemed like going past a museum with old paintings and lot of history on display. The room was clean and comfortable. Enjoyed the morning by the sea shore in the hotel. Only suggestion would be to provide more international plugpoints in the room. Superb stay.	Date of stay: January 2020
CaraAdelaide	Love to stay at this wonderful hotel!	"This is our fourth visit to Sri Lanka and our third stay at the Galle Face Hotel.  We love staying here, the staff are friendly and efficient, the rooms and views are great, the pool on the edge of the Indian Ocean is very special and the food is excellent.  But it's the ambience of the place that is so lovely - first night back in the tropics and there's nothing like a beer and a cocktail overlooking the Indian Ocean with the warm breezes and the anticipation of some great curry for dinner!  Thanks to everyone at Galle Face for making our time with you so special!"	Date of stay: November 2019
Jeanette C			
Deborah F			
Irish Wanderer			
Buddingtraveller83			
