user,review_title,review,date
Jamietoribckpakrs30,Great way to start your trip,"Like any hostel it's a perfect way to start your trip and meet fellow travellers. It's located near galle beach, not too far from the airport, close to the main train station and lots of busses. The staff are very friendly and they helped us build our itinerary. The rooms are basic but we had a great nights sleep.  We didn't particularly like Colombo, very hectic, everyone stares far too much, but as a place to pass through before heading to kandy was more than sufficient.",Date of stay: May 2017
Jen Kera,perfect after a very long flight,"my sister and I we stayed one night after a long travel trip from germany to colombo in backpack lanka. late check in was no problem. there was always one on the reception.  the bathrooms were all right. clean so far. even soap in the shower. no toilett paper for some people who would like some. we asked for a room with window and we became one. we had a new a/c in our room. with a little bit weird smell. I guess from incense sticks.  the breakfast was really really tasty. a little bit spicy dip. but if you dont like spicy, just dont use the dip. they serviced an apple juice aswell. the backpack lanka was all in all a good place to stay for one or two nights. good for sleeping. nithing to hang out in.",Date of stay: March 2017
cvphonie,Great service,"I stayed in this place for one night, and the staff at the reception was verry kind and helpfull, he helped me to resolve my problem in Colombo, and the bed was clean and showers were cleann with hot watter too, you have acces to internet, also the place was close to the city, I really recomend you this place , you will love it. Metiaz from Montreal.",Date of stay: February 2017
Lindseykernan,Great staff,"I stayed for 3 nights, it was clean, there is plenty of showers and one is hot. The bed was comfy. The breakfast is delicious, traditional Sri Lankan curry. The staff were so good, they sorted out a taxi for me, helped me find a hospital, and changed the lightbulb in my room when it went immediately. It's located right in the center and I'd recommend it for a short stay in Colombo.",Date of stay: February 2017
Nicola,Not the cleanest,This place just wasn't clean. The floor in our room clearly hadn't been mopped for a while because all I did was walk around it with bare feet and the bottom of them were black a couple of minutes later. The bathrooms weren't cleaned either day we were there and were quite smelly. The staff were really nice so it's a bit of a shame the place was so dirty. I don't mind places being a bit run down when they're cheap but I just think there's no excuse for it to be dirty. The free breakfast was good if you like spicy food! The air con worked well and the wifi was ok if a little slow. The location of this place is good if you want to do a little walking tour of Colombo. I wouldn't stay here again.,Date of stay: February 2017
Laura S,Great budget accomodation,Staff were the stand out at this backpackers. They are very friendly and go out of their way to ensure your stay in Sri Lanka is excellent. There is a pool table in the lobby and some couches which gives you a place to relax as the rooms are quite small. Breakfast is included and during your stay you get to taste a number of local cuisines. I would stay here again if returning to Colombo!,Date of stay: January 2017
Dara F,Good budget rooms friendly and helpful staff!,"Small room with good quality AC. No windows，means no mosquitos! ;) Staff were very friendly and extremely helpful! (Gave us some useful tips regarding visa extensions, travel, local food, where to buy a saucepan for making hoppers...) Not a big fan of colombo but I enjoyed this place! (The one in Kandy is also a great spot!)",Date of stay: January 2017
Harry R,"comfortable, central and within budget","I recently stayed at the Backpack Lanka hostel in Colombo. The Hostel was very clean, very central and and affordable. If you book in advance by phone you receive a ten % discount and after 4 nights stay you receive a 5th for free. which works great as they also have a hostel in Kandy and Nuwara Eliya. The start are also very friendly and really helpful. My luggage was lost on arriving to Colombo and if it was for the staff in Colombo it would have been ten times worse.",Date of stay: January 2017
Deever,Just OK,"We've booked a double room after arriving from the airport. Room was not very big and had no windows, but it was relatively clean. We've found just one small insect on the bed, but it was probably something from outside. Bathrooms were a bit outdated, but reasonably clean. A/C in our room was working well, it also sprayed something against mosquitoes inside (actually a nice solution). Staff was ok, we did not try a breakfast. Location is also ok - next to supermarket and in walking distance to parks, lake and coast. Price was ok for Colombo.",Date of stay: January 2017
Brem78,Excellent place in a perfect location....,"I booked to stay here as it was close to the Thai Consulate, but even though the Consulate had moved this Hostel is still in a great spot to cruise the city for a couple of days... The owner can recommend some nice bars also...",Date of stay: July 2016
Marielle H,Ok Dorm with good location,"I arrived late, straight from the airport and was dead tired when I got there. Fell asleep immediately even though The top bunk was very unstable and noisy and the room faced the street so it was quite loud from traffic. The morning after I ate the included breakfast which was good and the staff was super friendly, helping me figuring out where to go and so on. It's a place where you get what you pay for and I will probably go back when I return to Colombo. It was clean and friendly.",Date of stay: January 2017
Hamza W,"Expensive, congested but still OK","I stayed there for 3 nights. For one night I booked a twin-bed room while was staying with a friend. For the next 2 days, I stayed in the hostel.   If we talk about good things: it's clean. You will always find it clean whether you're in lounge or going to washroom. Further, it is just the center of the Colombo (atleast for me) while Galle Face is just on the walking distance. There's a night club in-front of the hostel too if you're interested. You will find a lot of Tuk-Tuk standing outside hostel to travel (Beware of muggers as the meter is the right way to use). Nearby is a Shopping Mall which has a nice food court too..  Now come over the negative side. It's expensive. It's hell expensive. I've been to a lot of cities and stayed in hostels but paying almost $12 per night",Date of stay: February 2016
Manonnie89,Clean room and friendly staff,"We stayed at this place te first night after arrival. Found it through booking.com. Compared to other accomodations we stayed in during our trip, this one was basic but comfortable. It is a bit overpriced however, although we did have Ac and that makes a room more expensive.  A Sri Lankan breakfast was included, again basic but we liked it.  The very big plus about this hostel, are the incredibly helpfull people who work there. You feel welcome right away and they help you with everything.",Date of stay: October 2016
Ricardo N,Good for an over night stay in the city,"The hostel was ok. It was quiet when I got there but the wifi was good, the staff were friendly enough. If you're flying into Colombo and need sleep, I personally wouldn't stay unless you get a room at the back.",Date of stay: November 2016
Malaysia2332,Excellent location and friendly staff,"4 bedded women's dorm room was ok although a bit small and no window. A.c was great, We were glad they were renovating their kitchen/dining area. The Manager, Mr Brindley Wijesooriya and Asst Manager, Mr Alwis Tissa were very helpful in recovering our damaged luggage  Breakfast was a bit of a disappointment as it consisted of local paratha, some local sweets and watermelon juice. Would suggest they served some simple bread, butter/jam and fruits with tea/cofee,",Date of stay: October 2016
jewlicious,As Good as a Hostel Gets!,"We arrived past midnight but were greeted quite efficiently - which was very important as we just arrived from a long flight and all we wanted to do was rest! We booked a private room with AC which was spartan but it was clean, the bed was comfortable and the Internet was spot on! The suite we booked had shared bathrooms and showers and that's something I usually hate but these facilities were clean and that was a great comfort to me. The free breakfast was an adventure, made up of noodles and different sauces - one that was coconut based and mild and the other was red and spicy. It served as a great introduction to Sri Lankan cuisine! The location was pretty good too - our cab driver from the airport had no trouble finding it and we were minutes away from the Chabad Sri Lanka",Date of stay: October 2016
Aurelie B,Very nice low cost hostel,"Very cheap hostel for Colombo, and very good quality for price. Clean rooms with A/C, and nice Sri Lankan breakfast served. Would definitely recollect if you are traveling on budget but still look for clean rooms well equipped. Plus the hotel is very well located, in the center of Colombo, 200 rupees by tuktuk from Fort. The employees are also very helpful and welcoming.",Date of stay: September 2016
Ruben B,,,
koldowsky,Great for backpackers,"Nice and clean enough, great place if you are on a budget and need a place to crash for a night or two. Wifi was good and there are plenty of restaurants and convenience stores in the area. Helpful staff and convenient location!",Date of stay: July 2016
far001,decent,"Stayed here for 4 nights which was probably too long for staying in Colombo. The room had no windows and small pillows and the breakfast was cold curry. Other than that, it was all we needed - a bed and AC. It was well located and the staff were lovely. The wifi worked well.",Date of stay: July 2016
Jason D,"Good location, good value BUT 3rd floor very dirty","I stayed at this place 2 years ago, on 2014, the price was more expensive then. They didn´t give free breakfast (now it´s a plus). The price is good given the prices in downtown Colombo. They put me on the 3rd floor, the room was ok, matress good and room clean, but the toilet and the rest of the area were dirty, looked like nobody cleaned it for a long time.  Good A/C on the room. The reception was clean though, they have big TV and a pool and free cold/hot water all day long. Also the included breakfast is good. Nice stay there if it wasn´t for the dirtiness on the 3rd floor, which I find it more important than the rest of the good things. Maybe the 2nd and 1st floor were not that dirty?",Date of stay: June 2016
Tarisha A,,,
Deeceego,New year's eve and more,"This is the second time I stayed at Backpack lanka. Stayed in both the dorm room n the twin room as well. The staff at the hostel are super helpful. They helped ys figure out places to visit, how to get there n helped arrange accommodation as well.  We were 2 girls travelling and we definitely had a great time here. They also had a small new years gathering that turned into interesting conversations. So be sure to stay here if you visit Colombo. They are well connected to all the major sites n galle face.",Date of stay: January 2016
Amy R,"Basic, fine for a short stay","My boyfriend and I stayed in a double room for one night for $29AUD. Compared to the price of other accommodation in the area it was fine for one night. The bed and pillow was just ok, there were no windows in the room but still a couple of mosquitos. The bathrooms could do with a good clean. But the staff are friendly and the breakfast in the morning is shared and decent. If you're used to backpacker accommodation I think you'll find this place ok for a short stay. It was about a 10-15 min Tuk-Tuk ride to Colombo Fort Station for 250rupees ($2.50).",Date of stay: March 2016
Shaf,"Good Location, Friendly",It was a decent place in the city centre close to shopping malls and food places. The staff were friendly and the private room was good and basic for one night stop over. I think for  a hostel the price is slightly high but again for one night its reasonable.,Date of stay: February 2016
AZakry,Convenient location and gets the job done.,"We stayed at Backpack Lanka at the start and end of our adventure in Sri Lanka. The location was convenient and it was easy to get to the sights near the Town Hall. Tuktuks are easy to get just outside the hostel and food and groceries are easy to get along the main road (R.A. De Mel Mawatha)  The rooms themselves are decent, with proper working A/C both times we stayed there (ensuring a cool night in the hot Sri Lankan weather)  All in all, a decent place to stay if you're having a quick stop in Colombo.",Date of stay: December 2015
backpackershravan,Nice place to stay,"Friendly, accommodative staffs, and very good place to stay, location is heart of the city, rooms are clean but basic with shared bathrooms, i found it bit expensive, but it is Aircon, good place if your are young at night.",Date of stay: March 2016
KimJDarwin,"Great location, great staff, free Sri Lankan breakfast","Backpack Lanka is a really welcoming place with a great communal room. The rooms have comfortable beds but are very small, at least ours was. Unfortunately the room we had , had no windows to let fresh air in and you couldn't tell the difference between night and day.  The aircon worked well but the filters hadn't been cleaned and there was no alternative fan. We used he share bathrooms of which only one has hot water and the water pressure is quite bad. A fantastic Sri Lankan breakfast was inlcuded in the price but you can also cook your own if you prefer. They have a fridge available to keep food in.  After a couple of days I had a medical issue and needed to go to hospital at about 1am. The staff were great and helped us get a Tuk Tuk that understood what we needed. Great",Date of stay: February 2016
Noam R,"Place has potential, but needs more love!","First I must say that one of the owners, Bredie, is a great guy, very helpful, has great advice and super reliable.  The hostel itself is in good location, and staff is friendly and reliable.  I stayed in the dorms for 2 nights. The room was ok, A/C worked fine. The showers and toilets were not so great, they need fixing up.  This hostel is good, but a bit more love and care would make it even better, the place itself need a fix up to make it more comfortable, clean and quaint.",Date of stay: January 2016
Lisa D,1 night stay...,"Stayed here 1 night when we first arrived in Sri Lanka. Room was clean, but very basic- but for the price were not expecting much and didn't need much anyway. Staff are really nice, very helpful at reception and gave us a tip on where to eat and helped us call a taxi.   Few things they could maybe work on: hostel has an overwhelming smell of damp/mould. Particularly our room- this may be because of the daily torrential rain outside though. The lockers on each floor seemed to be rammed with stationary, and could therefore not be used by guests.   Think if we came to Colombo again, which is unlikely as we did not like Colombo, we might spend an extra £10/20 staying somewhere else, but it was fine for 1 night.",Date of stay: January 2016
toeslamb,"Comfy beds, Fantastic Owner and lovely vibes","Arrived at Backpack Lanka after a very long and tiresom couple of days leaving India in the floods and arrived to a warm welcome, a comfy bedroom and a pool table! The vibe is very chilled and relaxing and Brindley the owner was happy to sit with us and talk to us about funny stories and experiences and good places to eat. Met some other backpackers here. Also you can buy beers and food in the supermarket next door and bring them in to the common area and keep everything chilled in the fridge.",Date of stay: December 2015
Sjuagutt,Epic staff,Great staff. Booked wrong date and they just gave me a private room even though I booked dorm. Nice location aswell. I Will use backpack kandy after staying here to support them.   I only stayed one night so didn't get to meet anyone but there is a pool table downstairs so I guess it is easy to meet up,Date of stay: December 2015
Julez_2,Clean rooms,This hostel is very clean and very central in the city and it is good value compared to nearby hotels; some of the most expensive in Colombo. It is extremely well connected by bus 187 to Pettah/Colombo Fort and from there you can catch trains or buses anywhere in the country. The hostel staff are friendly and the wifi is fast,Date of stay: December 2015
catherine_lds,Basic hostel,"Staff was very helpful, rooms basic but OK. Water pressure for the showers and toilets could be better, as everywhere in Asia. ;-)  For one or two nights OK to stay at.  Tuck tuck ride from fort railway station is about 10 minutes, depending on the traffic and costs about 300rps.",Date of stay: December 2015
Rosanna F,false advertising and misinformation,"we came to Backpack Lanka yesterday just to find out that there were several problems with our booking:  1) We had booked 3 rooms triple rooms for 9 people online with the hotel. The confirmation email we received, however only confirmed 3 double rooms  2) we called the hotel to clarify this issue. we asked whether there will be extra beds in the double rooms. This was confirmed  over the phone. we double checked if we paid for all 9 guests and they said we had been billed for all 9, and will pay locally the day of our arrival  3) we asked if, since we are taking 3 rooms, they could reserve one of the shared bathrooms for the three rooms. This was due to the fact that all guests were known to each other and Transgender, therefore wanted to guarantee their privacy. This would not",Date of stay: December 2015
Zach L,"Friendly staff, clean place to stay","Unfortunately we didn't have time to interact with the other backpackers due to an early morning flight so we missed out. The staff was friendly and truly helpful, organizing a taxi to the airport. That said, I felt that it was overpriced for what you are getting in a spartan double room.",Date of stay: December 2015
Myrthe T,Ask for a room with a window,"The location for this hostel is fine if you want to visit the fort of colombo, from the hostel you can walk to south beira lake in 10 minutes and from there though Union place and slave island, which is fun to do. From the trainstation or busstation it's advisable to take a tuktuk (around 300Rupies).  The room itself was clean, but most of the rooms don't have a window, so it feels and smells like you are sleeping in a basement. The showers we're OK clean, there was no toiletpaper in some of the toilets. I stayed only for one night so i cannot really comment on the atmosphere in the hostel",Date of stay: November 2015
PepeLaReina,Ended up going elsewhere,"we came to Backpack Lanka yesterday just to find out that there were several problems with our booking:   1) We had booked 3 rooms for 3 people online with yourselves. The confirmation email we received, however only confirmed 3 double rooms  2) I called the hotel to clarify this issue. I asked whether there will be extra beds in the double rooms. This was confirmed to me over the phone. I double checked if we paid for all 9 guests and they said we had been billed for all 9, and will pay locally the day of our arrival  3) I asked if, since we are taking 3 rooms, they could reserve one of the shared bathrooms for the three rooms. This was due to the fact that all guests were known to each other and Transgender, therefore wanted to guarantee their privacy. This would not be a",Date of stay: December 2015
Chris H,home from home in Colombo,"I stayed at Backpack Lanka in Colombo on about five separate occasions during a three week trip o Sri Lanka. It was my home from home, a great affordable base, packed with cool and different recommendations on the wall, really friendly kind-hearted staff, and a cool owner  It can get a little noisy, on occasion, if inconsiderate guests are staying and just don’t have the empathy to keep the noise down, but I’d accept that this may go with the territory… I’d just humbly suggest that guests are steered towards holding 3am socials in the cool lounge rather than the rooms  Thanks to everyone at Backpack Lanka, a great bunch of people and a cool place  Very helpful caring staf, inc a super cultured lad to whom I owe my attendance at teh Colombo Int'l Film Fest  Super location, right",Date of stay: November 2015
Gustav H,Excellent staff,Awesome place to stay if you want the real backpacker feeling. Nice lobby with bean bags and pool table and if you're lucky the very nice manager will offer you a free drink. The rooms aren't impressive whatsoever but none of us really cared since the staff was so excellent and helpful. If i go back to Colombo I will make sure to pay them a visit!,Date of stay: April 2015
HannahScho,Great place for backpackers,"Everywhere is Colombo seems to be overpriced and Backpack Lanka is no exception. Putting this aside, it is a really nice place! Great staff - friendly and very helpful about Colombo and the rest of Sri Lanka - very clean, nice communal space, excellent wifi and next door to a supermarket. Just be aware that even for the rooms bathrooms are shared, but they were always clean and there was never a queue! It is perfect for backpackers!",Date of stay: November 2015
Rebecca B,Great budget room,My mum and I shared a double room shared bathroom with AC great budget room didn't spend much time in the room when our exploring or sitting in the lounge area not many people staying when we stayed but got talking to those that were.communal kitchen was great as super market next door selling alcohol too and fresh food market so you can stock up and cook for yourself if you want to.free water refills.good wifi central to most of the sites and close to train station friendly helpful staff,Date of stay: November 2015
Kate R,Great place to stay in Colombo - we will be back!,"We stayed 2 nights in a private room. Best thing about the hotel is really helpful staff: Brinley the owner/manager had heaps of great tips for whole of Sri lanka, and will spend time with you giving ideas if you like. They also do things like call you a tuk tuk, negotiate for you, call to make you reservations etc.  Rooms are basic but comfy and clean. showers are hot, lockers available. There's a pool table, cable TV, beanbags and shared fridge in the common area, good for meeting people and chatting. You're welcome to BYO beers and there's a bottleshop next door. Also Pizza Hut and Burger King across the road, as well as supermarkets and night clubs. Walking distance to the beach. Lots of cheap delicious local spots to eat in walking distance   Highly recommended",Date of stay: November 2015
Marwan M,First place to go !,This should be the first plce to visit in Sri Lanka . Brinley the owner of the place was soo helpful and informative. The other backpackers were friendly and social it was because of them. That my last night in Sri Lanka was memorable !!.,Date of stay: September 2015
Kyle S,Great hospitality!,"We arrived from the airport and spent two nights here.  The front desk service is fantastic, so friendly.  We were helped with putting together an itinerary for our whole trip and it made a huge difference.  Lots of advice, friendly tips, and it's close to some great local restaurants where you can try authentic food for cheap.  Perfect for a short stay, which is most likely all you'll need in Colombo as the real beauty in Sri Lanka is elsewhere.  But it was great!  I'd stay again, just for the 5-star service!  Cheers",Date of stay: July 2015
NiC0Le_DS0uZA,"Perfect for a short stay! Good location, great service!","We just had one day and a night in Colombo, this place was perfect! The location is good, quite a few temples, lakes, etc are within walking distance. The rooms have 4 bunk beds per room, we were four so we took an entire room which was nice - the place doesn't have attached bathrooms, but the shared bathrooms were kept clean. No in-house food options, but there are many eating options nearby. Great service too, very helpful staff!",Date of stay: September 2015
MsKimExMuss,Decent and friendly.,"We searched for ages for a place to stay in Colombo that wasn't going to break the bank but was still a place we wanted to chill out in after our explorations of the city.  Backpack Lanka isn't glamorous, but it is clean, the people are friendly and it is in a pretty good location.  You can walk to many places, or jump in an auto (all with meters!) easily. They were extremely helpful when my husband lost his passport and had to stay longer than planned.  The manager went of his way to help in anyway possible, which made the crisis that little bit more bearable.  Our private double room did not have a window, but if you request ahead, this should be possible.  The a/c was very, very welcome!  There is a common area where most people hang out, rather than in their rooms.  There's",Date of stay: June 2015
girlhasmanyhom5,Social and Central!,"Backpack Lanka is a welcoming, friendly and informative place which is a great start to your time in Sri Lanka. The staff, cultural coordinator and range of information at hand make planning your trip very easy. There are ad-hoc activities to suit the guests that are staying, but also the Friday night social which gets everybody together. The location of the hostel cannot be beaten for access to the city and sights making it convenient for a short city stay before moving on.",Date of stay: August 2015
Pieter J,Good hotel,"Defunatly a good hotel in colombo and 24 reception. Sadly not easy to book over the phone as the really insist on booking.com booking, but I guess this is less of a problem for other travellers.  Hotel itself is nice, location is central. Rooms are clean and spacious enough, bathrooms are common (but clean!), hot shower is available.",Date of stay: August 2015
ShaunakMarulkar,,,
TC_Ink23,Awesome fun and friendly management,"A very sociable hostel and the management are extremely friendly and will do everything they can to help you out. Also a very central location in Colombo, close to everything.  I stayed a total of 5 nights here. The manager Brinley was always keen for a chat and on Friday night they were kind enough to provide free drinks to a group of us staying at the hostel. They then took us for a night out. With a group of over 10 of us it was a fantastic night.  Only negative comment I'll make is that the dorm bunks are ridiculous noisy. Like I couldn't move my arm without an almighty creak. That's not the end of the world though and other than that I'd highly recommend this hostel!!",Date of stay: July 2015
Tico80,Not worth the price.,"We wanted to stay two nights but we left one day earlier, because it was not comftable at all and way to expensive comparing to other places in Sri Lanka. No window in the room and the mattess was way to hard. The wifi was good and the location also. But we would not recomend for longer than one night.",Date of stay: July 2015
bearchri,Pleasant small hostel near National Museum,"This is a pleasant small hostel in the southern suburbs of Colombo.  It is rather far from downtown but near to the National Museum and somewhat close to the two big malls in the city.  This has a younger party vibe and the lobby and lounge serves beer and has very loud music some nights.  You won't get much sleep before midnight.  The fastest way to get here from the airport or train station is by taxi, but you can also walk to or from the nearby Kullupitiya suburban train station.  if you are at the main Colombo station, you can look for the booths in the corner of the station towards the city center with suburban destinations and buy a very cheap ticket two stops to Kollupitiya.  The rooms are air conditioned and the bathrooms are relatively nice.  There are not many common",Date of stay: February 2015
raja i,near to Galle Beach,"Stayed here on the first night in Colombo city. Helpful staff, they speak good english and they introduces us one good and very cheap local food restuarant nearby. Galle beach is not that far from here if you want to get some food at night",Date of stay: April 2015
Brem78,Just the Place : ),"Genuinely friendly and very helpful Owner and staff. Perfect location, great price, clean bathrooms, easy laundry, strong wifi and as much information as one may need.   Both times I stayed I turned up in the early hours of the morning, but not a problem, within five minutes I was snug in bed : )  Will definitely visit again  Brem",Date of stay: July 2015
Eamon C,Amazing! True Sri Lanka hospitality,"We stayed here three nights all up. Two the first time and one before our flight out. Rooms and basic but what they lack in size they make up for having killer A/C and a lockable cubboard. Toilets/showers kept clear all the time. No hot water on some levels but when its 35• by 9 who cares for hot water.  The staff is really where this place shines. If you want staff that look after you and treat you like family then this is the place. They'll guide you, help you book/plan your Sri Lankan trip down to the T. Can easily have a few beers with them and just relax down in the common area. Which has a TV (cable), fridge, free cold water, and a pooltable.  Could not speak more highly. Eamon and Alyssa (the aussies)",Date of stay: June 2015
Frenchy1208,"Good hostel, good location, good staff",Nice hostel well located in Colombo. Room was good with A/C and wifi. Shower and bathroom were clean. Staff was really friendly and helpful. We recommend this place even though we only stayed one night there.,Date of stay: June 2015
andikieja,Average,Nice location. Near from the sea. Room is ok. Staff are helpful. The only bad thing is the toilet. The shower is very poor. Wifi is strong. Overall is ok for a backpacker. It' s lil bit far from groceries.,Date of stay: April 2015
Stephanie S,Easy,"Easy to get to, helpful staff, great for a short stop before flying, shopping, ect. A/C, pretty clean, common area with TV, fridge, free filtered water, good value . Didn't have a big party-hostel vibe, but there's not many of those in Sri Lanka. However, if you wanna party  the guys at the front can direct you.",Date of stay: April 2015
Nik K,Perfect for backpackers,The Hostel is quite central and close to the sea.  Many small Shops and local kitchens are next to it. The people working there were very friendly and helped me to organize my trip by searching for bus and  railway connections. The rooms have good aircondition but no mosquito nets. A big plus is the pool table and  the fast working internet. I would always come back!,Date of stay: February 2015
