user,review_title,review,date
Czeszter,"Budapest, Hungary","Excellent hotel and great value for money. Rooms are modern, very new and spotless. Manager on duty was Milan when we arried. He and all his colleagues were most helpful with anything we asked for. They do everything wholeheartedly for the guests and also for the future of the hotel. Good luck with your endeavours and thanks for the great stay!",Date of stay: January 2020
MariaX,,,
Mishka D,Great hotel,The hotel is clean and room are neat and tidy with a great look to it. The hotel is in a great location and the ministry of crab and a Burger King is in walking distance. Their food court serves excellent food as well. Staff is friendly. Would recommend this place and will stay here again,Date of stay: January 2020
Mohammed Ali A,Mid range comfortable hotel,"Fairway is right next to the Dutch Hospital and within 15/20 minutes of drive to all the main attractions of Colombo.  Some good eateries/bars in the narrow lanes, especially if you like seafood, crab in particular. The rooms are small yet modern and basic with all necesseary amenities. Reception staff was helpful and check in/out was fast and uneventful.  The restaurant/bar at the terrace is a popular one. Overall a very comfortable stay and good value for money.",Date of stay: October 2019
Anthony P,Brief visit,"Tucked away in a narrow side street behind the old Dutch Hospital and very close to the WTC, this property is fresh with many vibrant colours throughout. Unfortunately my stay was very brief due to an early morning flight departure time, so I did not have chance to fully explore the surroundings or the property fully. But what I did see was enough to know that I would happily return.",Date of stay: January 2020
SSPAREKH,Location Good But Bad Hospitality,The hotel is in prime area n centrally situated. The rooms are modern n clean. However the hospitality was very poor. We had Family Room with 2 Queen Beds. The room is spacious n very well laid out. However the first day our problems started. The AC was not working at full steam. Room was feeling hot n stuffy. On top of that the Airvents were making noise. We called the Housekeeping staff n they did some mishmash n crackling stopped. However in 15 mins it was back and whole night sleep was disturbed. The second day also the same was never rectified even when it was informed at reception. The bathroom has no ventilation so you can imagine where all the foul smell is going to go to.  Breakfast is a big disaster. Not at all Veg Friendly. They say they are a 4 Star property but the,Date of stay: December 2019
Vidhi D,,,
TravellerLK,Amazing Hotel in the city of Colomno,Very spacious family room in the city of colombo within walking steps to amazing hangouts and restaurants pubs and bars. You gotto stay here when you ard in colombo The hotel is well managed with clean and spacious rooms with tasteful interior decor. Best 4 star in Colombo as per my rating,Date of stay: December 2019
Lincoln Shahid,A good hotel at good location,"I stayed there only one night. It is close to business hub of Colombo. Accommodation is adequate, food is good. Staffs are professional. It seems a favorite location for many, both local and tourist for evening pass time.",Date of stay: December 2019
Unmesh P,A nice hotel and convenient location,Was on a solo visit but good for family booking. Lots of pubs and restaurants around. Saturday night was with lot of young crowd. Local and foreign. Staff was very cordial and ready to help always. I will recommend for budget friendly travellers with good stay. Mall and beach front on walkable distance.,Date of stay: December 2019
Michael Griggs,"Fantastic, affordable accommodation minutes from Colombo Fort rail station - great!","I have been a guest twice at the Fairway in Colombo, and I have no complaints at all - excellent, friendly service and affordable rooms, especially compared to the fairly local 'big name' hotels close to Galle Face Green, which are two or three times the price. Book early for great rates!",
Ben C,Nice Hotel,"We landed in Sti Lanka and stayed in Colombo for our first night before heading to Riu.  We are a family of 5 (3 young children) we checked in around 5pm ish, on approach the hotel had presence stood out with its clean exterior. Staff on the ready to welcome and take our luggage. Very polite and friendly, check in was smooth and once again polite and friendly staff. Our room was allocated on the 6th floor. The room was very big with 2 king beds, a cot, sofa for 2, round dining table with 2 chairs and kitchett so you can imagine the size of this room. Even with the 5 of us and 8 luggages there was ample space to walk around without bumping into anything. Room was nice and clean and had everything you would need. Beds were very comfortable and the shower spot on with a rain shower",Date of stay: December 2019
Free Spirit,"Highly recommend. Would stay here again. Excellent location, friendly staff and clean.","Difficult to fault. Five stars from me. Location is perfect. Right opposite The Dutch Hospital Shopping Precinct with bars, restaurants and some shopping at your doorstep. Great to come back to after a day sightseeing. The coffee shop next door in the same building is very good. You can walk to some major tourist attractions but not all. To be honest no hotel in Colombo will give you this option anyway. Staff are all super friendly, kind and so helpful. This includes reception, concierge, security and house keeping. Well done here! Check in and check out was fast and efficient and they happily gave us the room even when we arrived early from a morning flight. Hotel is super clean from reception to hallways and rooms. Staff clearly take pride in the appearance of the hotel. It's",Date of stay: December 2019
Arupaja,,,
Fabius Mankus,Easy Access,"A modern 4-star hotel, close to popular Dutch Hospital Complex, World Trade Center, and Colombo Port City. rooms equipped with great designs, for both business travelers as well as families. It offers greatest comfort, latest technology, and elegant atmosphere, it was easy to manage my all the works because of the location.",Date of stay: December 2019
Emma D,"Wonderful staff, good value for money","Excellent location. The hotel is located in Dutch Hospital which is full of shops, bars and restaurants.  The staff was wonderful! The management is attentive and very easy to cooperate with.   The family room is spacious, clean and nice, however, it needs better ventilation.  Overall, good value for money!",Date of stay: December 2019
monkeymcmonkey,Good location,Well located hotel; rooms small but are clean and have comfortable beds. It seems very new (or very recently refurbished). Breakfast is acceptable. Staff were friendly. Would recommend for a brief stay if starting or ending in Colombo as part of a multi-stage holiday. But if Colombo is your only destination (and you’re here on holiday for more than a few days) I would stay somewhere a bit nicer.,Date of stay: December 2019
Jason Low,Clean room and friendly staff,"The Fairway Colombo is a wonderful place to stay for those families visiting the country. The rooms are cleaned, and the staff is accommodating too.Thank you for such a wonderful say, we highly recommend you",Date of stay: November 2019
Rajroshan,Good hotel at a great location...,"We stayed here only for 1 night...check in was quick and we were given an early check in which was great and really appreciated  as we had travelled on a red eye flight. Room was nice and clean and of good enough size. The location of this hotel is excellent with everything within walking distance be it supermarkets, restaurants like Burger King, Ministry of Crab and others, important historical buildings, to a certain extent even the One Galle Face mall and the lovely sea front with its street food stalls. We didn't eat anything at the hotel nor did we order room service so can't really comment on that. Overall a lovely stay and would definitely recommend this hotel.",Date of stay: November 2019
yorkspuds,Well Located in the Fort Area,"Easy check, despite it being 6.30am, and taken up to our room - 527. (We did pay to gain access to our room early, due to long flight from the UK). Good sized room and all kept very clean. Complimentary tea, coffee (but note, powdered Nescafé), two bottles of water. Good sized bathroom and big shower and again, kept very clean. We had to ask for a hairdryer but it was readily supplied. There was also a safety deposit box. AC worked well, as did the WiFi. All staff were charming and helpful. Breakfast was good with Western and Asian options - the latter we particularly enjoyed - dhal curry, noodles, morning glory (spinach), sambar - all were good and we very much enjoyed our stay and for that the four stars - but note they nearly lost a star due to a strange dining experience on",Date of stay: November 2019
sadanandbc,very good,"its better and value for money. night time you have access to near by destinations and easy access to beach. Very calm and cool place, we really enjoyed our stay with this hotel. Its not so big but decent one",
Atul Sareen,Not friendly,"Staying in this hotel from 24Nov19 till 28Nov19 and I asked them to park my vehicle they refused saying that parking is full and when I said so many cars came out from parking lot so now space is there , they came with another excuse saying if the visitor stay in hotel they can park but the movement he moves out for few minutes also for any thing they have to take vehicle with them which sounds very wired that if go to market to buy anything for 5 minutes also we have to take vehicle along with us ... Travelled so many places in the world but this wired rule in this particular hotel only shows the image of this hotel how it is   I would recommend cross check everything with them before booking as they have there own rules which is not guest friendly at all.",Date of stay: November 2019
Jayantachoudhury,Stay at Fairway Colombo,"Although our stay at the hotel was very short. It was only a night stay. We liked the hotel because of it's convenient location, cleanliness, good services by the hotel staffs etc. The staffs at the reception counter were also very cordial and helpful and prompt.",
gulshan302,Dinner facility is not good at all. Have to get the hotel staff to interact with restaurant staff twice to get to eat.,Very bad experience to get my dinner at the restaurant. Limit is fixed and even than have to get the hotel staff to interact with restaurant people. Have to leave in between without eating full dinner,
Aman D,Nice hotel in the city,"Fairway Colombo is a nice hotel overall. staff is co-operative. Room was clean, however, safe box had a problem for which i had to call the staff twice, however, they listened and fixed it. but it was supposed to be replaced tbh. Overall i liked the property.",
Roberto G,Great choice for staying in Colombo,"Excellent location, just a few minutes away from Pettah market, new, clean, comfortable hotel, probably the best option in the area. Highly recommended for your stay in Colombo. From there you can go anywhere",
Timothy B,Good Value Hotel if in Colombo,Good value hotel for short stay in city. Great location near restaurants and decent rooftop bar. Room was clean and tidy but a little small. Overall enjoyed our stay and would do so again if visit Sri Lanka,
Khushbu Mehta,,,
senadhi,Five Star Accommodation of value @ Centre of Colombo.,"A well designed hotel with attention to detail ,  with caring and  friendly staff .  I checked in late at night / early morning, arriving from the Airport,  a warm welcome of Madupa at the Front Desk and Izam. So were the lady at the Front Desk  . At the Front  Desk and Danuska the next morning. They are friendly helpful and caring for the well being of the guests.  The café which serves delicious cake and good coffee with excellent service, is a must. Thank you for a great stay. I will return soon. Senadhi.",Date of stay: November 2019
Asoka W,Stay at Fairway Colombo,"A hotel right in downtown for a very good price indeed, considering the premium location. At this time, it is one of the best values in Colombo for this star rating. Very welcome feeling from the very point of entry.",
417bd,adventure trip by Fairway Colombo,"nice people, beautiful views and nice experience.  I loved staying at Gaja Rest House at Chunnakam.  Close to Jaffna.  Nice people. Cheap and very good kitchen . Also traveled to the beaches. The peninsula of Sri Lanka is a whole new tourist area.",
MR2506,Two thumbs up!,"I really enjoyed my stay in this hotel. Make sure you choose a room on a floor that is not the highest since they have a beautiful rooftop patio that plays music at nights. The rooms are clean and the staff are very friendly. It's location is super convenient - right in the center of the Fort so you can walk and enjoy the old city.  The breakfast was extra so I ended up just walking around and having different things to eat. Their patio is beautiful with good snacks and drinks, the only thing you have to come all the way down to have one of the concierge to swipe their key to let you up on the roof - I guess for extra security which is fair!",Date of stay: October 2019
nastacha,Good choice if travelling to colombo,"The place is very well situated ,next to dutch hospital building where you cab get good food.they also have a foodcourt in the hotel and a cafe with a good choice.the staff is very friendly and laundry is cheap as compared fo other hotels that i have been in colombo. The rooftop is very nice as well (try the liver pate it is  a must!)if u want to get some drinks you get a selection of bars downstairs or the rooftop.overall very satisfied with fairway!",
Hashmat Ali Khan,Nice and Good location Friendly Staff very clean room,Its in centre of colombo very nice Hotel nice staff clean Rooms worth to stay there if visit again will stay again roof top resturant nice view from room All good specially Location i love it and Bathroom also big,
Dilnaz B,Fantastic Fairway!,"Fairway Colombo is a great hotel centrally located in this busy city. You can go walking to the Dutch Food precinct or on the seaside to other places. Looks lovely night and day. Thanks for the room upgrade and yummy filling breakfast. If you have a car or car and driver parking is impossible anywhere close by, to keep in mind.",
Viv,Trip to Sri Lanka,"Only stayed overnight on way to airport.  Stayed in various hotels through Sri Lanka - all equally priced.  Other hotels excellent, however this was typical city centre hotel - no character and no friendly staff on reception, which we had experienced throughout our trip through Sri Lanka",
BJ D,Good location and value fo rmoney,Excellent quiet well proportioned rooms with a good state of décor. Bathroom was correct and very clean. The only disappointing aspect was the breakfast which was limited. Staff were very friendly and accomodating.,
captkamlesh2019,Excellent,Extremely comfortable stay. Has a chauffeur driven car for sight seeing and other activities. Staff is excellent ever ready to help with smile. very well located. Beautiful ambiance. Night life near and at the hotel is good.,
Peter_Kerrie_,Great location,The hotel is well located and represents great value for money. Very good selection of food located in the lobby area of the hotel and even more restaurants and cafes located within 100 meters of the hotel,
Durriya17,Good hotel given by olanka travels,Hotel is situated in good central location. Nice rooms and security. Restaurants also served good food. Buffet breakfast had quite some varieties. Friendly staff. All malls and petha nearby to do shopping.,
Fearless488367,Comfort Hotel,Great hotel with lots of facilities around the hotel. There were shops and restaurants nearby. The location is very central and easy access to the city center . Transportation is also readily available.,
vishalverma2019,Not recommended at all,"This hotel is at good location but in Fairway there is not a good ambiance, not sufficient lobby area. Breakfast is also very pathetic & very limited options are available. I would not recommend this hotel specially for vegetarian.  There are lot more good hotels nearby.",
Manish K,Manish,"Wish to visit again. I got a very good view rooms and beach is in a walk away distance . It's in the heart of the city so catching any other place is very easy. Food was also good, on the whole staying in fairway was plesent.",
Kashif M,Kashif Mahmood,Overall nice hotel with good location and nice breakfast. Staff is cooperative and very humble. It's a good city centre and gives a good access to almost all areas. Bad thing is view from hotel is not good as its under cluster of old buildings.,
thomaskV8868NA,Great stay in Colombo,"Excellent hotel and reasonably priced. Best location with good food, drinks and attentive staff. Very good breakfast buffet for western or asian tastes. I would stay here again and recommend to any visitor to Colombo.",
Anna L,Central and comfortable hotel in Colombo,"We enjoyed our stay for one night in Colombo. The location is very central, near shopping and restaurants. The area felt safe and there was visible security at the hotel. Rooms were comfortable though slightly small. The hotel was clean and in good repair. Staff were mostly very friendly and helpful. Just once when we wanted to get a hairdryer, it took us asking several times and it felt like the front desk was just kind of brushing us off and saying someone would deliver it.",
María G,Cozy hotel in  a great location,"We chose this hotel for our stay in Colombo in June/July 2019. The location is amogst the best in Colombo,  very close to the tourist attractions and some great restaurants and pubs, also Galle fort walk is within walking distance. The rooms are spacious and confortable, and they have a roof terrace with amazing city views, offering a bar with great atmosphere and a good restaurant. The personel are extremely careful and attentive and made us feel like home.  That said, stay away fro  the tuk-tuk drivers parked in front of the hotel, they're  professional tourist hunters.",Date of stay: June 2019
Tour68173834811,New hotel,"Nice rooms, spacious, clean & new, picture shown in Agoda was same about the rooms, breakfast area was nice, food OK. Walking distance to Ministry of crabs, taxi or grab easily available, staffs were OK.",
rossana30760,GOOD PLACE TO STAY,"I would recomend it!  Very nice hotel and wonderfull breakfast.  Very good location and nice staff.  The room was very confortable, close to all ammenties, very central, walking distance from nice restaurants.",
joellehanjoul96,fairway hotel Colombo honeymooners offer,"we went to this hotel on our last day in honeymoon, we was have 12 hours in fairway, the receptionist was welcoming as we are ""business"" passengers, we asked him about their offer to the honeymooners but they don't have anything to give us. plus he was so aggressive when I asked him about smoking area and if we can smoke in the room, he replied me with so hard world "" if you smoke in the room you will pay a penalty"". finally it was the most bad hotel we passed in our tour in Sri Lanka.  thank you!!",
Julie W,Great hotel,"Our room was very clean, comfortable and well appointed. The staff were very friendly and helpful. The buffet breakfast was extensive and of excellent quality. The location of the hotel was great with many good restaurants and bars within easy walking distance",
mufaddal5253,Clean Room But Over Priced,"Location is away from town, only two options within walking distance for Lunch/Diner, Loud Music playing on the weekend nights, hard to sleep, Price was much higher compared to other hotels in the area.",
yuvaraj180,Fairway Colombo,"Clean rooms and friendly staff, it would have been better if  the hotel is accomodative with late check outs for business customers on long stay. Idle location for a tourist with many happening places around the hotel",
rosli a,strategically located,"the hotel is located close to town center. and the best thing is , it is close to the award winning restaurant i.e. Ministry of Crab. a tad expensive though , but worth trying if you happen to be in Colombo.",
Warren I,Welcomed with a cloud of teargas hanging over the hotel and surrounds.,Hotel located in the centre of Colombo. Teargas wafted over us from a demonstration just up the road. Not pleasant but not hotel's fault. One big problem was the shops located nearby. Wife attracted to them unfortunately. Cost me money! Room excellent with view over roof tops to the world trade centre. Good air con. Buffet available immediately next to hotel.,Date of stay: October 2019
Amali Samarakoon,,,
ANAFERMIL,Convenient location,"First time that I have chosen a place to stay which is closest to the places I wanted to visit.  Very convenient location. Walking distance to good cafes, restaurants and hotels especially if one is on the hunt for the best buffet in CMB.  Room is clean and the hotel in general is clean with very friendly staff. Arrived hours earlier than the expected check in time but was given a room quite fast special thanks to CHALANI who was very friendly and accommodating. Easy check in and check out.  Will definitely stay again.",Date of stay: October 2019
Le J,Good overall however need to focus on check in,Good clean place. Decent sized rooms and comfortable bed. Nice bathroom with good water pressure and temperature. The only downside is check in. The desk answered two long phone calls while checking in. Poor service in that way. Focus on the customer in front of you not the phones.,
Abraham V,Excellent value for money,"Very well maintained room and the key fob and door lock only let down a bit since it didn't work. Then we had to escalate to get it repaired thus, the check-in got delayed. Other than that, everything was good",
herbertdayaratne,Excellent hotel in the heart of Colombo City,"Fairway Hotel is value for money. Clean rooms, excellent service, central location, attentive and friendly staff (all categories including even the security staff), and spacious rooms. The approach road is not very good but it is beyond the hotel management to do anything about it. We have found Fairway Hotel to be our home away from home in Colombo for our future visits to Sri Lanka. Highly commended.",
Shafique,Very poor service,"Your service is very bad especially room service. buffet break fast not in 4 star standard. I am frequently visit Colombo and most of the time i stay there. 2nd last time stay at fairway colombo, i ordered a vegetable salad but they don't supply in my room",
green019,overnight stay,"we liked the room ( clean , modern & quiet )  Staff. were very helpful. Access is given to the top floor bar, which was worth a visit / great. the hotel is located near many restaurants & bars, we recommend the lobster bar",
Michelle C,"Brand new hotel, perfect location.","We had a great stay at this luxury hotel. Rooms are big, beds are comfortable and staff is very welcoming and friendly. Within walking distance are all the bars and restaurants.   Perfect for the first night on arrival or even the night before your departure as the airport is not very far away.",Date of stay: October 2019
Sampath_Siriwardena,Room quality and room facilities need to increased,The facilities allotted for the room need to be increased. basic needs to be adopted and enhance the quality of the rooms. Not only that room technology need to enhance with the basic technology adaptation such as fully fledged TV facilities.,
Karishma,Great 1 night stay!,"We were only here for a night after travelling from Weligama to be nearer the airport! We got the deluxe family room (two double beds) for myself and my parents. The room was a great size with a sofa and seating area. We left early morning so didn't have breakfast here. We hired some tuk tuks for a couple of hours from outside the hotel, be warned though they will take you to jewellery stores etc that they must get commission from. There is a varied restaurant right next to the hotel which was great for dinner. If I were back in Colombo I would definitely stay again.",Date of stay: October 2019
Liz O,Family fun,Everything was great and totally exceeded expectations considering the price. The staff are so lovely and can't do enough to make your stay enjoyable. The hotel is perfectly situated to be able to see the city sights. Some amazing restaurants close by.,
Dobi,Nothing wrong,The stuff were very friendly and helped me with my lost bagage.   For me it was a litte bit to modern and I don‘t like the smell in the elevetar. But it was quit and clean and the price was okay for the offer,
mehrajthahir,Gem of a property,"The location and the restaurants, coffee shop, Dutch pub and the services  that are available so close by made it easy and the breakfast at the hotel was such a spread , friendly courteous staff,Room key activated elevators, Surely we will be coming back to Fairway Colombo on our next trip back to SL",
chandrasekaran2019,Great place to stay,"City Centre and good location food joints beach walk shopping, the service is goodthe facilities are best, the room is very comfortable it's like we're just at our own room it really feels good, also the bed and other stuffs inside the room is very relaxing. And lastly the payment is worth it. We enjoyed it. We're looking forward to stay there again.",
Harshit S,Amazing hotel,Great hotel for the price. Very centrally locates. Staff are great and will do anything to help. Rooms are very clean and as described if not even better.  Lovey roof top bar.  Perfect stay and thanks to all staff!,
alinafih,Fairway Colombo,Everything went well from checkin till checkout. Reception team was very helpful. The rooftop was very entertaining and they were open till late. It's a good place for a transit stay as well. Overall stay at fairway Colombo was excellent.,
Medicmarty,Great city hotel,"Arrived and was met by good staff at front desk , good check in process  Room was very clean and bed comfortable the lighting was good and amenities were good , bathroom was clean and good towels and linen   the hotel is right by Dutch hospital so many places to eat and drink and good night life in the area   Nothing to do with the hotel but watch out for the tuk tuk drivers (touts) who hang around near the hotel , they charge very high prices !  Good clean city hotel will use again",Date of stay: September 2019
neve_wanderlust,Fairly average room,We were on the second floor and was hard to  get any sleep.as we had food lights from the hotel beaming into our room..  Let the reception know but had the same issue on our 2nd night as well. Much better options available nearby,
ashishdeora123,nice,"Fairway Colombo is set in Colombo, 700 m from Khan Clock Tower Very friendly helpful staff, clean, central location, breakfast buffet, very good price This property is very well located and is value for money",Date of stay: August 2019
Sarkidauda,A clean Hotel in a Nice Strategic location,"I was in Colombo for a Seminar/Conference. I searched and found this Hotel most convenient to my Conference venue. The rooms and the hotel in general are so clean and well maintained. A very courteous staff , always ready to assist.. It is surrounded by fast food eateries, shopping area, night club and a Spas. The breakfast was good and enough but can be improved. The restaurant doesn't function overnight,  Whatever you want or wherever you want to go, ask the hotel staff for guidance, don't trust the touts staying with the Tuk Tuk riders outside the hotel, they unreliable and mostly not honest fellows. A good Spa will be good for the hotel, there's need to have one. I really enjoy my stay and wouldn't mind staying there again.",Date of stay: October 2019
anujkumbhat,"Nice Hotel, Fantastic Location",It ticks all check boxes in terms of comfort and location.  Pros: 1. Clean Rooms of right size 2. Very good shower and washroom 3. Spic clean linen 4. Nice rooftop lounge 5. Perfect location with some of the best downtown places within 100 meters of the hotel. 6. Beach is just 500 meters away.  7. Imp: very courteous and helpful staff  Cons: 1. 24 hour eatery or cafe not available 2. Could provide a welcome drink,Date of stay: October 2019
wanderfulsimmy,Very nice hotel,"We only stayed here for one night but my partner and I agreed we would have stayed longer if were in Colombo for more time. It's a very nice, well-maintained hotel. Very modern that it almost doesn't feel like you're in Sri Lanka!  Rooms are really clean and comfortable, very good shower (always important) and a great location to visit the local sites.  Breakfast was decent. We're both vegetarian and found there was a good enough choice for us. Staff are friendly and helpful.",Date of stay: September 2019
d0ctrine,,,
RichandLou720,Nice Hotel close to everything,Spent the day in Colombo and stayed overnight here. Rooms are comfortable with good air conditioning. Close to markets and other attractions. Roof top bar is very nice and the breakfast had a good selection of local and western options.,Date of stay: September 2019
Luvlau,Great location,"Fairway Colombo has a lovely team who are kind, helpful and friendly. I had an issue with the room kettle and it was replaced straight away. The hotel is central to the old Dutch hospital district. The room is comfortable and modern. I enjoyed my short stay.",Date of stay: September 2019
Tassylass,Great location,"Opposite the old Dutch Hospital which is now a restaurant and tourist shop hub, there are lots of options for getting around. Tuk tuk drivers will constantly offer bargain rides but you can also easily walk to the local markets, coffee shop, pharmacy, tourist places and eateries. You can also walk easily to the lovely grassy waterfront. The rooms are well equipped and comfortable. Noise from the bar bands finished at 11 thankfully, as it was pretty loud.(you could request a room on the other side if it’s a bother to you). Staff are super friendly and helpful. A guard at the entrance does provide some extra security.  The rooftop bar is a vibrant spot for an evening drink.",Date of stay: September 2019
mike,,,
lynday1948,Good hotel with great staff,Good location and this hotels gives everything you might need when visiting Colombo.  Room was clean and large enough. Comfortable bed. You do need to ask reception for a hairdryer as there isn't one in the room. Tea tray has powdered milk - fresh would be better. Nice bar and the best selection of food that we had on our tour of Sri Lanka.  The battered mushrooms (on the menu as buttered mushrooms) were simply amazing but the best thing about this hotel was the staff who were so friendly. I would like to particularly mention Danashka who was particularly helpful and is an asset to this hotel,Date of stay: September 2019
Kelsey B,"Clean, central and quiet",We stayed here for one night after a long haul flight from Edinburgh. The room was clean and very quiet - we didn’t hear any other guests during our stay. Staff were friendly and let us check in early. There are a number of tuk tuk’s that wait outside the hotel so you’re not stuck for getting around (use Pick Me or Uber it’s cheaper). They have security on the door so it feels safe enough. Would stay again.,Date of stay: September 2019
