user,review_title,review,date
cdroux,Spacious and relaxing!,"What a lovely way to end our holiday! Spacious and clean rooms with basic white bedding & big en- suite bathrooms. Keep in mind that this is a hostel - so no guesthouse benefits like bottled water or extra bedding. Very well priced - the host organized our transport to the airport the next day and allowed us to enjoy the day to the fullest and keep our bags safely in his foyer until departure. Amazing rooftop area for relaxing & for sunset drinks! Had a great stay and can highly recommend. Restaurants, the beach and other hotels just around the corner! Great for couples & groups of friends!",Date of stay: September 2016
KyleMcGee,"Nice guest house.. Little pricey, but nice service and vibe","I came to this place after seeing some reviews online. The staff was always great and they have a nice lounge area upstairs. They let me keep some things there for 2 months while I traveled around. I was a little worried, but everything was safe and sound when I returned. Great folks!",Date of stay: September 2016
Matthew B,Amazing place!,"Stayed in Colombo for 8 weeks whilst doing a placement and stayed in this hostel the entire time we were there!  Location: Located in Mount Lavina just south of the city centre. It's right on the beach which has numerous bars and restaurants. It has good links to other cities as near to the train station and the main road for buses.  Facilities: The only place we stayed in Sri Lanka with a kitchen which is good for when you want some home cooked Western food. An amazing, colourful rooftop terrace for chilling on. Stayed in a private room which was nice for the price!  Atmosphere: It was not uncommon for the hostel to be full as it was a place people came to at the start of their trip and when they came back around so it was good to pick up some tips for your travels along with",Date of stay: June 2016
James R,Out of the city,"Overall a great place to stay. Micheal the manager was extremely helpful, location isn't very central but still right on the beach and with lots of food places around and easy train or bus into town. Would definitely stay again.",Date of stay: August 2016
ankitbhat92,Not too bad,"The hostel is located in Mt. Lavinia which is quite far to the south of Colombo and the airport is to the north of Colombo. Hence it takes a long time to travel to and from the airport. Place was in need of some changes. The bathrooms were very small and not very well lit. Wifi only works on the rooftop. But, it is just of the beach of Mt Lavinia which is great. Besides, for that price point it is not fair to complain a lot.",Date of stay: February 2016
matthewgaskin,Great intro to Sri Lanka,"Stayed for the first 3 nights in Sri Lanka, Michael was very helpful and welcoming. The rooms are basic but all you need for exploring Mt Lavinia and Colombo. NB: though the hostel is not in Colombo you can catch a 20 min train to Colombo Fort along the coast for pennies. Roof garden is lovely, lots of options for food in surrounding area and literally 2 minutes from the beach.",Date of stay: July 2016
Ross C,"not great, but not bad for the price","not quite as pretty as the pictures, but functional! very helpful in changing room when we found bugs in our bed. fan is good at making a breeze in the room, but not quite AC.  close to the beach and plenty of tuktuks around. no hot water, but didn't need it in the heat!! has free wifi, which was alright, but cut out regularly.",Date of stay: July 2016
HarpsTravels,,,
tomryan2431,very helpful staff,Great place to stay first time sri lanka as the staff are very friendly and helpful. No problem telling you the best way to get around. Also has a nice roof top bar to chill and meet fellow travellers.,Date of stay: June 2016
euroangelo,Convenient stop on the Southern edge of Colombo,The hostel is ok for a night or so. The bed could be more comfortable as it has no sheets you can put over you and the mosquito net tends to fall on you a bit towards the edged of the bed. Wifi is also hit or miss. The location is very convenient to Mt Lavina beach and there are plenty of restaurants just a short walk away.,Date of stay: June 2016
Chasams C,,,
Mel R,Good for a night or two,"Hostels appear to be few and far between in Sri Lanka so this is a good find in a nice location. Michael who runs the place is very kind and helpful. The dorm room we stayed in, while spacious, was incredibly hot. They need to invest in air conditioners. The kitchen is very basic, okay for making breakfast or a salad but not much else. Bathroom was okay although we had issues with shower constantly dripping. Rooftop area is really nice and the location is ideal. Not too far from the airport so a good spot to spend your first night or two after you arrive.",Date of stay: May 2016
Noelle P,Fab find,"A great price and location. The beach is just a few minutes walk away and the roof terrace is a perfect place to chill out during the heat of the day. The hosts helped us with everything we needed, up to and including an airport transfer.",Date of stay: April 2016
Yeara S,,,
Marko S,Good place to start your trip,"Close to the beach , nice rooftop and helpful information Staff is helpful, friendly and theres a lot of arriving backpackers to talk to and make plans for your travels The rooms are all in all okay and make sure to take mosquito repellant with you",Date of stay: March 2016
Schoscha85,,,
Powee1,A good first stop!,We stayed at this hostel straight from the airport and for two first time travellers it was perfect. Michael (host) was very helpful in giving us directions and tips about travelling Sri Lanka. The upstairs communal area was chilled and had good wifi and we met other travellers there. Beach and restaurants very close and lots of other things to do round Colombo. Great breakfast place just next door and easy to get tuk tuks everywhere. Only issue is that the heat of the room but this made the cold shower very refreshing.,Date of stay: March 2016
kassimati,A good place to explore Colombo and continue your journey onwards,"Stayed 3 nights, 2 in the dorm and one in the private room. Place was clean and the owner very friendly. It is a bit expensive for Sri Lankan standards but not for Colombo. For a similar level place in the center you have to pay at least double. To get to the city you can either take a tuktuk or the local bus (dirty cheap) or take the train. The train ride itself is a thing to experience in Sri Lanka plus the tracks run beside the ocean. Plus, with the train there is no traffic. Colombo has unbelievable traffic so avoid the rush hours as it might take you 10 minutes to get 100 meters. And this is a daily thing. The hostel is a long way from the airport so take that into consideration. If you are heading south, the Mt Lavinia trainstop is abt 2km away, reachable by tuktuk so the",Date of stay: February 2016
Lydia B,"Not clean, expensive",- Room was not clean (dirty and old sheets and towels)  - it was very hot during the nighttime (fand did not help out) + good location in Mount Lavinia: 300m walk to the beach + Rooftop terrace + Friendly and helpful staff,Date of stay: March 2016
Namasteista,,,
voodoopol,Not the best offer in the town....,"THE BAD: We booked here and I may say I don«t know exaclty why.. I guess just because budget. The thing is the place is not specially nice, not a beautiful location, surroundings or anything. Neither the rooms are nice. No AC rooms so.. mega hot inside. The manager try to be helpful but somehow he is not the most funny and smiling guy. They talk about their terrace as if were an amazing place, well is not, nothing to see around. I guess just by providing a little fridge with drinks you could improve the ""terrace experience"". No, they don«t sell beer.   THE GOOD: Just 2 min walking to the beach where you can find interesting places to have food, drinks..",Date of stay: February 2016
Shauns277,"Good hostel, not quite Colombo.","Despite the name this hostel is about 30mins away from central Colombo. It is a very nice area however it lacks culture and local businesses. I found it to be too tourist orientated (Mt Lavinia, not the hostel)  When I stayed at Colombo Beach the wifi wasn't working but the owners were trying to find a better solution. The rooftop area is a fantastic place to relax at the end of the day and meet fellow travellers... It had a very social vibe. It was also nice to be so close to the beach.",Date of stay: February 2016
Gehan W,Great place to meet fellow travelers.,"The staff was very friendly and helpful, with tips on how to get to my next destination, around town and arranging a cheap taxi to the airport.  The roof top was a great place for meeting other guests.",Date of stay: January 2016
Louisa Rose S,Not As Advertised,"We stayed here for 2 nights after arriving in Sri Lanka, and while we've stayed in much worse places this hostel really disappointed us, mainly due to the attidude of the manager Michael - unhelpful and arrogant. But for the price it's ok if you just need a bed for a night or 2.  Pros - clean-ish, big bed and nice lighting (in double room),   Cons - much further from the airport than described, roof terrace a bit shabby, 'free' drinking water not available, poor advice given, had to ask for bed sheets, lots of 'rules' to stick to - including an 11.30pm curfew which seemed totally inappropriate for a 'city' hostel.",Date of stay: January 2016
Julie D,Nice Hostel in Colombo,"Nice hostel in Colombo, very good welcome from the staff and Nice advices from the team. Bedroom ok, equipped with the bathroom and toilets, 200m to reach the Beach, with many bars and restaurants. Very Nice toof top to relax and have a drink! Need between 30min and 1h to reach colombo city center by the bus. (according to the traffic jam!)organizes some taxi or tuk tuk for the place u need to go!  Thanks again!",Date of stay: January 2016
Sannia A,Nice Hostel!,Great location and a nice hostel. Best thing about the hostel is its helpful staff specially Micheal who went out of his way to help me when I was not happy with my room. I feel rooms and toilets could be more cleaner but it all depends on the people staying in hostel otherwise the hostel is trying its best to keep it clean. Great rooftop and kitchen BTW!!!,Date of stay: July 2015
Amesx,"Clean hostel dorm, 3mins from the beach","Stayed here for 1 night upon arrival after reading all the rave reviews. The spacious dorm rooms and beds are clean. Common bathroom and toilets are also clean. Only have one problem to highlight which is that the 8-bedded dorm only has 1 ceiling fan and one tiny opening of a window. Air circulation is really bad, and it gets too hot and stuffy at night and you're literally soaking in sweat trying to get some shut eye. The side windows are sealed shut, it'll be better if there were more windows. It is otherwise a nice place with a roof top kitchenette and common area.",Date of stay: December 2015
Flora C,,,
Florie L,Awesome hostel !,"What an amazing place very friendly great roof, rooms really clean And spacious 100m from beach And an amazing staff !! So helpfull always here to advise And help you ! Highly recommanded !! The prices are Nice and it is a perfect place to meet other travellers !",Date of stay: October 2015
Brontosor,"Great hostel, beautiful rooftop space","Perfect hostel. Great staff- thank you Michael! Location 2 mins from beach. Amazing rooftop balcony, kitchen and living space to meet travellers, even did yoga up there. Fair price for Sri Lanka.  Walk up to the Main Street and eat at the local cafe next to the bus stop, delicious cheap local food :)",Date of stay: October 2015
Jordan T,Good clean hostel,"We stayed for one night when we arrived in Colombo. The transfer we organised through the hostel was waiting fantastic and was a nice and simple way to make your way to the hostel as it is a little out of the city. The hostel was simple, but clean and comfortable. It was great to be a little out of the hustle of the city and be nice and close to the coast.",Date of stay: September 2015
Lisa C,Great Hostel,"We stayed for one night here on our arrival in Colombo. Friendly and helpful staff, nice double room with ensuite and great roof terrace area to chill out and meet other guests. Very handy for the Mount Lavinia train station if you are planning on catching the train to Galle or elsewhere. There is also a really nice place for breakfast just next to the hostel. We tried to stay here on our way home but unfortunately there were no rooms available. The owner was very helpful and arranged for a taxi to take us to the airport at a very good rate. Would recommend as a nice place to stay for a few days in Colombo.",Date of stay: September 2015
Amy B,"Great hostel, great staff!","I stayed at Colombo beach hostel a couple times while I travelled through Sri Lanka. Great place to stay for solo travelers. It's in a great location near the beach, very social environment, great communal areas and tidy kitchen facilities! Michael who works there is an incredibly helpful man, and always does his best to accommodate you! I was thankful to have stayed there! Easily one of the best hostels I've stayed in!",Date of stay: July 2015
LouiseMcC89,Ideal Location to explore the coast,"Stayed here for 3 nights in September and couldn't fault the place. Very clean, comfortable and in a good location to explore the coastline. Michael is very friendly and knowledgeable. Go next door for breakfast to the Food Corner as the food is fantastic and so is the service. Highly recommend staying here.",Date of stay: September 2015
Theodora V,"Great location, great people","We spent our first night in SL here and it was a great start. The rooms are clean and they have a great roof terrace where you can hang out with other people from the hostel - it's really nicely decorated and you can make tea for yourself, or cocktails haha. It's also really close to the beach and a pub and Mt. Lavinia is a really nice location - close enough to the city but quiet and with much nicer people. Also, the owner, Dinesh, came and spoke to us and answered all of our questions , he even helped us put together an itinerary that turned out perfect and generally had great (and very honest) advice about everything. Michael (front desk) was also extremely nice and helpful. We left part of our bags with him so we can travel around with just backpacks and he took care of them",Date of stay: September 2015
Ben W,Good value and friendly staff,Nice hostel to start and end your trip to Sri Lanka. The manager Michael is very friendly and will help you as much as he can. Stayed here for 6 nights in total and would recommend it. The location is nice as it is away from the busy districts of Colombo. The roof patio is a good spot to hang out and the communal  kitchenette is handy for cooking up some basic meals.,Date of stay: September 2015
Pi-Anna-3,Not as expected....,"First off anyone staying here be aware it's a good 40 minute taxi drive from colombo airport!   When I arrived they didn't have my booking, possibly there fault or that of hostelworld but they said it wasn't a problem.  The staff here are lovely, willing to help you with anything and answer any and all questions you may have.   There are 6 beds in the female dorm not 4 as stated. There is a sign up as obviously they have had some complaints. They say it's to allow for walk-ins but everyone that was there during my stay had booked.   This meant the on-suite bathroom was shared between 6 of us, meaning your queuing every morning and night. There is no hot water here so don't expect anything other than a cold shower!!   As a suggestion to the hostel -  put up a shower screen up as",Date of stay: September 2015
ggbellz,Awesome,"Amazing, stayed 4 nights. Very clean, perfect location, comfortable beds, staff super friendly and nice and knowledgeable. Manager willing to help in any way he can, and can help you figure out the best low budget fun things to do ! Wifi was good, little hole in the wall restaraunt next door was the cutest and best place to get breakfast. Close to the sea turtle conservation project which is very interesting, highly recommend supporting this project as they are in need for renovations but doing very sincere and genuine work. Hostel has good crowds and amazing rooftop hangout, sunsets were unbelievable. Definitely recommend !!",Date of stay: September 2015
Raavail S,Great start,"Perfect place to start your sri lankan adventure, micheal the manager is super friendly and helpful, lots of good info to grab if you want, there is also a wonderful relaxed vibe and a rooftop hangout where you are bound to meet lots if cool people",Date of stay: May 2015
ldown45,Good value,Staff were really kind and friendly and although basic rooms did the job well. Only spent a night here but was still treated very well. In a really good location near the beach which is just beautiful and very good for food too. Good hostel if you're there on a budget and very kindly was collected from the airport and learnt lots about the country from the driver.,Date of stay: August 2015
mc232463,Great Roof Top Terrace - Okay Hostel,"We arrived at Colombo Beach Hostel very tired from our long flight to Sri Lanka, we were somehow disappointed at the fact we had booked a private room months in advance and to then be told upon arrival that they had no private rooms available... Since it was my birthday the following day and we were exhausted this wasn't the best start to our holiday. Fortunately they did put us in a 4-man dorm for the first bight which we had to ourselves, and we got a discount off the first night since it was not what we booked - though we only received this upon enquiring.  Both rooms were clean but very bare. The location of the hostel is great as it is out of Colombo in a quiet location and less than a 5 minute walk to the beach with lots of bars and restaurants.  The roof top terrace is",Date of stay: July 2015
daniel_traveller81,Super hostel,"I arrived at Colombo beach hostel directly after arriving in SriLanka. Quite jet lacked I checked in and got a marvelous clean room there. For the first two days I had a double room alone, later I went for one night in a four bed dorm, which was also fine. Michael, the manager of the hostel, was always very helpful and pointed me to the nice places nearby.  Worth noting is (of course) the roof top, where you easily meet new people.  Also the Food Corner next door is perfect for multiple visits, since you can get both there: marvelous SriLankan breakfast and delicious curry for lunch.  In total a great stay!",Date of stay: August 2015
Sanjay N,Nice start to a trip to Sri Lanka,"The room was nice and clean, the staff spoke very good English and were on hand to help at any time. The wifi was good and the roof terrace was lovely too. Very close to a place called food corner (10m) which served cheap, authentic food. Also very close to the beach which has places to drink and eat.   Only downside would be that the rooms opened into the courtyard and we therefore got bitten quite a lot. Overall a lovely place to stay however we didn't like Colombo that much and moved on reasonably quickly.",Date of stay: July 2015
Beau-Daniel R,Good Hostel in a nice area with a decent common area,"My wife and I thoroughly enjoyed our stay here in the private room. Michael is a lovely man who gives very good advise. The room was spacious and clean. No hot water in the shower may be of interest to some. The upstairs area is an absolute winner and a great place to unwind and chat with others. The restaurant next door serves great food, too. It's in a nice quiet area a stroll away from the beach - highly recommend.Ó",Date of stay: June 2015
Kanika,"Brilliant hostel, highly recommend!","I stayed here for 30 nights in June- July whilst doing a medical elective at Colombo south teaching hospital. I really really enjoyed my stay- the room was clean and the staff are really helpful. Michael the manager, who is happy to help you with info on anything to do in the area and the best ways of travelling round.  The location is a little out of Colombo but it's easy enough to get into the centre, you just have to take a bus or the train and it's quite nice to be so close to the sea and also very near the city.  The rooftop terrace is a massive selling point, a really cool place to relax and it's where everyone hangs out so its good for meeting people and stuff.  The food corner next door is really convenient, tasty and perfect for breakfast,and the guys that run it are so",Date of stay: June 2015
kara1472,Close to the beach,"Clean and close to the beach. Awesome rooftop terrace. Cooking facilities, good wifi and a cute little kitten that loves cuddles. Owner was helpful and friendly. Only problem we had was we booked for one night online then ended up staying an extra two nights but the price increased each night we stayed...",Date of stay: July 2015
DarkRoads,,,
MollyWolfe,"Excellent hostel in prime location, lovely staff and brilliant rooftop!","I stayed at Colombo Beach Hostel on 3 separate occaisons on my trip to Sri Lanka. The first, when I arrived in Sri Lanka, the second when I returned to Colombo to extend my visa, and the third on my way out.  The location is good, as it's 5 mins from the beach and only 40 mins from the Airport (ish) and Mount Lavinia is a nice little area to explore, or you can walk 2mins up the road to Galle Rd for supermarkets, shops etc.  I stayed in a dorm room (4 beds) for around Rs1200 per night. The rooms are basic but comfortable with a big en suite bathroom, fans, linen provided etc.   There is also free coffee upstairs on the roof, and a kitchen so you can make your own meals which saves money as the nearby beachside restaurants are expensive!  It's nice to arrive in a country and be",Date of stay: April 2015
